combo_key,representative_signature,cluster_size
"倒刺利爪,毒液,毒液注射,真菌孢子,翡翠,鳄鱼眼泪","毒液注射,鳄鱼眼泪,翡翠,真菌孢子,倒刺利爪,毒液",3
"倒刺利爪,毒液,毒液注射,毒芹,真菌孢子,翡翠","毒芹,毒液注射,翡翠,真菌孢子,倒刺利爪,毒液",1
"彩虹药水,毒芹,炼金梨缶,真菌孢子,翡翠","真菌孢子,毒芹,炼金梨缶,彩虹药水,翡翠",2
"彩虹药水,毒液,毒芹,真菌孢子,笔与墨,翡翠","彩虹药水,笔与墨,毒液,翡翠,毒芹,真菌孢子",1
"彩虹药水,永恒火炬,火焰药水,红宝石,香炉","彩虹药水,香炉,火焰药水,红宝石,永恒火炬",1
"倒刺利爪,地刺陷阱,毒液,水蛭,翡翠","水蛭,倒刺利爪,毒液,地刺陷阱,翡翠",1
"永恒火炬,火焰药水,瓶装闪电,红宝石,香炉","火焰药水,香炉,红宝石,瓶装闪电,永恒火炬",1
"煅烧釜,瓶装闪电,红宝石,香炉,鳄鱼眼泪","香炉,瓶装闪电,红宝石,煅烧釜,鳄鱼眼泪",1
"彩虹药水,煅烧釜,瓶装闪电,红宝石,香炉","红宝石,彩虹药水,瓶装闪电,香炉,煅烧釜",1
"彩虹药水,炼金梨缶,瓶装闪电,真菌孢子,翡翠","彩虹药水,炼金梨缶,瓶装闪电,翡翠,真菌孢子",1
"毒芹,炼金梨缶,瓶装闪电,真菌孢子,翡翠","翡翠,真菌孢子,毒芹,炼金梨缶,瓶装闪电",1
"再生药水,炼金梨缶,瓶装闪电,真菌孢子,翡翠","真菌孢子,瓶装闪电,炼金梨缶,再生药水,翡翠",1
"倒刺利爪,毒液,毒液注射,毒蜥,真菌孢子,翡翠","毒液注射,真菌孢子,倒刺利爪,毒液,毒蜥,翡翠",1
"地刺陷阱,手术刀,熏香,研钵与研杵,蛇怪之牙","熏香,蛇怪之牙,研钵与研杵,手术刀,地刺陷阱",1
"彩虹药水,毒液,毒液注射,真菌孢子,笔与墨,翡翠","毒液注射,彩虹药水,真菌孢子,翡翠,笔与墨,毒液",1
"彩虹药水,火焰药水,红宝石,萤火虫,香炉,鳄鱼眼泪","香炉,火焰药水,彩虹药水,鳄鱼眼泪,红宝石,萤火虫",1
"火焰药水,碎瓶,红宝石,蜡烛,香炉","红宝石,火焰药水,碎瓶,蜡烛,香炉",3
"倒刺利爪,毒液,真菌孢子,翡翠,腐朽圣像","真菌孢子,翡翠,腐朽圣像,倒刺利爪,毒液",1
"彩虹药水,碎瓶,红宝石,萤火虫,香炉,鳄鱼眼泪","红宝石,彩虹药水,鳄鱼眼泪,碎瓶,萤火虫,香炉",1
"彩虹药水,瓶装闪电,红宝石,蜡烛,香炉","瓶装闪电,红宝石,彩虹药水,蜡烛,香炉",1
"火焰药水,红宝石,蛇怪之牙,蜡烛,香炉","火焰药水,蜡烛,香炉,蛇怪之牙,红宝石",1
"地刺陷阱,手术刀,蛇怪之牙,贪婪渡鸦,香炉","手术刀,蛇怪之牙,贪婪渡鸦,地刺陷阱,香炉",1
"研钵与研杵,蛇怪之牙,贪婪渡鸦,香炉","蛇怪之牙,香炉,研钵与研杵,贪婪渡鸦",1
"地刺陷阱,手术刀,翡翠,蛇怪之牙,贪婪渡鸦","手术刀,翡翠,蛇怪之牙,贪婪渡鸦,地刺陷阱",1
"毒液,真菌孢子,笔与墨,翡翠,颠茄","颠茄,翡翠,真菌孢子,笔与墨,毒液",1
"毒液注射,真菌孢子,笔与墨,翡翠,颠茄","翡翠,颠茄,毒液注射,真菌孢子,笔与墨",1
"毒蜥,真菌孢子,笔与墨,翡翠,颠茄","真菌孢子,颠茄,翡翠,笔与墨,毒蜥",1
"彩虹药水,瓶装闪电,红宝石,萤火虫,香炉,鳄鱼眼泪","鳄鱼眼泪,彩虹药水,红宝石,萤火虫,香炉,瓶装闪电",1
"彩虹药水,炼金梨缶,红宝石,香炉,鳄鱼眼泪","彩虹药水,炼金梨缶,鳄鱼眼泪,香炉,红宝石",1
"彩虹药水,炼金梨缶,真菌孢子,翡翠,鳄鱼眼泪","彩虹药水,炼金梨缶,鳄鱼眼泪,真菌孢子,翡翠",1
"彩虹药水,水蛭,炼金梨缶,鳄鱼眼泪","水蛭,彩虹药水,炼金梨缶,鳄鱼眼泪",1
"彩虹药水,炼金梨缶,真菌孢子,翡翠,黑曜石碎片","真菌孢子,翡翠,彩虹药水,炼金梨缶,黑曜石碎片",1
"炼金梨缶,真菌孢子,翡翠,鳄鱼眼泪,黑曜石碎片","真菌孢子,鳄鱼眼泪,炼金梨缶,黑曜石碎片,翡翠",1
"毒芹,炼金梨缶,真菌孢子,翡翠,黑曜石碎片","真菌孢子,翡翠,黑曜石碎片,炼金梨缶,毒芹",1
