combo_key,representative_signature,cluster_size
"弹簧刀,淬锋钢,靴里剑,飞鱼,马龙鱼,鲨齿爪","靴里剑,鲨齿爪,淬锋钢,飞鱼,弹簧刀,马龙鱼",1
"打火机,水草,流星索,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","水草,燃烧响炮,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机",2
"双管霰弹枪,弹簧刀,手斧,淬锋钢,火药角,珊瑚,葡萄弹","珊瑚,淬锋钢,火药角,双管霰弹枪,弹簧刀,葡萄弹,手斧",1
"毒须鲶,水母,水草,海螺壳,珊瑚,绵鳚,雪怪蟹,鱼饵","珊瑚,鱼饵,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳",2
"填弹杆,手雷,救生圈,步枪,淬锋钢","救生圈,淬锋钢,步枪,填弹杆,手雷",2
"填弹杆,手斧,手雷,步枪,流星索,葡萄弹","手雷,填弹杆,步枪,手斧,葡萄弹,流星索",1
"打火机,木桶,水草,海底热泉,燃烧响炮,绵鳚","水草,燃烧响炮,木桶,打火机,绵鳚,海底热泉",1
"打火机,水草,海底热泉,海螺壳,淬锋钢,燃烧响炮,绵鳚","燃烧响炮,海底热泉,绵鳚,打火机,水草,淬锋钢,海螺壳",1
"左轮手枪,弹簧刀,手斧,独角鲸,舱底蠕虫,靴里剑,鲨齿爪","鲨齿爪,舱底蠕虫,靴里剑,手斧,左轮手枪,弹簧刀,独角鲸",1
"填弹杆,弹簧刀,手斧,手雷,步枪,葡萄弹","手雷,填弹杆,步枪,弹簧刀,葡萄弹,手斧",1
"左轮手枪,弹簧刀,手斧,独角鲸,葡萄弹,靴里剑,鲨齿爪","靴里剑,鲨齿爪,葡萄弹,手斧,独角鲸,弹簧刀,左轮手枪",1
"左轮手枪,手斧,淬锋钢,舱底蠕虫,葡萄弹,飞鱼,鲨齿爪","舱底蠕虫,手斧,葡萄弹,鲨齿爪,左轮手枪,飞鱼,淬锋钢",1
"弯刀,弹簧刀,淬锋钢,珊瑚,迷幻蝠鲼,马龙鱼","珊瑚,迷幻蝠鲼,马龙鱼,弹簧刀,弯刀,淬锋钢",1
"弹簧刀,武士刀,淬锋钢,湿件战服,马龙鱼","湿件战服,马龙鱼,弹簧刀,武士刀,淬锋钢",1
"弯刀,手斧,淬锋钢,绵鳚,舱底蠕虫,鲨齿爪","舱底蠕虫,手斧,鲨齿爪,绵鳚,弯刀,淬锋钢",1
"弯刀,手斧,流星索,淬锋钢,舱底蠕虫,鲨齿爪","舱底蠕虫,流星索,手斧,鲨齿爪,弯刀,淬锋钢",1
"左轮手枪,弹簧刀,手斧,淬锋钢,独角鲸,舱底蠕虫,鲨齿爪","舱底蠕虫,鲨齿爪,手斧,左轮手枪,弹簧刀,独角鲸,淬锋钢",1
"刺刀,弹簧刀,手斧,武士刀,淬锋钢,鲨齿爪","手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢",1
"弹簧刀,手斧,武士刀,淬锋钢,靴里剑,鲨齿爪","靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,淬锋钢",1
"左轮手枪,弹簧刀,手斧,流星索,葡萄弹,靴里剑,鲨齿爪","靴里剑,流星索,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪",2
"左轮手枪,弹簧刀,手斧,舱底蠕虫,葡萄弹,靴里剑,鲨齿爪","舱底蠕虫,靴里剑,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪",1
"弹簧刀,淬锋钢,湿件战服,珊瑚,飞鱼,马龙鱼","湿件战服,马龙鱼,弹簧刀,飞鱼,淬锋钢,珊瑚",1
"打火机,水草,燃烧响炮,珊瑚,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","水草,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮,珊瑚",3
"打火机,水草,海底热泉,淬锋钢,燃烧响炮,珊瑚,绵鳚","淬锋钢,水草,珊瑚,打火机,绵鳚,海底热泉,燃烧响炮",2
"弹簧刀,救生圈,淬锋钢,珊瑚,飞鱼,马龙鱼","珊瑚,淬锋钢,飞鱼,弹簧刀,马龙鱼,救生圈",1
"弹簧刀,救生圈,水草,淬锋钢,飞鱼,马龙鱼","淬锋钢,飞鱼,弹簧刀,马龙鱼,水草,救生圈",1
"毒须鲶,水母,水草,海螺壳,皮皮虾,绵鳚,迷幻蝠鲼,雪怪蟹","皮皮虾,迷幻蝠鲼,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳",2
"打火机,毒须鲶,水草,珊瑚,绵鳚,钓鱼竿,鱼饵","打火机,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵",1
"填弹杆,手雷,步枪,淬锋钢,珊瑚,舱底蠕虫","淬锋钢,舱底蠕虫,手雷,填弹杆,步枪,珊瑚",1
"手斧,毒须鲶,水草,淬锋钢,绵鳚,飞鱼,马龙鱼","毒须鲶,飞鱼,手斧,淬锋钢,绵鳚,马龙鱼,水草",1
"刺刀,弹簧刀,手斧,武士刀,靴里剑,鲨齿爪","手斧,鲨齿爪,靴里剑,弹簧刀,武士刀,刺刀",2
"刺刀,弹簧刀,手斧,武士刀,舱底蠕虫,鲨齿爪","手斧,鲨齿爪,弹簧刀,武士刀,刺刀,舱底蠕虫",1
"打火机,海螺壳,燃烧响炮,珊瑚,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","海螺壳,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮,珊瑚",1
"手斧,水草,海螺壳,淬锋钢,绵鳚,飞鱼,马龙鱼","海螺壳,飞鱼,手斧,淬锋钢,绵鳚,马龙鱼,水草",1
"打火机,救生圈,火炮,火药角,燃烧响炮,绵鳚","救生圈,燃烧响炮,火药角,火炮,绵鳚,打火机",1
"水草,淬锋钢,皮皮虾,绵鳚,迷幻蝠鲼,飞鱼,马龙鱼","水草,马龙鱼,绵鳚,皮皮虾,迷幻蝠鲼,飞鱼,淬锋钢",1
"水草,淬锋钢,绵鳚,飞鱼,马龙鱼,鲨齿爪","淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼,水草",1
"弹簧刀,毒须鲶,沙滩充气球,淬锋钢,藏刃匕首,马龙鱼","沙滩充气球,马龙鱼,弹簧刀,藏刃匕首,淬锋钢,毒须鲶",1
"弹簧刀,手斧,毒须鲶,沙滩充气球,藏刃匕首,马龙鱼","手斧,沙滩充气球,马龙鱼,弹簧刀,藏刃匕首,毒须鲶",1
"打火机,水草,海底热泉,海螺壳,燃烧响炮,珊瑚,绵鳚","海螺壳,水草,珊瑚,打火机,绵鳚,海底热泉,燃烧响炮",2
"弹簧刀,手斧,淬锋钢,飞鱼,马龙鱼,鲨齿爪","手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢",2
"弹簧刀,水草,淬锋钢,湿件战服,飞鱼,马龙鱼","湿件战服,马龙鱼,弹簧刀,飞鱼,淬锋钢,水草",1
"打火机,淬锋钢,火炮,火药角,燃烧响炮,珊瑚,绵鳚","燃烧响炮,淬锋钢,火药角,火炮,绵鳚,打火机,珊瑚",1
"打火机,火炮,火药角,燃烧响炮,珊瑚,绵鳚,葡萄弹","燃烧响炮,葡萄弹,火药角,火炮,绵鳚,珊瑚,打火机",1
"手斧,步枪,淬锋钢,火药角,绵鳚,舱底蠕虫,葡萄弹","舱底蠕虫,手斧,淬锋钢,葡萄弹,绵鳚,火药角,步枪",1
"手斧,步枪,淬锋钢,火药角,绵鳚,葡萄弹,靴里剑","靴里剑,手斧,淬锋钢,葡萄弹,绵鳚,火药角,步枪",1
"弹簧刀,手斧,手雷,淬锋钢,火药角,葡萄弹,马龙鱼","手斧,火药角,手雷,葡萄弹,弹簧刀,马龙鱼,淬锋钢",1
"左轮手枪,弹簧刀,手斧,手雷,独角鲸,舱底蠕虫,鲨齿爪","手雷,鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸",1
"打火机,海底热泉,海螺壳,燃烧响炮,狼筅,绵鳚","燃烧响炮,打火机,绵鳚,海底热泉,狼筅,海螺壳",1
"打火机,海底热泉,燃烧响炮,狼筅,绵鳚,葡萄弹","燃烧响炮,打火机,绵鳚,海底热泉,葡萄弹,狼筅",1
"打火机,海底热泉,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,海底热泉,打火机",1
"水草,海螺壳,珊瑚护甲,珍珠,皮皮虾,绵鳚,迷幻蝠鲼","珍珠,水草,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,皮皮虾",1
"左轮手枪,弹簧刀,手斧,舱底蠕虫,葡萄弹,藏刃匕首,鲨齿爪","手斧,鲨齿爪,藏刃匕首,葡萄弹,弹簧刀,左轮手枪,舱底蠕虫",1
"左轮手枪,手斧,舱底蠕虫,葡萄弹,藏刃匕首,靴里剑,鲨齿爪","鲨齿爪,靴里剑,左轮手枪,手斧,藏刃匕首,葡萄弹,舱底蠕虫",1
"刺刀,左轮手枪,弹簧刀,手斧,舱底蠕虫,藏刃匕首,鲨齿爪","手斧,鲨齿爪,藏刃匕首,弹簧刀,左轮手枪,刺刀,舱底蠕虫",1
"左轮手枪,手斧,流星索,舱底蠕虫,葡萄弹,迷你弯刀,鲨齿爪","舱底蠕虫,流星索,鲨齿爪,手斧,葡萄弹,迷你弯刀,左轮手枪",1
"刺刀,弹簧刀,手斧,流星索,迷你弯刀,靴里剑,鲨齿爪","鲨齿爪,流星索,弹簧刀,迷你弯刀,刺刀,靴里剑,手斧",1
"左轮手枪,弹簧刀,手斧,流星索,迷你弯刀,靴里剑,鲨齿爪","鲨齿爪,靴里剑,流星索,左轮手枪,弹簧刀,迷你弯刀,手斧",1
"打火机,流星索,燃烧响炮,珊瑚,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","燃烧响炮,珊瑚,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机",2
"打火机,水草,海螺壳,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","打火机,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,海螺壳,燃烧响炮",1
"打火机,毒须鲶,水母,水草,珊瑚,绵鳚,钓鱼竿","珊瑚,水母,钓鱼竿,毒须鲶,绵鳚,水草,打火机",1
"毒须鲶,水草,沙滩充气球,珊瑚,绵鳚,钓鱼竿","钓鱼竿,毒须鲶,绵鳚,沙滩充气球,水草,珊瑚",1
"弹簧刀,水草,海螺壳,淬锋钢,珊瑚,飞鱼,马龙鱼","水草,珊瑚,淬锋钢,飞鱼,弹簧刀,马龙鱼,海螺壳",1
"弹簧刀,水草,淬锋钢,飞鱼,马龙鱼,鲨齿爪","鲨齿爪,水草,淬锋钢,飞鱼,弹簧刀,马龙鱼",1
"弹簧刀,淬锋钢,舱底蠕虫,飞鱼,马龙鱼,鲨齿爪","舱底蠕虫,鲨齿爪,淬锋钢,飞鱼,弹簧刀,马龙鱼",1
"弹簧刀,手斧,沙滩充气球,淬锋钢,舱底蠕虫,马龙鱼","舱底蠕虫,手斧,淬锋钢,弹簧刀,马龙鱼,沙滩充气球",1
"刺刀,左轮手枪,弹簧刀,手斧,武士刀,鲨齿爪","鲨齿爪,手斧,左轮手枪,弹簧刀,武士刀,刺刀",1
