combo_key,representative_signature,cluster_size
"毒须鲶,水草,沙滩充气球,绵鳚,藏刃匕首","水草,沙滩充气球,绵鳚,毒须鲶,藏刃匕首",1
"手斧,手雷,淬锋钢,火药角,葡萄弹,靴里剑","靴里剑,火药角,手雷,淬锋钢,手斧,葡萄弹",1
"弹簧刀,手斧,沙滩充气球,淬锋钢,独角鲸","手斧,弹簧刀,独角鲸,沙滩充气球,淬锋钢",1
"毒须鲶,沙滩充气球,淬锋钢,舱底蠕虫,藏刃匕首","藏刃匕首,舱底蠕虫,毒须鲶,淬锋钢,沙滩充气球",1
"打火机,流星索,燃烧响炮,皮皮虾,绵鳚,鹦鹉皮特","燃烧响炮,流星索,皮皮虾,鹦鹉皮特,绵鳚,打火机",1
"流星索,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","流星索,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特",1
"打火机,海底热泉,燃烧响炮,珊瑚,绵鳚","珊瑚,打火机,绵鳚,海底热泉,燃烧响炮",1
"打火机,海底热泉,海螺壳,燃烧响炮,绵鳚","打火机,绵鳚,海底热泉,海螺壳,燃烧响炮",2
"救生圈,步枪,淬锋钢,火药角","救生圈,淬锋钢,火药角,步枪",1
"救生圈,步枪,火药角,葡萄弹","救生圈,火药角,步枪,葡萄弹",1
"手斧,手雷,火药角,狼筅,葡萄弹","狼筅,火药角,手雷,葡萄弹,手斧",1
"手雷,火药角,狼筅,葡萄弹,靴里剑","狼筅,靴里剑,火药角,手雷,葡萄弹",1
"左轮手枪,手斧,淬锋钢,舱底蠕虫,葡萄弹,靴里剑","舱底蠕虫,靴里剑,手斧,淬锋钢,葡萄弹,左轮手枪",2
"左轮手枪,手斧,葡萄弹,迷你弯刀,鲨齿爪","手斧,左轮手枪,葡萄弹,鲨齿爪,迷你弯刀",1
"左轮手枪,手斧,迷你弯刀,靴里剑,鲨齿爪","手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑",1
"打火机,燃烧响炮,皮皮虾,绵鳚,迷幻蝠鲼,鹦鹉皮特","皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机,燃烧响炮",2
"水草,海螺壳,珍珠,皮皮虾,绵鳚,迷幻蝠鲼","水草,珍珠,皮皮虾,迷幻蝠鲼,绵鳚,海螺壳",1
"淬锋钢,钓鱼竿,飞鱼,马龙鱼","钓鱼竿,马龙鱼,飞鱼,淬锋钢",1
"打火机,毒须鲶,水草,绵鳚,钓鱼竿","钓鱼竿,毒须鲶,绵鳚,水草,打火机",1
"打火机,毒须鲶,燃烧响炮,绵鳚,钓鱼竿","钓鱼竿,毒须鲶,绵鳚,打火机,燃烧响炮",1
"弹簧刀,淬锋钢,雪怪蟹,飞鱼,马龙鱼","马龙鱼,弹簧刀,飞鱼,淬锋钢,雪怪蟹",1
"手斧,流星索,葡萄弹,靴里剑,鲨齿爪","流星索,手斧,鲨齿爪,葡萄弹,靴里剑",1
"救生圈,水草,淬锋钢,马龙鱼","救生圈,马龙鱼,水草,淬锋钢",1
"左轮手枪,手斧,舱底蠕虫,葡萄弹,鲨齿爪","舱底蠕虫,鲨齿爪,葡萄弹,手斧,左轮手枪",1
"左轮手枪,手斧,流星索,葡萄弹,鲨齿爪","鲨齿爪,左轮手枪,流星索,葡萄弹,手斧",1
"打火机,火炮,燃烧响炮,绵鳚,鹦鹉皮特","燃烧响炮,火炮,鹦鹉皮特,绵鳚,打火机",1
