index,signature
68,"水草,小冰镐,救生圈,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚"
69,"小冰镐,珊瑚,救生圈,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚"
70,"烈酒杯,星盘,吸血章鱼,六分仪,潜水配重,沙滩充气球,淬锋钢"
71,"星盘,海影宝驹,迷幻蝠鲼,吸血章鱼,六分仪,潜水配重,淬锋钢"
72,"枪套,篝火,毒须鲶,燃烧响炮,绵鳚,打火机,大钢弩,潜水配重"
73,"枪套,篝火,毒须鲶,鹦鹉皮特,燃烧响炮,绵鳚,打火机,大钢弩"
74,"套娃,水车,拍立蚌,毒须鲶,潜水配重,炮弹,鱼雷"
75,"标枪,小冰镐,绵鳚,加速烙刀,燃烧响炮,烈酒杯,大钢弩"
76,"燃烧响炮,珊瑚,枪套,藏刃匕首,标枪,小冰镐,绵鳚,加速烙刀"
77,"流星索,填弹杆,步枪,套娃,水车,淬锋钢"
78,"小冰镐,弹簧刀,武士刀,水车,淬锋钢,码头缆索"
79,"小冰镐,加速烙刀,珊瑚,武士刀,水车,淬锋钢"
80,"武士刀,水车,淬锋钢,盐钳海盗,迷幻蝠鲼,理查森先生,小冰镐"
81,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,大钢弩"
82,"篝火,毒须鲶,燃烧子弹,打火机,绵鳚,珊瑚,燃烧响炮,大钢弩"
83,"水草,毒须鲶,雪怪蟹,元素深水炸弹,潜水配重,水车,小冰镐"
84,"水草,毒须鲶,潜水配重,水车,拍立蚌,小冰镐,加速烙刀"
85,"淬锋钢,牌桌,沙滩充气球,集成式HUD,吸血章鱼,六分仪,潜水配重"
86,"枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,打火机,河豚"
87,"枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹"
88,"燃烧响炮,珊瑚,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,小冰镐"
89,"珊瑚,潜水配重,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,小冰镐"
90,"篝火,风暴瓶,雪怪蟹,毒须鲶,绵鳚,小冰镐,燃烧响炮,流星索"
91,"打火机,加速烙刀,绵鳚,海底热泉,燃烧子弹,燃烧响炮,篝火"
92,"打火机,加速烙刀,绵鳚,海底热泉,枪套,篝火,燃烧响炮"
93,"火药角,烈酒杯,枪套,皮皮虾,减速烙刀,十手,大钢弩,拍立蚌"
94,"海底热泉,绵鳚,加速烙刀,珊瑚,打火机,篝火,燃烧响炮"
95,"打火机,绵鳚,加速烙刀,燃烧子弹,燃烧响炮,篝火,海影宝驹"
96,"枪套,打火机,珊瑚,潜水配重,绵鳚,加速烙刀,燃烧响炮,海影宝驹"
97,"打火机,绵鳚,加速烙刀,燃烧响炮,篝火,枪套,海影宝驹"
98,"飞鱼,海狗沙龙,绵鳚,鳐鲨,迷幻蝠鲼,皮皮虾,盐钳海盗"
99,"飞鱼,海狗沙龙,绵鳚,迷幻蝠鲼,吸血章鱼,皮皮虾,鳐鲨"
100,"飞鱼,海狗沙龙,绵鳚,迷幻蝠鲼,皮皮虾,鳐鲨,食人鱼"
101,"六分仪,牌桌,拍立蚌,淬锋钢,水车,吸血章鱼"
102,"拍立蚌,十手,减速烙刀,绵鳚,迷幻蝠鲼,皮皮虾,火药角,烈酒杯,燃烧响炮"
103,"小冰镐,淬锋钢,带刃悬浮板,潜水配重,深潜器,船长舱"
104,"小冰镐,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器"
105,"流星索,小冰镐,深潜器,带刃悬浮板,潜水配重,船长舱"
106,"燃烧响炮,港口,绵鳚,鱼雷,潜水配重,拍立蚌,手雷"
107,"港口,潜水配重,鱼雷,流星索,拍立蚌,手雷,珊瑚"
108,"燃烧响炮,港口,鱼雷,潜水配重,拍立蚌,流星索,藏刃匕首"
109,"大钢弩,加速烙刀,绵鳚,潜水配重,水母,拍立蚌,枪套,葡萄弹"
110,"拍立蚌,码头缆索,皮皮虾,绵鳚,减速烙刀,火药角,烈酒杯,十手"
111,"小冰镐,淬锋钢,绵鳚,元素深水炸弹,雪怪蟹,水母,潜艇"
112,"小冰镐,珊瑚,淬锋钢,元素深水炸弹,雪怪蟹,水母,潜艇"
113,"流星索,炮弹,烈酒杯,皮皮虾,减速烙刀,绵鳚,十手,拍立蚌,燃烧响炮"
114,"潜艇,小冰镐,船舵,毒须鲶,雪怪蟹,元素深水炸弹"
115,"淬锋钢,牌桌,潜行滑翔机,水车,吸血章鱼"
116,"鳐鲨,飞鱼,水母,雪怪蟹,小冰镐,吸血章鱼,潜行滑翔机"
117,"珊瑚,绵鳚,打火机,燃烧子弹,火枪,篝火,加速烙刀"
118,"六分仪,潜水配重,鱼雷,炮弹,烈酒杯,枪套,大钢弩"
119,"珊瑚,绵鳚,燃烧响炮,火枪,打火机,篝火,加速烙刀"
120,"燃烧响炮,火枪,打火机,绵鳚,加速烙刀,枪套,珊瑚,藏刃匕首"
121,"燃烧响炮,打火机,绵鳚,加速烙刀,篝火,珊瑚,火炮"
122,"燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀,珊瑚,火炮,枪套"
123,"湿件战服,珊瑚,牌桌,淬锋钢,马龙鱼,深潜器"
124,"燃烧响炮,打火机,标枪,绵鳚,加速烙刀,珊瑚,火炮"
125,"加速烙刀,小冰镐,烈酒杯,炮弹,潜水配重,皮皮虾,大钢弩,枪套"
126,"套娃,水车,毒须鲶,潜水配重,流星索,炮弹,鱼雷"
127,"皮皮虾,火药角,烈酒杯,绵鳚,加速烙刀,大钢弩,拍立蚌,枪套"
128,"十手,皮皮虾,火药角,烈酒杯,绵鳚,加速烙刀,大钢弩,枪套"
129,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,大钢弩"
130,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,套娃,大钢弩"
131,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,流星索,大钢弩"
132,"打火机,绵鳚,狼筅,篝火,燃烧响炮,燃烧子弹,大钢弩"
133,"打火机,绵鳚,狼筅,枪套,篝火,燃烧响炮,大钢弩"
134,"飞鱼,打火机,绵鳚,狼筅,篝火,燃烧响炮,大钢弩"
135,"珊瑚护甲,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
136,"牌桌,淬锋钢,水车,马龙鱼,深潜器"
137,"珊瑚护甲,水草,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
138,"珊瑚护甲,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
139,"码头缆索,十手,减速烙刀,拍立蚌,皮皮虾,火药角,烈酒杯,流星索"
140,"减速烙刀,火药角,烈酒杯,皮皮虾,拍立蚌,燃烧响炮,码头缆索,十手"
141,"篝火,燃烧响炮,燃烧子弹,藏刃匕首,绵鳚,加速烙刀,大钢弩"
142,"藏刃匕首,船舵,绵鳚,加速烙刀,抛石机,燃烧响炮"
143,"藏刃匕首,船舵,水车,小冰镐,加速烙刀,珊瑚"
144,"藏刃匕首,船舵,水车,燃烧响炮,珊瑚,加速烙刀"
145,"手斧,小冰镐,流星索,淬锋钢,带刃悬浮板,潜水配重,船长舱"
146,"小冰镐,流星索,手雷,淬锋钢,带刃悬浮板,潜水配重,船长舱"
147,"湿件战服,船首像,小冰镐,藏刃匕首,潜水配重,带刃悬浮板,淬锋钢"
148,"珊瑚,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,船首像,小冰镐"
149,"水草,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,船首像,小冰镐"
150,"小冰镐,加速烙刀,绵鳚,潜水配重,燃烧响炮,枪套,藏刃匕首,大钢弩"
151,"烈酒杯,小冰镐,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,藏刃匕首"
152,"湿件战服,淬锋钢,套娃,定制准镜,连发步枪,填弹杆,燃烧响炮"
153,"理查森先生,潜水配重,水车,拍立蚌,淬锋钢,六分仪,迷你弯刀"
154,"枪套,潜水配重,拍立蚌,水车,淬锋钢,六分仪,迷你弯刀"
155,"拍立蚌,十手,燃烧响炮,减速烙刀,绵鳚,迷幻蝠鲼,皮皮虾,炮弹,烈酒杯"
156,"小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,水草,海螺壳"
157,"小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,潜水配重,海螺壳"
158,"珊瑚,潜水配重,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,拍立蚌"
159,"海影宝驹,珊瑚,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐"
160,"拍立蚌,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹,小冰镐,打火机,燃烧响炮"
161,"大钢弩,藏刃匕首,燃烧响炮,飞鱼,潜水配重,绵鳚,加速烙刀,枪套"
162,"鳐鲨,飞鱼,吸血章鱼,潜行滑翔机,绵鳚,马龙鱼"
163,"枪套,大钢弩,淬锋钢,飞鱼,潜水配重,燃烧响炮,绵鳚,加速烙刀"
164,"淬锋钢,水车,马龙鱼,码头缆索,牌桌"
165,"火药角,鱼雷,珊瑚,潜水配重,水车,套娃,小冰镐"
166,"藏刃匕首,燃烧响炮,燃烧子弹,小冰镐,绵鳚,加速烙刀,鲨齿爪,枪套"
167,"藏刃匕首,抛石机,飞鱼,燃烧响炮,小冰镐,绵鳚,鲨齿爪"
168,"藏刃匕首,枪套,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪"
169,"小冰镐,鳐鲨,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,水草"
170,"小冰镐,鳐鲨,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,吸血章鱼"
171,"小冰镐,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,飞鱼"
172,"大钢弩,鹦鹉皮特,绵鳚,燃烧响炮,燃烧子弹,加速烙刀,篝火"
173,"大钢弩,鹦鹉皮特,绵鳚,燃烧响炮,加速烙刀,篝火,打火机"
174,"大钢弩,鹦鹉皮特,绵鳚,加速烙刀,燃烧子弹,打火机,篝火"
