peel_index,phase,node_index,signature
49,sink,121,"燃烧响炮,打火机,绵鳚,加速烙刀,篝火,珊瑚,火炮"
50,sink,119,"珊瑚,绵鳚,燃烧响炮,火枪,打火机,篝火,加速烙刀"
51,sink,126,"套娃,水车,毒须鲶,潜水配重,流星索,炮弹,鱼雷"
52,sink,128,"十手,皮皮虾,火药角,烈酒杯,绵鳚,加速烙刀,大钢弩,枪套"
53,sink,63,"皮皮虾,火药角,烈酒杯,绵鳚,加速烙刀,大钢弩,流星索,枪套"
54,sink,134,"飞鱼,打火机,绵鳚,狼筅,篝火,燃烧响炮,大钢弩"
55,sink,133,"打火机,绵鳚,狼筅,枪套,篝火,燃烧响炮,大钢弩"
56,sink,72,"枪套,篝火,毒须鲶,燃烧响炮,绵鳚,打火机,大钢弩,潜水配重"
57,sink,52,"燃烧响炮,大钢弩,套娃,燃烧子弹,打火机,绵鳚,毒须鲶,篝火"
58,sink,82,"篝火,毒须鲶,燃烧子弹,打火机,绵鳚,珊瑚,燃烧响炮,大钢弩"
59,sink,132,"打火机,绵鳚,狼筅,篝火,燃烧响炮,燃烧子弹,大钢弩"
60,sink,140,"减速烙刀,火药角,烈酒杯,皮皮虾,拍立蚌,燃烧响炮,码头缆索,十手"
61,sink,139,"码头缆索,十手,减速烙刀,拍立蚌,皮皮虾,火药角,烈酒杯,流星索"
62,sink,144,"藏刃匕首,船舵,水车,燃烧响炮,珊瑚,加速烙刀"
63,sink,145,"手斧,小冰镐,流星索,淬锋钢,带刃悬浮板,潜水配重,船长舱"
64,sink,105,"流星索,小冰镐,深潜器,带刃悬浮板,潜水配重,船长舱"
65,sink,148,"珊瑚,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,船首像,小冰镐"
66,sink,38,"小冰镐,拍立蚌,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,鱼饵"
67,sink,149,"水草,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,船首像,小冰镐"
68,sink,154,"枪套,潜水配重,拍立蚌,水车,淬锋钢,六分仪,迷你弯刀"
69,sink,153,"理查森先生,潜水配重,水车,拍立蚌,淬锋钢,六分仪,迷你弯刀"
70,sink,155,"拍立蚌,十手,燃烧响炮,减速烙刀,绵鳚,迷幻蝠鲼,皮皮虾,炮弹,烈酒杯"
71,sink,26,"拍立蚌,十手,减速烙刀,绵鳚,迷幻蝠鲼,皮皮虾,烈酒杯,炮弹,流星索"
72,sink,102,"拍立蚌,十手,减速烙刀,绵鳚,迷幻蝠鲼,皮皮虾,火药角,烈酒杯,燃烧响炮"
73,sink,113,"流星索,炮弹,烈酒杯,皮皮虾,减速烙刀,绵鳚,十手,拍立蚌,燃烧响炮"
74,sink,12,"流星索,火药角,烈酒杯,拍立蚌,燃烧响炮,皮皮虾,十手,绵鳚,减速烙刀"
75,sink,19,"流星索,大钢弩,皮皮虾,拍立蚌,火药角,烈酒杯,减速烙刀,十手"
76,sink,93,"火药角,烈酒杯,枪套,皮皮虾,减速烙刀,十手,大钢弩,拍立蚌"
77,sink,18,"枪套,火药角,烈酒杯,拍立蚌,大钢弩,皮皮虾,绵鳚,减速烙刀"
78,sink,156,"小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,水草,海螺壳"
79,sink,54,"小冰镐,理查森先生,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,拍立蚌"
80,sink,163,"枪套,大钢弩,淬锋钢,飞鱼,潜水配重,燃烧响炮,绵鳚,加速烙刀"
81,sink,150,"小冰镐,加速烙刀,绵鳚,潜水配重,燃烧响炮,枪套,藏刃匕首,大钢弩"
82,sink,151,"烈酒杯,小冰镐,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,藏刃匕首"
83,sink,161,"大钢弩,藏刃匕首,燃烧响炮,飞鱼,潜水配重,绵鳚,加速烙刀,枪套"
84,sink,164,"淬锋钢,水车,马龙鱼,码头缆索,牌桌"
85,sink,168,"藏刃匕首,枪套,抛石机,飞鱼,小冰镐,绵鳚,鲨齿爪"
86,sink,170,"小冰镐,鳐鲨,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,吸血章鱼"
87,sink,171,"小冰镐,鳐鲨,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,飞鱼"
88,sink,174,"大钢弩,鹦鹉皮特,绵鳚,加速烙刀,燃烧子弹,打火机,篝火"
89,sink,173,"大钢弩,鹦鹉皮特,绵鳚,燃烧响炮,加速烙刀,篝火,打火机"
90,sink,3,"篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,加速烙刀,大钢弩"
91,sink,172,"大钢弩,鹦鹉皮特,绵鳚,燃烧响炮,燃烧子弹,加速烙刀,篝火"
92,sink,41,"燃烧响炮,大钢弩,套娃,燃烧子弹,打火机,篝火,加速烙刀"
93,sink,131,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,流星索,大钢弩"
94,sink,61,"枪套,加速烙刀,绵鳚,篝火,打火机,大钢弩,燃烧响炮"
95,sink,21,"加速烙刀,绵鳚,潜水配重,水母,大钢弩,枪套,打火机,燃烧响炮"
96,sink,23,"燃烧响炮,大钢弩,枪套,打火机,加速烙刀,绵鳚,潜水配重,飞鱼"
97,sink,45,"大钢弩,枪套,打火机,绵鳚,燃烧响炮,燃烧子弹,毒须鲶,篝火"
98,sink,109,"大钢弩,加速烙刀,绵鳚,潜水配重,水母,拍立蚌,枪套,葡萄弹"
99,sink,141,"篝火,燃烧响炮,燃烧子弹,藏刃匕首,绵鳚,加速烙刀,大钢弩"
100,sink,130,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,套娃,大钢弩"
101,sink,81,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,燃烧响炮,大钢弩"
102,source_quality,0,"枪套,燃烧响炮,珊瑚,标枪,小冰镐,绵鳚,加速烙刀,打火机"
103,source_quality,2,"牌桌,淬锋钢,水车,吸血章鱼,潜水配重,六分仪"
104,source_quality,8,"淬锋钢,旗舰,船长舱,潜水配重,六分仪"
105,source_quality,10,"淬锋钢,鸦巢,定制准镜,旗舰,潜水配重,蔻森娜纹章"
106,source_quality,16,"水草,码头缆索,潜水配重,水车,弯刀,淬锋钢"
107,source_quality,17,"拍立蚌,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器"
108,source_quality,20,"大钢弩,炮弹,潜水配重,水车,小冰镐,珊瑚护甲"
109,source_quality,24,"枪套,大钢弩,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,拍立蚌"
110,source_quality,31,"潜水配重,水车,拍立蚌,淬锋钢,六分仪,迷你弯刀,消音器"
111,source_quality,33,"火药角,双管霰弹枪,水车,淬锋钢,珊瑚,六分仪"
112,source_quality,34,"抛石机,绵鳚,潜水配重,水母,枪套,大钢弩,燃烧响炮"
113,source_quality,39,"飞鱼,打火机,绵鳚,加速烙刀,喷射摩托,燃烧响炮,枪套"
114,source_quality,42,"飞鱼,打火机,绵鳚,抛石机,喷射摩托,燃烧响炮"
115,source_quality,43,"飞鱼,打火机,绵鳚,喷射摩托,燃烧响炮,潜行滑翔机"
116,source_quality,44,"飞鱼,潜水配重,毒须鲶,船舵,加速烙刀,潜行滑翔机"
117,source_quality,46,"流星索,填弹杆,步枪,水车,套娃,小冰镐"
118,source_quality,48,"淬锋钢,套娃,水车,连发步枪,填弹杆,燃烧响炮"
119,source_quality,50,"珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,弯刀,淬锋钢"
120,source_quality,55,"淬锋钢,带刃悬浮板,潜水配重,船长舱,鸦巢"
121,source_quality,56,"枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,珍珠,水母,河豚"
122,source_quality,57,"烈酒杯,炮弹,流星索,锁镰,皮皮虾,迷幻蝠鲼,幽渊鮟鱇,十手,拍立蚌"
123,source_quality,59,"弯刀,水车,淬锋钢,珊瑚,迷幻蝠鲼,海影宝驹"
124,source_quality,60,"恶鬼面具,枪套,小冰镐,绵鳚,打火机,燃烧子弹,套娃,燃烧响炮,蔻森娜纹章"
125,source_quality,62,"抛石机,绵鳚,篝火,燃烧响炮,打火机,大钢弩"
126,source_quality,65,"珊瑚,淬锋钢,迷幻蝠鲼,套娃,水车,旗舰"
127,source_quality,66,"十手,理查森先生,迷幻蝠鲼,皮皮虾,火药角,烈酒杯,水车,拍立蚌"
128,source_quality,67,"小冰镐,救生圈,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,水草"
129,source_quality,71,"星盘,海影宝驹,迷幻蝠鲼,吸血章鱼,六分仪,潜水配重,淬锋钢"
130,source_quality,74,"套娃,水车,拍立蚌,毒须鲶,潜水配重,炮弹,鱼雷"
131,source_quality,75,"标枪,小冰镐,绵鳚,加速烙刀,燃烧响炮,烈酒杯,大钢弩"
132,source_quality,78,"小冰镐,弹簧刀,武士刀,水车,淬锋钢,码头缆索"
133,source_quality,79,"小冰镐,加速烙刀,珊瑚,武士刀,水车,淬锋钢"
134,source_quality,80,"武士刀,水车,淬锋钢,盐钳海盗,迷幻蝠鲼,理查森先生,小冰镐"
135,source_quality,83,"水草,毒须鲶,雪怪蟹,元素深水炸弹,潜水配重,水车,小冰镐"
136,source_quality,84,"水草,毒须鲶,潜水配重,水车,拍立蚌,小冰镐,加速烙刀"
137,source_quality,85,"淬锋钢,牌桌,沙滩充气球,集成式HUD,吸血章鱼,六分仪,潜水配重"
138,source_quality,90,"篝火,风暴瓶,雪怪蟹,毒须鲶,绵鳚,小冰镐,燃烧响炮,流星索"
139,source_quality,96,"枪套,打火机,珊瑚,潜水配重,绵鳚,加速烙刀,燃烧响炮,海影宝驹"
140,source_quality,98,"飞鱼,海狗沙龙,绵鳚,鳐鲨,迷幻蝠鲼,皮皮虾,盐钳海盗"
141,source_quality,106,"燃烧响炮,港口,绵鳚,鱼雷,潜水配重,拍立蚌,手雷"
142,source_quality,111,"小冰镐,淬锋钢,绵鳚,元素深水炸弹,雪怪蟹,水母,潜艇"
143,source_quality,114,"潜艇,小冰镐,船舵,毒须鲶,雪怪蟹,元素深水炸弹"
144,source_quality,115,"淬锋钢,牌桌,潜行滑翔机,水车,吸血章鱼"
145,source_quality,116,"鳐鲨,飞鱼,水母,雪怪蟹,小冰镐,吸血章鱼,潜行滑翔机"
146,source_quality,117,"珊瑚,绵鳚,打火机,燃烧子弹,火枪,篝火,加速烙刀"
147,source_quality,118,"六分仪,潜水配重,鱼雷,炮弹,烈酒杯,枪套,大钢弩"
148,source_quality,123,"湿件战服,珊瑚,牌桌,淬锋钢,马龙鱼,深潜器"
149,source_quality,125,"加速烙刀,小冰镐,烈酒杯,炮弹,潜水配重,皮皮虾,大钢弩,枪套"
150,source_quality,127,"皮皮虾,火药角,烈酒杯,绵鳚,加速烙刀,大钢弩,拍立蚌,枪套"
151,source_quality,129,"加速烙刀,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,大钢弩"
152,source_quality,136,"牌桌,淬锋钢,水车,马龙鱼,深潜器"
153,source_quality,142,"藏刃匕首,船舵,绵鳚,加速烙刀,抛石机,燃烧响炮"
154,source_quality,143,"藏刃匕首,船舵,水车,小冰镐,加速烙刀,珊瑚"
155,source_quality,146,"小冰镐,流星索,手雷,淬锋钢,带刃悬浮板,潜水配重,船长舱"
156,source_quality,147,"湿件战服,船首像,小冰镐,藏刃匕首,潜水配重,带刃悬浮板,淬锋钢"
157,source_quality,152,"湿件战服,淬锋钢,套娃,定制准镜,连发步枪,填弹杆,燃烧响炮"
158,source_quality,162,"鳐鲨,飞鱼,吸血章鱼,潜行滑翔机,绵鳚,马龙鱼"
159,source_quality,165,"火药角,鱼雷,珊瑚,潜水配重,水车,套娃,小冰镐"
160,source_quality,166,"藏刃匕首,燃烧响炮,燃烧子弹,小冰镐,绵鳚,加速烙刀,鲨齿爪,枪套"
161,source_quality,167,"藏刃匕首,抛石机,飞鱼,燃烧响炮,小冰镐,绵鳚,鲨齿爪"
162,source_quality,169,"小冰镐,鳐鲨,珍珠,水母,雪怪蟹,元素深水炸弹,绵鳚,水草"
163,cycle_break,135,"珊瑚护甲,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
164,sink,137,"珊瑚护甲,水草,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
165,sink,138,"珊瑚护甲,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
166,cycle_break,88,"燃烧响炮,珊瑚,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹,流星索,小冰镐"
167,sink,159,"海影宝驹,珊瑚,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐"
168,sink,158,"珊瑚,潜水配重,元素深水炸弹,雪怪蟹,风暴瓶,绵鳚,小冰镐,拍立蚌"
169,sink,4,"拍立蚌,鱼饵,潜水配重,珊瑚,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
170,source_quality,160,"拍立蚌,雪怪蟹,风暴瓶,绵鳚,元素深水炸弹,小冰镐,打火机,燃烧响炮"
171,cycle_break,157,"小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,潜水配重,海螺壳"
172,sink,9,"皮皮虾,拍立蚌,水母,迷幻蝠鲼,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳"
173,sink,25,"小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,拍立蚌,皮皮虾,珍珠"
174,source_quality,6,"小冰镐,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,珊瑚,拍立蚌"
