index,signature
32,"手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢"
33,"靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,淬锋钢"
34,"靴里剑,流星索,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪"
35,"舱底蠕虫,靴里剑,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪"
36,"湿件战服,马龙鱼,弹簧刀,飞鱼,淬锋钢,珊瑚"
37,"水草,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮,珊瑚"
38,"淬锋钢,水草,珊瑚,打火机,绵鳚,海底热泉,燃烧响炮"
39,"珊瑚,淬锋钢,飞鱼,弹簧刀,马龙鱼,救生圈"
40,"淬锋钢,飞鱼,弹簧刀,马龙鱼,水草,救生圈"
41,"皮皮虾,迷幻蝠鲼,水母,雪怪蟹,毒须鲶,绵鳚,水草,海螺壳"
42,"打火机,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵"
43,"淬锋钢,舱底蠕虫,手雷,填弹杆,步枪,珊瑚"
44,"毒须鲶,飞鱼,手斧,淬锋钢,绵鳚,马龙鱼,水草"
45,"手斧,鲨齿爪,靴里剑,弹簧刀,武士刀,刺刀"
46,"手斧,鲨齿爪,弹簧刀,武士刀,刺刀,舱底蠕虫"
47,"海螺壳,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮,珊瑚"
48,"海螺壳,飞鱼,手斧,淬锋钢,绵鳚,马龙鱼,水草"
49,"救生圈,燃烧响炮,火药角,火炮,绵鳚,打火机"
50,"水草,马龙鱼,绵鳚,皮皮虾,迷幻蝠鲼,飞鱼,淬锋钢"
51,"淬锋钢,飞鱼,鲨齿爪,绵鳚,马龙鱼,水草"
52,"沙滩充气球,马龙鱼,弹簧刀,藏刃匕首,淬锋钢,毒须鲶"
53,"手斧,沙滩充气球,马龙鱼,弹簧刀,藏刃匕首,毒须鲶"
54,"海螺壳,水草,珊瑚,打火机,绵鳚,海底热泉,燃烧响炮"
55,"手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢"
56,"湿件战服,马龙鱼,弹簧刀,飞鱼,淬锋钢,水草"
57,"燃烧响炮,淬锋钢,火药角,火炮,绵鳚,打火机,珊瑚"
58,"燃烧响炮,葡萄弹,火药角,火炮,绵鳚,珊瑚,打火机"
59,"舱底蠕虫,手斧,淬锋钢,葡萄弹,绵鳚,火药角,步枪"
60,"靴里剑,手斧,淬锋钢,葡萄弹,绵鳚,火药角,步枪"
61,"手斧,火药角,手雷,葡萄弹,弹簧刀,马龙鱼,淬锋钢"
62,"手雷,鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸"
63,"燃烧响炮,打火机,绵鳚,海底热泉,狼筅,海螺壳"
64,"燃烧响炮,打火机,绵鳚,海底热泉,葡萄弹,狼筅"
65,"燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,海底热泉,打火机"
66,"珍珠,水草,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,皮皮虾"
67,"手斧,鲨齿爪,藏刃匕首,葡萄弹,弹簧刀,左轮手枪,舱底蠕虫"
68,"鲨齿爪,靴里剑,左轮手枪,手斧,藏刃匕首,葡萄弹,舱底蠕虫"
69,"手斧,鲨齿爪,藏刃匕首,弹簧刀,左轮手枪,刺刀,舱底蠕虫"
70,"舱底蠕虫,流星索,鲨齿爪,手斧,葡萄弹,迷你弯刀,左轮手枪"
71,"鲨齿爪,流星索,弹簧刀,迷你弯刀,刺刀,靴里剑,手斧"
72,"鲨齿爪,靴里剑,流星索,左轮手枪,弹簧刀,迷你弯刀,手斧"
73,"燃烧响炮,珊瑚,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机"
74,"打火机,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,海螺壳,燃烧响炮"
75,"珊瑚,水母,钓鱼竿,毒须鲶,绵鳚,水草,打火机"
76,"钓鱼竿,毒须鲶,绵鳚,沙滩充气球,水草,珊瑚"
77,"水草,珊瑚,淬锋钢,飞鱼,弹簧刀,马龙鱼,海螺壳"
78,"鲨齿爪,水草,淬锋钢,飞鱼,弹簧刀,马龙鱼"
79,"舱底蠕虫,鲨齿爪,淬锋钢,飞鱼,弹簧刀,马龙鱼"
80,"舱底蠕虫,手斧,淬锋钢,弹簧刀,马龙鱼,沙滩充气球"
81,"鲨齿爪,手斧,左轮手枪,弹簧刀,武士刀,刺刀"
