peel_index,phase,node_index,signature
31,source_quality,14,"手斧,鲨齿爪,火药角,双管霰弹枪,弹簧刀,葡萄弹"
32,source_quality,18,"海螺壳,珊瑚,水草,绵鳚,毒须鲶,雪怪蟹,水母,鱼饵"
33,source_quality,19,"救生圈,淬锋钢,步枪,填弹杆,手雷"
34,source_quality,20,"手雷,填弹杆,步枪,手斧,葡萄弹,流星索"
35,source_quality,21,"水草,燃烧响炮,木桶,打火机,绵鳚,海底热泉"
36,source_quality,28,"湿件战服,马龙鱼,弹簧刀,武士刀,淬锋钢"
37,source_quality,42,"打火机,珊瑚,钓鱼竿,毒须鲶,绵鳚,水草,鱼饵"
38,source_quality,43,"淬锋钢,舱底蠕虫,手雷,填弹杆,步枪,珊瑚"
39,source_quality,48,"海螺壳,飞鱼,手斧,淬锋钢,绵鳚,马龙鱼,水草"
40,source_quality,49,"救生圈,燃烧响炮,火药角,火炮,绵鳚,打火机"
41,source_quality,60,"靴里剑,手斧,淬锋钢,葡萄弹,绵鳚,火药角,步枪"
42,source_quality,61,"手斧,火药角,手雷,葡萄弹,弹簧刀,马龙鱼,淬锋钢"
43,source_quality,65,"燃烧响炮,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,海底热泉,打火机"
44,source_quality,66,"珍珠,水草,海螺壳,珊瑚护甲,绵鳚,迷幻蝠鲼,皮皮虾"
45,cycle_break,69,"手斧,鲨齿爪,藏刃匕首,弹簧刀,左轮手枪,刺刀,舱底蠕虫"
46,cycle_break,22,"燃烧响炮,海底热泉,绵鳚,打火机,水草,淬锋钢,海螺壳"
47,sink,54,"海螺壳,水草,珊瑚,打火机,绵鳚,海底热泉,燃烧响炮"
48,sink,38,"燃烧响炮,珊瑚,水草,淬锋钢,海底热泉,绵鳚,打火机"
49,source_quality,57,"燃烧响炮,淬锋钢,火药角,火炮,绵鳚,打火机,珊瑚"
50,cycle_break,16,"水草,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,流星索,燃烧响炮"
51,sink,73,"燃烧响炮,珊瑚,流星索,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机"
52,sink,37,"珊瑚,燃烧响炮,水草,皮皮虾,迷幻蝠鲼,鹦鹉皮特,绵鳚,打火机"
53,sink,47,"海螺壳,打火机,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,燃烧响炮,珊瑚"
54,source_quality,74,"打火机,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,海螺壳,燃烧响炮"
55,cycle_break,33,"靴里剑,手斧,鲨齿爪,弹簧刀,武士刀,淬锋钢"
56,sink,32,"手斧,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢"
57,sink,81,"鲨齿爪,手斧,左轮手枪,弹簧刀,武士刀,刺刀"
58,sink,46,"手斧,鲨齿爪,弹簧刀,武士刀,刺刀,舱底蠕虫"
59,sink,45,"手斧,鲨齿爪,弹簧刀,武士刀,刺刀,靴里剑"
60,source_quality,6,"流星索,鲨齿爪,手斧,弹簧刀,武士刀,刺刀"
61,cycle_break,1,"三花,左轮手枪,弹簧刀,鲨齿爪,舱底蠕虫,手斧,葡萄弹"
62,cycle_break,80,"舱底蠕虫,手斧,淬锋钢,弹簧刀,马龙鱼,沙滩充气球"
63,sink,55,"手斧,鲨齿爪,飞鱼,弹簧刀,马龙鱼,淬锋钢"
64,source_quality,7,"舱底蠕虫,手斧,淬锋钢,飞鱼,鲨齿爪,马龙鱼"
65,cycle_break,67,"手斧,鲨齿爪,藏刃匕首,葡萄弹,弹簧刀,左轮手枪,舱底蠕虫"
66,cycle_break,68,"鲨齿爪,靴里剑,左轮手枪,手斧,藏刃匕首,葡萄弹,舱底蠕虫"
67,cycle_break,11,"手斧,靴里剑,鲨齿爪,流星索,葡萄弹,迷你弯刀,刺刀"
68,cycle_break,23,"鲨齿爪,舱底蠕虫,靴里剑,手斧,左轮手枪,弹簧刀,独角鲸"
69,cycle_break,72,"鲨齿爪,靴里剑,流星索,左轮手枪,弹簧刀,迷你弯刀,手斧"
70,cycle_break,13,"鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸,葡萄弹"
71,sink,26,"舱底蠕虫,手斧,葡萄弹,鲨齿爪,左轮手枪,飞鱼,淬锋钢"
72,sink,31,"舱底蠕虫,鲨齿爪,手斧,左轮手枪,弹簧刀,独角鲸,淬锋钢"
73,sink,62,"手雷,鲨齿爪,舱底蠕虫,手斧,左轮手枪,弹簧刀,独角鲸"
74,sink,9,"鲨齿爪,三花,葡萄弹,手斧,左轮手枪,弹簧刀,独角鲸"
75,sink,25,"靴里剑,鲨齿爪,葡萄弹,手斧,独角鲸,弹簧刀,左轮手枪"
76,sink,4,"手斧,左轮手枪,靴里剑,三花,鲨齿爪,葡萄弹,舱底蠕虫"
77,sink,10,"流星索,葡萄弹,手斧,鲨齿爪,独角鲸,刺刀,靴里剑"
78,sink,35,"舱底蠕虫,靴里剑,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪"
79,sink,70,"舱底蠕虫,流星索,鲨齿爪,手斧,葡萄弹,迷你弯刀,左轮手枪"
80,sink,5,"手斧,鲨齿爪,靴里剑,流星索,左轮手枪,刺刀,葡萄弹"
81,source_quality,34,"靴里剑,流星索,手斧,葡萄弹,弹簧刀,左轮手枪,鲨齿爪"
