peel_index,phase,node_index,signature
56,source_quality,7,"舱底蠕虫,手斧,珊瑚,鲨齿爪,弹簧刀,武士刀,刺刀,淬锋钢"
57,source_quality,74,"流星索,手斧,鲨齿爪,左轮手枪,弹簧刀,武士刀,刺刀,葡萄弹"
58,cycle_break,60,"海螺壳,皮皮虾,迷幻蝠鲼,飞鱼,打火机,绵鳚,海底热泉,水草,燃烧响炮"
59,sink,12,"流星索,海底热泉,绵鳚,鹦鹉皮特,迷幻蝠鲼,皮皮虾,打火机,水草,燃烧响炮"
60,sink,67,"珍珠,水草,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,燃烧响炮,打火机"
61,sink,38,"珊瑚,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮"
62,source_quality,58,"海螺壳,打火机,海底热泉,绵鳚,迷幻蝠鲼,鹦鹉皮特,皮皮虾,水草,燃烧响炮"
63,cycle_break,20,"珊瑚,马龙鱼,弹簧刀,独角鲸,手斧,鲨齿爪,左轮手枪,淬锋钢"
64,cycle_break,17,"珊瑚,马龙鱼,弹簧刀,飞鱼,手斧,鲨齿爪,左轮手枪,淬锋钢"
65,sink,29,"靴里剑,手斧,鲨齿爪,飞鱼,迷你弯刀,弹簧刀,马龙鱼,淬锋钢"
66,cycle_break,14,"珊瑚,马龙鱼,弹簧刀,飞鱼,鲨齿爪,淬锋钢,手斧,舱底蠕虫"
67,sink,73,"流星索,鲨齿爪,手斧,靴里剑,飞鱼,弹簧刀,马龙鱼,淬锋钢"
68,sink,72,"流星索,鲨齿爪,手斧,飞鱼,葡萄弹,弹簧刀,马龙鱼,淬锋钢"
69,sink,18,"珊瑚,马龙鱼,弹簧刀,葡萄弹,鲨齿爪,手斧,左轮手枪,淬锋钢"
70,sink,27,"靴里剑,珊瑚,鲨齿爪,淬锋钢,手斧,飞鱼,弹簧刀,马龙鱼"
71,sink,64,"珊瑚,马龙鱼,绵鳚,鲨齿爪,打火机,手斧,飞鱼,淬锋钢"
72,source_quality,71,"珊瑚,马龙鱼,绵鳚,鲨齿爪,手斧,飞鱼,淬锋钢,燃烧响炮"
73,cycle_break,9,"鲨齿爪,葡萄弹,靴里剑,手斧,步枪,填弹杆,手雷"
74,sink,5,"步枪,填弹杆,流星索,靴里剑,鲨齿爪,葡萄弹,手斧"
75,source_quality,4,"鲨齿爪,葡萄弹,手斧,舱底蠕虫,步枪,填弹杆,手雷"
