peel_index,phase,node_index,signature
32,sink,84,"六分仪,淬锋钢,潜水配重,船舵,吸血章鱼,消音器,海影宝驹"
33,sink,87,"鱼雷,独角鲸,迷幻蝠鲼,飞鱼,皮皮虾,绵鳚,海狗沙龙"
34,sink,86,"枪套,鱼雷,独角鲸,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙"
35,sink,88,"沙滩充气球,船舵,吸血章鱼,六分仪,深潜器,淬锋钢"
36,sink,89,"葡萄弹,手斧,小冰镐,流星索,淬锋钢,带刃悬浮板,潜水配重,深潜器"
37,sink,92,"燃烧响炮,淬锋钢,燃烧子弹,潜艇,湿件战服,绵鳚,小冰镐"
38,sink,95,"十手,救生圈,牌桌,皮皮虾,拍立蚌,烈酒杯,炮弹,手雷"
39,sink,96,"淬锋钢,燃烧子弹,潜艇,流星索,湿件战服,绵鳚,小冰镐"
40,sink,99,"淬锋钢,燃烧响炮,潜行滑翔机,小冰镐,绵鳚,湿件战服,打火机"
41,sink,102,"打火机,手雷,鱼雷,套娃,炮弹,火炮,绵鳚,燃烧响炮"
42,sink,100,"流星索,鱼雷,手斧,打火机,炮弹,火炮,绵鳚,燃烧响炮"
43,sink,106,"火药角,烈酒杯,枪套,大钢弩,皮皮虾,救生圈,理查森先生,潜水配重"
44,sink,103,"皮皮虾,火药角,烈酒杯,枪套,理查森先生,救生圈,大钢弩,十手"
45,sink,104,"皮皮虾,火药角,烈酒杯,枪套,救生圈,大钢弩,十手,拍立蚌"
46,sink,107,"火药角,烈酒杯,十手,绵鳚,大钢弩,枪套,皮皮虾,拍立蚌,葡萄弹"
47,sink,40,"皮皮虾,潜水配重,拍立蚌,炮弹,烈酒杯,绵鳚,大钢弩,枪套,十手"
48,sink,110,"十手,流星索,牌桌,皮皮虾,拍立蚌,救生圈,火药角,烈酒杯"
49,sink,112,"湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,刺刀,手斧,舱底蠕虫"
50,sink,16,"湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,手斧,舱底蠕虫,左轮手枪"
51,sink,113,"大钢弩,狼筅,篝火,打火机,珊瑚,绵鳚,燃烧响炮"
52,sink,117,"燃烧响炮,篝火,加速烙刀,大钢弩,绵鳚,打火机,烈酒杯"
53,sink,50,"燃烧响炮,绵鳚,大钢弩,打火机,篝火,加速烙刀,枪套"
54,sink,118,"船长舱,手雷,炮弹,手里剑,刺刀,流星索,手斧,小冰镐"
55,sink,121,"船长舱,靴里剑,手雷,手里剑,刺刀,流星索,手斧,小冰镐"
56,sink,123,"船首像,手斧,小冰镐,手里剑,带刃悬浮板,潜水配重,珊瑚,淬锋钢"
57,sink,55,"枪套,船首像,手斧,小冰镐,手里剑,带刃悬浮板,潜水配重,淬锋钢"
58,sink,126,"套娃,燃烧响炮,鱼雷,左轮手枪,填弹杆,连发步枪,弹簧刀"
59,sink,127,"套娃,燃烧响炮,鱼雷,填弹杆,连发步枪,弹簧刀,葡萄弹"
60,sink,129,"水草,绵鳚,元素深水炸弹,雪怪蟹,水母,海螺壳,拍立蚌,珊瑚,小冰镐"
61,sink,128,"海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,水草,小冰镐"
62,sink,33,"海螺壳,潜水配重,拍立蚌,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,小冰镐"
63,sink,133,"深潜器,牌桌,马龙鱼,水车,淬锋钢"
64,sink,27,"马龙鱼,码头缆索,深潜器,水车,淬锋钢"
65,sink,136,"炮弹,大钢弩,鱼雷,潜水配重,水车,套娃"
66,sink,137,"鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器,手斧"
67,sink,138,"船首像,靴里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧,流星索"
68,sink,140,"流星索,鳐鲨,大钢弩,独角鲸,枪套,水母,潜水配重,飞鱼"
69,sink,142,"淬锋钢,雪怪蟹,元素深水炸弹,船舵,小冰镐,鸦巢"
70,source_quality,0,"大钢弩,烈酒杯,枪套,潜水配重,绵鳚,加速烙刀,救生圈"
71,source_quality,2,"珊瑚,拍立蚌,流星索,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,皮皮虾,迷幻蝠鲼"
72,source_quality,4,"盐钳海盗,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水车,拍立蚌"
73,source_quality,5,"珍珠,潜水配重,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,水草,小冰镐"
74,source_quality,6,"毒须鲶,雪怪蟹,元素深水炸弹,船舵,小冰镐,鸦巢"
75,source_quality,9,"淬锋钢,水车,火药角,双管霰弹枪,鸦巢"
76,source_quality,11,"手斧,小冰镐,流星索,淬锋钢,手里剑,带刃悬浮板,潜水配重,深潜器"
77,source_quality,12,"小冰镐,淬锋钢,火药角,双管霰弹枪,水车,珊瑚,理查森先生"
78,source_quality,13,"流星索,靴里剑,手里剑,刺刀,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧"
79,source_quality,15,"潜水配重,珊瑚,淬锋钢,火药角,双管霰弹枪,消音器,鸦巢"
80,source_quality,19,"炮弹,烈酒杯,牌桌,淬锋钢,六分仪,潜水配重,吸血章鱼,枪套"
81,source_quality,22,"小冰镐,喷射摩托,理查森先生,潜行滑翔机,潜水配重,飞鱼"
82,source_quality,23,"理查森先生,淬锋钢,水车,套娃,弯刀,码头缆索"
83,source_quality,24,"十手,牌桌,皮皮虾,烈酒杯,炮弹,流星索,救生圈,拍立蚌"
84,source_quality,26,"鳐鲨,大钢弩,绵鳚,独角鲸,枪套,水母,潜水配重,飞鱼"
85,source_quality,29,"小冰镐,套娃,水车,步枪,填弹杆,流星索"
86,source_quality,39,"救生圈,拍立蚌,幽渊鮟鱇,十手,火药角,烈酒杯,皮皮虾,燃烧响炮"
87,source_quality,41,"鸦巢,淬锋钢,带刃悬浮板,潜水配重,船长舱"
88,source_quality,42,"淬锋钢,带刃悬浮板,潜水配重,深潜器,水车,拍立蚌"
89,source_quality,44,"拍立蚌,淬锋钢,带刃悬浮板,潜水配重,船舵,船长舱"
90,source_quality,48,"恶鬼面具,蔻森娜纹章,淬锋钢,打火机,湿件战服,绵鳚,小冰镐,燃烧响炮"
91,source_quality,49,"船首像,舱底蠕虫,手斧,手里剑,弹簧刀,武士刀,刺刀,淬锋钢"
92,source_quality,54,"蔻森娜纹章,恶鬼面具,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃,流星索,靴里剑"
93,source_quality,58,"枪套,燃烧响炮,潜水配重,绵鳚,大钢弩,小冰镐,抛石机"
94,source_quality,59,"打火机,燃烧响炮,绵鳚,篝火,抛石机,救生圈"
95,source_quality,61,"流星索,手斧,手雷,填弹杆,步枪,绵鳚,小冰镐,葡萄弹"
96,source_quality,63,"鱼雷,拍立蚌,燃烧响炮,绵鳚,旗舰,蔻森娜纹章,淬锋钢"
97,source_quality,64,"理查森先生,潜水配重,旗舰,淬锋钢,鸦巢,蔻森娜纹章"
98,source_quality,65,"拍立蚌,大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,星盘"
99,source_quality,67,"燃烧响炮,潜行滑翔机,飞鱼,小冰镐,绵鳚,湿件战服,打火机"
100,source_quality,69,"烈酒杯,加速烙刀,绵鳚,大钢弩,藏刃匕首,小冰镐,标枪"
101,source_quality,73,"手斧,流星索,小冰镐,弹簧刀,武士刀,水车,淬锋钢"
102,source_quality,78,"加速烙刀,小冰镐,套娃,水车,拍立蚌,潜水配重,理查森先生"
103,source_quality,81,"海底热泉,绵鳚,葡萄弹,打火机,流星索,燃烧响炮,鱼雷,蔻森娜纹章"
104,source_quality,82,"六分仪,淬锋钢,船舵,沙滩充气球,吸血章鱼,海影宝驹"
105,source_quality,85,"流星索,鱼雷,独角鲸,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙"
106,source_quality,90,"葡萄弹,港口,绵鳚,鱼雷,燃烧响炮,流星索,手雷"
107,source_quality,91,"鱼雷,手雷,港口,水车,套娃"
108,source_quality,93,"珊瑚,潜水配重,港口,流星索,鱼雷,救生圈"
109,source_quality,94,"小冰镐,淬锋钢,枪套,深潜器,带刃悬浮板,潜水配重,湿件战服"
110,source_quality,97,"鱼饵,淬锋钢,燃烧子弹,潜艇,湿件战服,绵鳚,小冰镐"
111,source_quality,98,"燃烧响炮,燃烧子弹,潜行滑翔机,绵鳚,加速烙刀,飞鱼,打火机"
112,source_quality,101,"手斧,打火机,流星索,鱼雷,火药角,火炮,绵鳚,燃烧响炮"
113,source_quality,105,"十手,大钢弩,绵鳚,火药角,烈酒杯,皮皮虾,拍立蚌,枪套,流星索"
114,source_quality,111,"湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,弹簧刀,手斧,舱底蠕虫"
115,source_quality,114,"狼筅,加速烙刀,标枪,绵鳚,打火机,枪套,燃烧响炮"
116,source_quality,119,"藏刃匕首,潜水配重,船舵,小冰镐,抛石机,大钢弩"
117,source_quality,120,"藏刃匕首,船舵,加速烙刀,烈酒杯,大钢弩,海影宝驹"
118,source_quality,122,"船长舱,绵鳚,手雷,手里剑,刺刀,流星索,手斧,小冰镐"
119,source_quality,124,"船首像,靴里剑,手斧,小冰镐,枪套,手里剑,带刃悬浮板,淬锋钢"
120,source_quality,125,"套娃,燃烧响炮,流星索,填弹杆,连发步枪,弹簧刀,鱼雷"
121,source_quality,130,"枪套,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,燃烧响炮,大钢弩"
122,source_quality,131,"枪套,风暴瓶,绵鳚,打火机,燃烧子弹,拍立蚌,大钢弩,燃烧响炮"
123,source_quality,132,"牌桌,码头缆索,马龙鱼,水车,淬锋钢"
124,source_quality,134,"火药角,鱼雷,潜水配重,水车,拍立蚌,大钢弩"
125,source_quality,135,"火药角,鱼雷,大钢弩,绵鳚,潜水配重,拍立蚌,枪套,燃烧响炮"
126,source_quality,139,"大钢弩,鳐鲨,吸血章鱼,水母,救生圈,潜水配重,飞鱼"
127,source_quality,141,"淬锋钢,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,吸血章鱼,鸦巢"
128,cycle_break,76,"盐钳海盗,潜水配重,水母,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮"
129,cycle_break,109,"燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,手雷,毒须鲶,篝火"
130,cycle_break,36,"篝火,毒须鲶,打火机,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈"
131,cycle_break,32,"水草,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮"
132,sink,68,"打火机,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套,藏刃匕首"
133,sink,71,"潜水配重,水母,拍立蚌,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮"
134,source_quality,34,"打火机,拍立蚌,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套"
135,cycle_break,108,"燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,篝火,枪套"
136,sink,74,"篝火,毒须鲶,大钢弩,救生圈,打火机,绵鳚,燃烧响炮"
137,sink,57,"篝火,毒须鲶,燃烧子弹,打火机,绵鳚,理查森先生,救生圈,燃烧响炮"
138,cycle_break,20,"理查森先生,绵鳚,燃烧响炮,燃烧子弹,打火机,篝火,珊瑚,大钢弩"
139,cycle_break,53,"篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,加速烙刀"
140,sink,7,"燃烧响炮,燃烧子弹,打火机,篝火,绵鳚,加速烙刀,救生圈"
141,sink,116,"大钢弩,打火机,绵鳚,篝火,燃烧响炮,燃烧子弹,救生圈"
142,source_quality,115,"大钢弩,理查森先生,绵鳚,打火机,篝火,燃烧响炮,燃烧子弹,套娃"
