index,signature
38,"湿件战服,小冰镐,拍立蚌,深潜器,淬锋钢,带刃悬浮板,套娃"
39,"淬锋钢,带刃悬浮板,潜水配重,鸦巢,船长舱"
40,"淬锋钢,带刃悬浮板,潜水配重,拍立蚌,水车,深潜器"
41,"加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,绵鳚,救生圈"
42,"手斧,十手,船长舱,流星索,烈酒杯,皮皮虾,手雷,小冰镐"
43,"淬锋钢,水车,套娃,带刃悬浮板,潜水配重,深潜器"
44,"拍立蚌,烈酒杯,炮弹,流星索,锁镰,皮皮虾,迷幻蝠鲼,幽渊鮟鱇,十手"
45,"流星索,填弹杆,步枪,水车,小冰镐,藏刃匕首"
46,"大钢弩,小冰镐,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮"
47,"枪套,蔻森娜纹章,靴里剑,绵鳚,打火机,燃烧子弹,套娃,燃烧响炮,恶鬼面具"
48,"海影宝驹,迷幻蝠鲼,理查森先生,淬锋钢,水车,弯刀"
49,"流星索,鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧"
50,"珊瑚,潜水配重,码头缆索,淬锋钢,水车,弯刀"
51,"盐钳海盗,理查森先生,鹦鹉皮特,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙,飞鱼"
52,"拍立蚌,毒须鲶,迷幻蝠鲼,理查森先生,淬锋钢,水车,弯刀"
53,"淬锋钢,水车,武士刀,弹簧刀,小冰镐,理查森先生,迷幻蝠鲼"
54,"小冰镐,绵鳚,打火机,蔻森娜纹章,手斧,燃烧响炮,赛博铁尺,靴里剑,手里剑"
55,"手斧,流星索,小冰镐,弹簧刀,武士刀,水车,淬锋钢"
56,"蔻森娜纹章,靴里剑,绵鳚,打火机,燃烧子弹,燃烧响炮,篝火,恶鬼面具"
57,"蔻森娜纹章,小冰镐,靴里剑,绵鳚,打火机,燃烧子弹,套娃,燃烧响炮,恶鬼面具"
58,"烈酒杯,大钢弩,绵鳚,燃烧响炮,打火机,篝火,加速烙刀"
59,"淬锋钢,旗舰,鸦巢,潜水配重,六分仪"
60,"燃烧响炮,篝火,加速烙刀,大钢弩,绵鳚,打火机,枪套"
61,"淬锋钢,旗舰,潜水配重,蔻森娜纹章,鸦巢,雪怪蟹"
62,"小冰镐,绵鳚,潜水配重,燃烧响炮,枪套,抛石机,大钢弩"
63,"加速烙刀,篝火,打火机,燃烧子弹,套娃,燃烧响炮,救生圈"
64,"淬锋钢,湿件战服,深潜器,潜水配重,带刃悬浮板,武士刀"
65,"珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,救生圈"
66,"大钢弩,星盘,燃烧子弹,打火机,篝火,加速烙刀"
67,"大钢弩,流星索,加速烙刀,绵鳚,潜水配重,打火机,枪套,燃烧响炮"
68,"篝火,毒须鲶,潜水配重,枪套,燃烧响炮,绵鳚,打火机,大钢弩"
69,"牌桌,马龙鱼,深潜器,水车,淬锋钢"
70,"珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草"
71,"加速烙刀,绵鳚,潜水配重,珍珠,打火机,大钢弩,枪套,燃烧响炮"
72,"烈酒杯,流星索,大钢弩,藏刃匕首,绵鳚,加速烙刀,标枪"
73,"烈酒杯,大钢弩,藏刃匕首,绵鳚,加速烙刀,标枪,珊瑚"
74,"淬锋钢,船首像,潜水配重,带刃悬浮板,武士刀,刺刀,手斧"
75,"大钢弩,燃烧响炮,燃烧子弹,海底热泉,篝火,加速烙刀"
76,"篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,拍立蚌"
77,"拍立蚌,水母,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,打火机,枪套"
78,"手雷,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌"
79,"加速烙刀,藏刃匕首,燃烧响炮,水车,套娃,枪套,小冰镐"
80,"加速烙刀,小冰镐,船舵,水车,打火机,珊瑚"
81,"加速烙刀,枪套,小冰镐,燃烧响炮,水车,套娃,打火机"
82,"燃烧响炮,篝火,标枪,打火机,燃烧子弹,拍立蚌,大钢弩"
83,"大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼,枪套"
84,"集成式HUD,大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼"
85,"篝火,打火机,燃烧子弹,葡萄弹,大钢弩,靴里剑,绵鳚,燃烧响炮"
86,"大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼,蔻森娜纹章"
87,"小冰镐,套娃,水车,淬锋钢,理查森先生,珊瑚,狼筅"
88,"大钢弩,烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚"
89,"枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹"
90,"烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹,燃烧响炮"
91,"大钢弩,燃烧响炮,海底热泉,绵鳚,篝火,加速烙刀"
92,"珊瑚,绵鳚,燃烧响炮,燃烧子弹,海底热泉,篝火,加速烙刀"
93,"燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹,藏刃匕首"
94,"船长舱,淬锋钢,迷你弯刀,码头缆索,潜水配重,六分仪"
95,"手斧,小冰镐,流星索,沙滩充气球,潜水配重,带刃悬浮板,深潜器"
96,"燃烧响炮,小冰镐,潜水配重,绵鳚,加速烙刀,枪套,打火机,海影宝驹"
97,"流星索,手雷,鱼雷,船舵,潜水配重,港口"
98,"燃烧响炮,烈酒杯,小冰镐,绵鳚,加速烙刀,打火机,枪套,海影宝驹"
99,"盐钳海盗,迷幻蝠鲼,皮皮虾,飞鱼,海狗沙龙,绵鳚,鳐鲨"
100,"盐钳海盗,理查森先生,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙,烈酒杯,十手"
101,"手斧,小冰镐,沙滩充气球,潜水配重,带刃悬浮板,深潜器,淬锋钢"
102,"小冰镐,流星索,船长舱,潜水配重,带刃悬浮板,深潜器"
103,"流星索,鱼雷,船舵,潜水配重,拍立蚌,港口"
104,"潜水配重,元素深水炸弹,雪怪蟹,水母,潜艇,绵鳚,小冰镐"
105,"小冰镐,流星索,鱼雷,船舵,潜水配重,港口"
106,"火药角,烈酒杯,拍立蚌,流星索,抓钩,牌桌,十手,锁镰,皮皮虾"
107,"拍立蚌,加速烙刀,绵鳚,潜水配重,烈酒杯,大钢弩,小冰镐,枪套"
108,"海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,潜艇,小冰镐"
109,"珊瑚护甲,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀"
110,"绵鳚,元素深水炸弹,雪怪蟹,水母,潜艇,小冰镐,水草"
111,"燃烧响炮,篝火,珊瑚,加速烙刀,绵鳚,打火机,火炮"
112,"十手,船长舱,大钢弩,流星索,烈酒杯,手雷,小冰镐"
113,"燃烧响炮,珊瑚,加速烙刀,绵鳚,打火机,火炮,手斧,枪套"
114,"火药角,烈酒杯,皮皮虾,枪套,十手,拍立蚌,盐钳海盗,绵鳚,大钢弩"
115,"火药角,烈酒杯,拍立蚌,绵鳚,皮皮虾,小冰镐,枪套,大钢弩,十手"
116,"拍立蚌,火药角,烈酒杯,皮皮虾,十手,流星索,盐钳海盗,枪套,大钢弩"
117,"枪套,皮皮虾,小冰镐,大钢弩,加速烙刀,烈酒杯,炮弹,潜水配重"
118,"皮皮虾,大钢弩,小冰镐,加速烙刀,绵鳚,烈酒杯,炮弹,潜水配重"
119,"大钢弩,皮皮虾,小冰镐,加速烙刀,烈酒杯,炮弹,潜水配重,盐钳海盗"
120,"淬锋钢,理查森先生,拍立蚌,水车,迷你弯刀,潜水配重,六分仪"
121,"枪套,流星索,大钢弩,绵鳚,火药角,烈酒杯,拍立蚌,皮皮虾,十手"
122,"枪套,流星索,大钢弩,火药角,烈酒杯,拍立蚌,潜水配重,皮皮虾,十手"
123,"枪套,流星索,大钢弩,火药角,烈酒杯,拍立蚌,皮皮虾,小冰镐,十手"
124,"理查森先生,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮,大钢弩"
125,"理查森先生,绵鳚,篝火,打火机,燃烧子弹,套娃,燃烧响炮,大钢弩"
126,"火药角,烈酒杯,枪套,流星索,抓钩,大钢弩,牌桌,皮皮虾"
127,"淬锋钢,水车,吸血章鱼,潜水配重,六分仪,牌桌"
128,"手斧,燃烧响炮,篝火,狼筅,绵鳚,打火机,大钢弩"
129,"燃烧响炮,狼筅,绵鳚,珊瑚,大钢弩,打火机,篝火"
130,"珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚"
131,"珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳"
132,"燃烧响炮,加速烙刀,绵鳚,潜水配重,珊瑚,大钢弩,枪套,打火机"
133,"小冰镐,船舵,绵鳚,藏刃匕首,大钢弩,抛石机"
134,"抛石机,燃烧响炮,藏刃匕首,船舵,绵鳚,加速烙刀"
135,"理查森先生,藏刃匕首,拍立蚌,水车,船舵,加速烙刀"
136,"十手,船长舱,流星索,烈酒杯,皮皮虾,手雷,锁镰,小冰镐"
137,"水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,潜水配重,船首像,小冰镐"
138,"珊瑚,毒须鲶,绵鳚,元素深水炸弹,雪怪蟹,潜水配重,船首像,小冰镐"
139,"毒须鲶,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,潜水配重,船首像,小冰镐"
140,"藏刃匕首,大钢弩,绵鳚,加速烙刀,烈酒杯,枪套,燃烧响炮,小冰镐"
141,"大钢弩,枪套,藏刃匕首,潜水配重,绵鳚,加速烙刀,燃烧响炮,小冰镐"
142,"大钢弩,藏刃匕首,绵鳚,加速烙刀,烈酒杯,流星索,枪套,小冰镐"
143,"小冰镐,绵鳚,打火机,舱底蠕虫,蔻森娜纹章,手斧,燃烧响炮,赛博铁尺,靴里剑"
144,"蔻森娜纹章,小冰镐,绵鳚,打火机,燃烧响炮,靴里剑,葡萄弹,赛博铁尺,珊瑚"
145,"淬锋钢,套娃,水车,连发步枪,填弹杆,燃烧响炮"
146,"珊瑚,淬锋钢,水车,连发步枪,填弹杆,燃烧响炮"
147,"淬锋钢,水车,连发步枪,填弹杆,燃烧响炮,拍立蚌"
148,"淬锋钢,拍立蚌,水车,迷你弯刀,水草,潜水配重,六分仪"
149,"拍立蚌,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草"
150,"拍立蚌,海螺壳,潜水配重,皮皮虾,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
151,"篝火,打火机,燃烧子弹,套娃,大钢弩,靴里剑,绵鳚,燃烧响炮"
152,"篝火,打火机,燃烧子弹,流星索,大钢弩,靴里剑,绵鳚,燃烧响炮"
153,"燃烧响炮,拍立蚌,小冰镐,珊瑚,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹"
154,"珊瑚,雪怪蟹,风暴瓶,绵鳚,小冰镐,打火机,枪套,燃烧响炮,飞镖发射器"
155,"燃烧响炮,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,珊瑚,打火机,流星索"
156,"码头缆索,牌桌,马龙鱼,水车,淬锋钢"
157,"流星索,小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌"
158,"小冰镐,火药角,鱼雷,潜水配重,套娃,水车,拍立蚌"
159,"火药角,鱼雷,潜水配重,水车,拍立蚌,十手,流星索"
160,"鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧,手里剑"
161,"燃烧响炮,鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧"
162,"大钢弩,马龙鱼,水母,飞鱼,潜水配重,鳐鲨,烈酒杯"
163,"珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,鳐鲨"
