peel_index,phase,node_index,signature
54,sink,33,"燃烧响炮,珊瑚,加速烙刀,绵鳚,打火机,火炮,理查森先生,枪套"
55,sink,116,"拍立蚌,火药角,烈酒杯,皮皮虾,十手,流星索,盐钳海盗,枪套,大钢弩"
56,sink,115,"火药角,烈酒杯,拍立蚌,绵鳚,皮皮虾,小冰镐,枪套,大钢弩,十手"
57,sink,119,"大钢弩,皮皮虾,小冰镐,加速烙刀,烈酒杯,炮弹,潜水配重,盐钳海盗"
58,sink,118,"皮皮虾,大钢弩,小冰镐,加速烙刀,绵鳚,烈酒杯,炮弹,潜水配重"
59,sink,117,"枪套,皮皮虾,小冰镐,大钢弩,加速烙刀,烈酒杯,炮弹,潜水配重"
60,sink,123,"枪套,流星索,大钢弩,火药角,烈酒杯,拍立蚌,皮皮虾,小冰镐,十手"
61,sink,114,"火药角,烈酒杯,皮皮虾,枪套,十手,拍立蚌,盐钳海盗,绵鳚,大钢弩"
62,sink,121,"枪套,流星索,大钢弩,绵鳚,火药角,烈酒杯,拍立蚌,皮皮虾,十手"
63,sink,128,"手斧,燃烧响炮,篝火,狼筅,绵鳚,打火机,大钢弩"
64,sink,130,"珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚"
65,sink,131,"珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳"
66,sink,139,"毒须鲶,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,潜水配重,船首像,小冰镐"
67,sink,138,"珊瑚,毒须鲶,绵鳚,元素深水炸弹,雪怪蟹,潜水配重,船首像,小冰镐"
68,sink,143,"小冰镐,绵鳚,打火机,舱底蠕虫,蔻森娜纹章,手斧,燃烧响炮,赛博铁尺,靴里剑"
69,sink,146,"珊瑚,淬锋钢,水车,连发步枪,填弹杆,燃烧响炮"
70,sink,147,"淬锋钢,水车,连发步枪,填弹杆,燃烧响炮,拍立蚌"
71,sink,148,"淬锋钢,拍立蚌,水车,迷你弯刀,水草,潜水配重,六分仪"
72,sink,150,"拍立蚌,海螺壳,潜水配重,皮皮虾,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐"
73,sink,149,"拍立蚌,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草"
74,sink,152,"篝火,打火机,燃烧子弹,流星索,大钢弩,靴里剑,绵鳚,燃烧响炮"
75,sink,26,"篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,枪套"
76,sink,29,"大钢弩,打火机,篝火,标枪,绵鳚,燃烧响炮,枪套"
77,sink,151,"篝火,打火机,燃烧子弹,套娃,大钢弩,靴里剑,绵鳚,燃烧响炮"
78,sink,159,"火药角,鱼雷,潜水配重,水车,拍立蚌,十手,流星索"
79,sink,158,"小冰镐,火药角,鱼雷,潜水配重,套娃,水车,拍立蚌"
80,sink,160,"鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧,手里剑"
81,sink,162,"大钢弩,马龙鱼,水母,飞鱼,潜水配重,鳐鲨,烈酒杯"
82,source_quality,0,"船长舱,淬锋钢,旗舰,潜水配重,六分仪"
83,source_quality,1,"拍立蚌,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,迷幻蝠鲼,皮皮虾,小冰镐"
84,source_quality,2,"流星索,填弹杆,步枪,水车,淬锋钢,小冰镐"
85,source_quality,6,"六分仪,潜水配重,炮弹,烈酒杯,枪套,拍立蚌,大钢弩,吸血章鱼"
86,source_quality,9,"皮皮虾,流星索,珊瑚,拍立蚌,火药角,烈酒杯,减速烙刀,锁镰,十手"
87,source_quality,14,"十手,枪套,火药角,烈酒杯,皮皮虾,迷幻蝠鲼,幽渊鮟鱇,大钢弩"
88,source_quality,15,"拍立蚌,十手,火药角,烈酒杯,鱼雷,皮皮虾,迷幻蝠鲼,幽渊鮟鱇"
89,source_quality,21,"飞鱼,潜水配重,理查森先生,喷射摩托,淬锋钢,潜行滑翔机"
90,source_quality,22,"加速烙刀,绵鳚,潜水配重,燃烧响炮,烈酒杯,大钢弩,星盘"
91,source_quality,32,"大钢弩,枪套,马龙鱼,水母,飞鱼,潜水配重,鳐鲨"
92,source_quality,34,"燃烧响炮,枪套,抛石机,大钢弩,绵鳚,潜水配重,飞鱼"
93,source_quality,36,"小冰镐,湿件战服,淬锋钢,深潜器,潜水配重,带刃悬浮板,套娃"
94,source_quality,39,"淬锋钢,带刃悬浮板,潜水配重,鸦巢,船长舱"
95,source_quality,40,"淬锋钢,带刃悬浮板,潜水配重,拍立蚌,水车,深潜器"
96,source_quality,44,"拍立蚌,烈酒杯,炮弹,流星索,锁镰,皮皮虾,迷幻蝠鲼,幽渊鮟鱇,十手"
97,source_quality,47,"枪套,蔻森娜纹章,靴里剑,绵鳚,打火机,燃烧子弹,套娃,燃烧响炮,恶鬼面具"
98,source_quality,48,"海影宝驹,迷幻蝠鲼,理查森先生,淬锋钢,水车,弯刀"
99,source_quality,50,"珊瑚,潜水配重,码头缆索,淬锋钢,水车,弯刀"
100,source_quality,53,"淬锋钢,水车,武士刀,弹簧刀,小冰镐,理查森先生,迷幻蝠鲼"
101,source_quality,61,"淬锋钢,旗舰,潜水配重,蔻森娜纹章,鸦巢,雪怪蟹"
102,source_quality,65,"珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,救生圈"
103,source_quality,70,"珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草"
104,source_quality,74,"淬锋钢,船首像,潜水配重,带刃悬浮板,武士刀,刺刀,手斧"
105,source_quality,79,"加速烙刀,藏刃匕首,燃烧响炮,水车,套娃,枪套,小冰镐"
106,source_quality,80,"加速烙刀,小冰镐,船舵,水车,打火机,珊瑚"
107,source_quality,87,"小冰镐,套娃,水车,淬锋钢,理查森先生,珊瑚,狼筅"
108,source_quality,88,"大钢弩,烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚"
109,source_quality,89,"枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹"
110,source_quality,94,"船长舱,淬锋钢,迷你弯刀,码头缆索,潜水配重,六分仪"
111,source_quality,95,"手斧,小冰镐,流星索,沙滩充气球,潜水配重,带刃悬浮板,深潜器"
112,source_quality,96,"燃烧响炮,小冰镐,潜水配重,绵鳚,加速烙刀,枪套,打火机,海影宝驹"
113,source_quality,99,"盐钳海盗,迷幻蝠鲼,皮皮虾,飞鱼,海狗沙龙,绵鳚,鳐鲨"
114,source_quality,102,"小冰镐,流星索,船长舱,潜水配重,带刃悬浮板,深潜器"
115,source_quality,103,"流星索,鱼雷,船舵,潜水配重,拍立蚌,港口"
116,source_quality,106,"火药角,烈酒杯,拍立蚌,流星索,抓钩,牌桌,十手,锁镰,皮皮虾"
117,source_quality,108,"海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,潜艇,小冰镐"
118,source_quality,111,"燃烧响炮,篝火,珊瑚,加速烙刀,绵鳚,打火机,火炮"
119,source_quality,120,"淬锋钢,理查森先生,拍立蚌,水车,迷你弯刀,潜水配重,六分仪"
120,source_quality,122,"枪套,流星索,大钢弩,火药角,烈酒杯,拍立蚌,潜水配重,皮皮虾,十手"
121,source_quality,126,"火药角,烈酒杯,枪套,流星索,抓钩,大钢弩,牌桌,皮皮虾"
122,source_quality,127,"淬锋钢,水车,吸血章鱼,潜水配重,六分仪,牌桌"
123,source_quality,129,"燃烧响炮,狼筅,绵鳚,珊瑚,大钢弩,打火机,篝火"
124,source_quality,133,"小冰镐,船舵,绵鳚,藏刃匕首,大钢弩,抛石机"
125,source_quality,134,"抛石机,燃烧响炮,藏刃匕首,船舵,绵鳚,加速烙刀"
126,source_quality,135,"理查森先生,藏刃匕首,拍立蚌,水车,船舵,加速烙刀"
127,source_quality,136,"十手,船长舱,流星索,烈酒杯,皮皮虾,手雷,锁镰,小冰镐"
128,source_quality,137,"水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,潜水配重,船首像,小冰镐"
129,source_quality,144,"蔻森娜纹章,小冰镐,绵鳚,打火机,燃烧响炮,靴里剑,葡萄弹,赛博铁尺,珊瑚"
130,source_quality,145,"淬锋钢,套娃,水车,连发步枪,填弹杆,燃烧响炮"
131,source_quality,153,"燃烧响炮,拍立蚌,小冰镐,珊瑚,元素深水炸弹,绵鳚,风暴瓶,雪怪蟹"
132,source_quality,157,"流星索,小冰镐,火药角,鱼雷,潜水配重,水车,拍立蚌"
133,source_quality,161,"燃烧响炮,鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧"
134,source_quality,163,"珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,珍珠,鳐鲨"
135,cycle_break,4,"燃烧子弹,燃烧响炮,篝火,绵鳚,标枪,打火机,大钢弩"
136,sink,125,"理查森先生,绵鳚,篝火,打火机,燃烧子弹,套娃,燃烧响炮,大钢弩"
137,cycle_break,73,"烈酒杯,大钢弩,藏刃匕首,绵鳚,加速烙刀,标枪,珊瑚"
138,cycle_break,46,"大钢弩,小冰镐,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮"
139,sink,82,"燃烧响炮,篝火,标枪,打火机,燃烧子弹,拍立蚌,大钢弩"
140,sink,124,"理查森先生,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮,大钢弩"
141,cycle_break,71,"加速烙刀,绵鳚,潜水配重,珍珠,打火机,大钢弩,枪套,燃烧响炮"
142,cycle_break,67,"大钢弩,流星索,加速烙刀,绵鳚,潜水配重,打火机,枪套,燃烧响炮"
143,cycle_break,60,"燃烧响炮,篝火,加速烙刀,大钢弩,绵鳚,打火机,枪套"
144,source_quality,19,"大钢弩,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀"
145,cycle_break,141,"大钢弩,枪套,藏刃匕首,潜水配重,绵鳚,加速烙刀,燃烧响炮,小冰镐"
146,sink,132,"燃烧响炮,加速烙刀,绵鳚,潜水配重,珊瑚,大钢弩,枪套,打火机"
147,cycle_break,142,"大钢弩,藏刃匕首,绵鳚,加速烙刀,烈酒杯,流星索,枪套,小冰镐"
148,sink,140,"藏刃匕首,大钢弩,绵鳚,加速烙刀,烈酒杯,枪套,燃烧响炮,小冰镐"
149,sink,5,"大钢弩,藏刃匕首,燃烧响炮,潜水配重,绵鳚,加速烙刀,枪套,流星索"
150,sink,18,"烈酒杯,大钢弩,枪套,藏刃匕首,绵鳚,加速烙刀,标枪"
151,source_quality,72,"烈酒杯,流星索,大钢弩,藏刃匕首,绵鳚,加速烙刀,标枪"
152,cycle_break,27,"小冰镐,大钢弩,枪套,拍立蚌,加速烙刀,绵鳚,潜水配重,飞鱼"
153,sink,107,"拍立蚌,加速烙刀,绵鳚,潜水配重,烈酒杯,大钢弩,小冰镐,枪套"
154,sink,78,"手雷,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌"
155,sink,28,"加速烙刀,绵鳚,潜水配重,拍立蚌,藏刃匕首,烈酒杯,大钢弩,枪套"
156,sink,16,"加速烙刀,绵鳚,潜水配重,水母,拍立蚌,大钢弩,小冰镐,枪套"
157,source_quality,17,"加速烙刀,绵鳚,潜水配重,水母,拍立蚌,大钢弩,枪套,流星索"
158,cycle_break,154,"珊瑚,雪怪蟹,风暴瓶,绵鳚,小冰镐,打火机,枪套,燃烧响炮,飞镖发射器"
159,sink,77,"拍立蚌,水母,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,打火机,枪套"
160,source_quality,155,"燃烧响炮,小冰镐,绵鳚,风暴瓶,雪怪蟹,水母,珊瑚,打火机,流星索"
161,cycle_break,156,"码头缆索,牌桌,马龙鱼,水车,淬锋钢"
162,sink,69,"牌桌,马龙鱼,深潜器,水车,淬锋钢"
163,source_quality,24,"淬锋钢,水车,马龙鱼,弹簧刀,牌桌,小冰镐"
