combo_key,representative_signature,cluster_size
"加速烙刀,大钢弩,打火机,燃烧响炮,燃烧子弹,篝火,绵鳚","大钢弩,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀",2
"喷射摩托,小冰镐,淬锋钢,潜行滑翔机,珊瑚,飞鱼","淬锋钢,喷射摩托,潜行滑翔机,珊瑚,小冰镐,飞鱼",1
"喷射摩托,淬锋钢,潜水配重,潜行滑翔机,理查森先生,飞鱼","飞鱼,潜水配重,理查森先生,喷射摩托,淬锋钢,潜行滑翔机",1
"加速烙刀,大钢弩,星盘,潜水配重,烈酒杯,燃烧响炮,绵鳚","加速烙刀,绵鳚,潜水配重,燃烧响炮,烈酒杯,大钢弩,星盘",1
"喷射摩托,水草,淬锋钢,潜水配重,潜行滑翔机,飞鱼","潜行滑翔机,飞鱼,潜水配重,水草,喷射摩托,淬锋钢",1
"小冰镐,弹簧刀,水车,淬锋钢,牌桌,马龙鱼","淬锋钢,水车,马龙鱼,弹簧刀,牌桌,小冰镐",2
"填弹杆,套娃,步枪,水车,流星索,淬锋钢","流星索,填弹杆,步枪,套娃,水车,淬锋钢",1
"大钢弩,打火机,枪套,毒须鲶,燃烧响炮,燃烧子弹,篝火,绵鳚","篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,枪套",1
"加速烙刀,大钢弩,小冰镐,拍立蚌,枪套,潜水配重,绵鳚,飞鱼","小冰镐,大钢弩,枪套,拍立蚌,加速烙刀,绵鳚,潜水配重,飞鱼",1
"加速烙刀,大钢弩,拍立蚌,枪套,潜水配重,烈酒杯,绵鳚,藏刃匕首","加速烙刀,绵鳚,潜水配重,拍立蚌,藏刃匕首,烈酒杯,大钢弩,枪套",1
"大钢弩,打火机,枪套,标枪,燃烧响炮,篝火,绵鳚","大钢弩,打火机,篝火,标枪,绵鳚,燃烧响炮,枪套",2
"填弹杆,套娃,小冰镐,步枪,水车,流星索","流星索,填弹杆,步枪,套娃,水车,小冰镐",2
"大钢弩,打火机,标枪,燃烧响炮,篝火,绵鳚,葡萄弹","葡萄弹,大钢弩,打火机,标枪,篝火,绵鳚,燃烧响炮",1
"大钢弩,枪套,水母,潜水配重,飞鱼,马龙鱼,鳐鲨","大钢弩,枪套,马龙鱼,水母,飞鱼,潜水配重,鳐鲨",1
"加速烙刀,打火机,枪套,火炮,燃烧响炮,珊瑚,理查森先生,绵鳚","燃烧响炮,珊瑚,加速烙刀,绵鳚,打火机,火炮,理查森先生,枪套",1
"大钢弩,抛石机,枪套,潜水配重,燃烧响炮,绵鳚,飞鱼","燃烧响炮,枪套,抛石机,大钢弩,绵鳚,潜水配重,飞鱼",1
"大钢弩,抛石机,枪套,水母,潜水配重,燃烧响炮,绵鳚","燃烧响炮,水母,潜水配重,绵鳚,大钢弩,抛石机,枪套",1
"套娃,小冰镐,带刃悬浮板,淬锋钢,深潜器,湿件战服,潜水配重","小冰镐,湿件战服,淬锋钢,深潜器,潜水配重,带刃悬浮板,套娃",1
"套娃,小冰镐,带刃悬浮板,手雷,淬锋钢,深潜器,湿件战服","湿件战服,小冰镐,手雷,淬锋钢,深潜器,带刃悬浮板,套娃",1
"套娃,小冰镐,带刃悬浮板,拍立蚌,淬锋钢,深潜器,湿件战服","湿件战服,小冰镐,拍立蚌,深潜器,淬锋钢,带刃悬浮板,套娃",1
"带刃悬浮板,淬锋钢,潜水配重,船长舱,鸦巢","淬锋钢,带刃悬浮板,潜水配重,鸦巢,船长舱",1
"带刃悬浮板,拍立蚌,水车,淬锋钢,深潜器,潜水配重","淬锋钢,带刃悬浮板,潜水配重,拍立蚌,水车,深潜器",1
"加速烙刀,打火机,救生圈,燃烧响炮,燃烧子弹,篝火,绵鳚","加速烙刀,篝火,打火机,燃烧子弹,燃烧响炮,绵鳚,救生圈",1
"十手,小冰镐,手斧,手雷,流星索,烈酒杯,皮皮虾,船长舱","手斧,十手,船长舱,流星索,烈酒杯,皮皮虾,手雷,小冰镐",1
"套娃,带刃悬浮板,水车,淬锋钢,深潜器,潜水配重","淬锋钢,水车,套娃,带刃悬浮板,潜水配重,深潜器",1
"十手,幽渊鮟鱇,拍立蚌,流星索,炮弹,烈酒杯,皮皮虾,迷幻蝠鲼,锁镰","拍立蚌,烈酒杯,炮弹,流星索,锁镰,皮皮虾,迷幻蝠鲼,幽渊鮟鱇,十手",1
"填弹杆,小冰镐,步枪,水车,流星索,藏刃匕首","流星索,填弹杆,步枪,水车,小冰镐,藏刃匕首",1
"大钢弩,小冰镐,打火机,拍立蚌,燃烧响炮,燃烧子弹,篝火,绵鳚","大钢弩,小冰镐,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮",1
"套娃,恶鬼面具,打火机,枪套,燃烧响炮,燃烧子弹,绵鳚,蔻森娜纹章,靴里剑","枪套,蔻森娜纹章,靴里剑,绵鳚,打火机,燃烧子弹,套娃,燃烧响炮,恶鬼面具",1
"弯刀,水车,海影宝驹,淬锋钢,理查森先生,迷幻蝠鲼","海影宝驹,迷幻蝠鲼,理查森先生,淬锋钢,水车,弯刀",1
"小冰镐,手斧,抛石机,流星索,绵鳚,飞鱼,鲨齿爪","流星索,鲨齿爪,绵鳚,小冰镐,飞鱼,抛石机,手斧",1
"弯刀,水车,淬锋钢,潜水配重,珊瑚,码头缆索","珊瑚,潜水配重,码头缆索,淬锋钢,水车,弯刀",1
"海狗沙龙,理查森先生,皮皮虾,盐钳海盗,绵鳚,迷幻蝠鲼,飞鱼,鹦鹉皮特","盐钳海盗,理查森先生,鹦鹉皮特,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙,飞鱼",1
"弯刀,拍立蚌,毒须鲶,水车,淬锋钢,理查森先生,迷幻蝠鲼","拍立蚌,毒须鲶,迷幻蝠鲼,理查森先生,淬锋钢,水车,弯刀",1
"小冰镐,弹簧刀,武士刀,水车,淬锋钢,理查森先生,迷幻蝠鲼","淬锋钢,水车,武士刀,弹簧刀,小冰镐,理查森先生,迷幻蝠鲼",2
"小冰镐,手斧,手里剑,打火机,燃烧响炮,绵鳚,蔻森娜纹章,赛博铁尺,靴里剑","小冰镐,绵鳚,打火机,蔻森娜纹章,手斧,燃烧响炮,赛博铁尺,靴里剑,手里剑",1
"小冰镐,弹簧刀,手斧,武士刀,水车,流星索,淬锋钢","手斧,流星索,小冰镐,弹簧刀,武士刀,水车,淬锋钢",1
"恶鬼面具,打火机,燃烧响炮,燃烧子弹,篝火,绵鳚,蔻森娜纹章,靴里剑","蔻森娜纹章,靴里剑,绵鳚,打火机,燃烧子弹,燃烧响炮,篝火,恶鬼面具",1
"套娃,小冰镐,恶鬼面具,打火机,燃烧响炮,燃烧子弹,绵鳚,蔻森娜纹章,靴里剑","蔻森娜纹章,小冰镐,靴里剑,绵鳚,打火机,燃烧子弹,套娃,燃烧响炮,恶鬼面具",1
"加速烙刀,大钢弩,打火机,烈酒杯,燃烧响炮,篝火,绵鳚","烈酒杯,大钢弩,绵鳚,燃烧响炮,打火机,篝火,加速烙刀",1
"六分仪,旗舰,淬锋钢,潜水配重,鸦巢","淬锋钢,旗舰,鸦巢,潜水配重,六分仪",1
"加速烙刀,大钢弩,打火机,枪套,燃烧响炮,篝火,绵鳚","燃烧响炮,篝火,加速烙刀,大钢弩,绵鳚,打火机,枪套",3
"旗舰,淬锋钢,潜水配重,蔻森娜纹章,雪怪蟹,鸦巢","淬锋钢,旗舰,潜水配重,蔻森娜纹章,鸦巢,雪怪蟹",1
"大钢弩,小冰镐,抛石机,枪套,潜水配重,燃烧响炮,绵鳚","小冰镐,绵鳚,潜水配重,燃烧响炮,枪套,抛石机,大钢弩",1
"加速烙刀,套娃,打火机,救生圈,燃烧响炮,燃烧子弹,篝火","加速烙刀,篝火,打火机,燃烧子弹,套娃,燃烧响炮,救生圈",1
"带刃悬浮板,武士刀,淬锋钢,深潜器,湿件战服,潜水配重","淬锋钢,湿件战服,深潜器,潜水配重,带刃悬浮板,武士刀",1
"元素深水炸弹,小冰镐,救生圈,水母,潜水配重,珊瑚,绵鳚,雪怪蟹","珊瑚,小冰镐,绵鳚,元素深水炸弹,雪怪蟹,水母,潜水配重,救生圈",1
"加速烙刀,大钢弩,打火机,星盘,燃烧子弹,篝火","大钢弩,星盘,燃烧子弹,打火机,篝火,加速烙刀",1
"加速烙刀,大钢弩,打火机,枪套,流星索,潜水配重,燃烧响炮,绵鳚","大钢弩,流星索,加速烙刀,绵鳚,潜水配重,打火机,枪套,燃烧响炮",2
"大钢弩,打火机,枪套,毒须鲶,潜水配重,燃烧响炮,篝火,绵鳚","篝火,毒须鲶,潜水配重,枪套,燃烧响炮,绵鳚,打火机,大钢弩",1
"水车,淬锋钢,深潜器,牌桌,马龙鱼","牌桌,马龙鱼,深潜器,水车,淬锋钢",1
"元素深水炸弹,小冰镐,水母,水草,潜水配重,珊瑚护甲,绵鳚,雪怪蟹","珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草",1
"加速烙刀,大钢弩,打火机,枪套,潜水配重,燃烧响炮,珍珠,绵鳚","加速烙刀,绵鳚,潜水配重,珍珠,打火机,大钢弩,枪套,燃烧响炮",1
"加速烙刀,大钢弩,标枪,流星索,烈酒杯,绵鳚,藏刃匕首","烈酒杯,流星索,大钢弩,藏刃匕首,绵鳚,加速烙刀,标枪",1
"加速烙刀,大钢弩,标枪,烈酒杯,珊瑚,绵鳚,藏刃匕首","烈酒杯,大钢弩,藏刃匕首,绵鳚,加速烙刀,标枪,珊瑚",1
"刺刀,带刃悬浮板,手斧,武士刀,淬锋钢,潜水配重,船首像","淬锋钢,船首像,潜水配重,带刃悬浮板,武士刀,刺刀,手斧",1
"加速烙刀,大钢弩,海底热泉,燃烧响炮,燃烧子弹,篝火","大钢弩,燃烧响炮,燃烧子弹,海底热泉,篝火,加速烙刀",1
"大钢弩,打火机,拍立蚌,毒须鲶,燃烧响炮,燃烧子弹,篝火,绵鳚","篝火,毒须鲶,燃烧子弹,燃烧响炮,绵鳚,打火机,大钢弩,拍立蚌",1
"小冰镐,打火机,拍立蚌,枪套,水母,燃烧响炮,绵鳚,雪怪蟹,风暴瓶","拍立蚌,水母,雪怪蟹,风暴瓶,绵鳚,小冰镐,燃烧响炮,打火机,枪套",1
"加速烙刀,大钢弩,手雷,拍立蚌,枪套,水母,潜水配重,绵鳚","手雷,大钢弩,枪套,加速烙刀,绵鳚,潜水配重,水母,拍立蚌",1
"加速烙刀,套娃,小冰镐,枪套,水车,燃烧响炮,藏刃匕首","加速烙刀,藏刃匕首,燃烧响炮,水车,套娃,枪套,小冰镐",1
"加速烙刀,小冰镐,打火机,水车,珊瑚,船舵","加速烙刀,小冰镐,船舵,水车,打火机,珊瑚",1
"加速烙刀,套娃,小冰镐,打火机,枪套,水车,燃烧响炮","加速烙刀,枪套,小冰镐,燃烧响炮,水车,套娃,打火机",1
"大钢弩,打火机,拍立蚌,标枪,燃烧响炮,燃烧子弹,篝火","燃烧响炮,篝火,标枪,打火机,燃烧子弹,拍立蚌,大钢弩",1
"六分仪,吸血章鱼,大钢弩,枪套,沙滩充气球,潜水配重,烈酒杯","大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼,枪套",1
"六分仪,吸血章鱼,大钢弩,沙滩充气球,潜水配重,烈酒杯,集成式HUD","集成式HUD,大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼",1
"大钢弩,打火机,燃烧响炮,燃烧子弹,篝火,绵鳚,葡萄弹,靴里剑","篝火,打火机,燃烧子弹,葡萄弹,大钢弩,靴里剑,绵鳚,燃烧响炮",1
"六分仪,吸血章鱼,大钢弩,沙滩充气球,潜水配重,烈酒杯,蔻森娜纹章","大钢弩,沙滩充气球,潜水配重,六分仪,烈酒杯,吸血章鱼,蔻森娜纹章",1
"套娃,小冰镐,水车,淬锋钢,狼筅,珊瑚,理查森先生","小冰镐,套娃,水车,淬锋钢,理查森先生,珊瑚,狼筅",1
"加速烙刀,大钢弩,水母,河豚,潜水配重,烈酒杯,绵鳚","大钢弩,烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚",1
"加速烙刀,枪套,水母,河豚,潜水配重,燃烧响炮,燃烧子弹,绵鳚","枪套,燃烧响炮,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹",1
"加速烙刀,水母,河豚,潜水配重,烈酒杯,燃烧响炮,燃烧子弹,绵鳚","烈酒杯,加速烙刀,绵鳚,潜水配重,水母,河豚,燃烧子弹,燃烧响炮",1
"加速烙刀,大钢弩,海底热泉,燃烧响炮,篝火,绵鳚","大钢弩,燃烧响炮,海底热泉,绵鳚,篝火,加速烙刀",1
"加速烙刀,海底热泉,燃烧响炮,燃烧子弹,珊瑚,篝火,绵鳚","珊瑚,绵鳚,燃烧响炮,燃烧子弹,海底热泉,篝火,加速烙刀",1
"加速烙刀,小冰镐,打火机,枪套,海影宝驹,燃烧响炮,绵鳚,藏刃匕首","燃烧响炮,小冰镐,绵鳚,加速烙刀,枪套,打火机,海影宝驹,藏刃匕首",1
"六分仪,淬锋钢,潜水配重,码头缆索,船长舱,迷你弯刀","船长舱,淬锋钢,迷你弯刀,码头缆索,潜水配重,六分仪",1
"小冰镐,带刃悬浮板,手斧,沙滩充气球,流星索,深潜器,潜水配重","手斧,小冰镐,流星索,沙滩充气球,潜水配重,带刃悬浮板,深潜器",1
"加速烙刀,小冰镐,打火机,枪套,海影宝驹,潜水配重,燃烧响炮,绵鳚","燃烧响炮,小冰镐,潜水配重,绵鳚,加速烙刀,枪套,打火机,海影宝驹",1
"手雷,流星索,港口,潜水配重,船舵,鱼雷","流星索,手雷,鱼雷,船舵,潜水配重,港口",1
"加速烙刀,小冰镐,打火机,枪套,海影宝驹,烈酒杯,燃烧响炮,绵鳚","燃烧响炮,烈酒杯,小冰镐,绵鳚,加速烙刀,打火机,枪套,海影宝驹",1
"海狗沙龙,皮皮虾,盐钳海盗,绵鳚,迷幻蝠鲼,飞鱼,鳐鲨","盐钳海盗,迷幻蝠鲼,皮皮虾,飞鱼,海狗沙龙,绵鳚,鳐鲨",1
"十手,海狗沙龙,烈酒杯,理查森先生,皮皮虾,盐钳海盗,绵鳚,迷幻蝠鲼","盐钳海盗,理查森先生,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙,烈酒杯,十手",1
"小冰镐,带刃悬浮板,手斧,沙滩充气球,淬锋钢,深潜器,潜水配重","手斧,小冰镐,沙滩充气球,潜水配重,带刃悬浮板,深潜器,淬锋钢",1
"小冰镐,带刃悬浮板,流星索,深潜器,潜水配重,船长舱","小冰镐,流星索,船长舱,潜水配重,带刃悬浮板,深潜器",1
"拍立蚌,流星索,港口,潜水配重,船舵,鱼雷","流星索,鱼雷,船舵,潜水配重,拍立蚌,港口",1
"元素深水炸弹,小冰镐,水母,潜水配重,潜艇,绵鳚,雪怪蟹","潜水配重,元素深水炸弹,雪怪蟹,水母,潜艇,绵鳚,小冰镐",1
"小冰镐,流星索,港口,潜水配重,船舵,鱼雷","小冰镐,流星索,鱼雷,船舵,潜水配重,港口",1
"十手,抓钩,拍立蚌,流星索,火药角,烈酒杯,牌桌,皮皮虾,锁镰","火药角,烈酒杯,拍立蚌,流星索,抓钩,牌桌,十手,锁镰,皮皮虾",1
"加速烙刀,大钢弩,小冰镐,拍立蚌,枪套,潜水配重,烈酒杯,绵鳚","拍立蚌,加速烙刀,绵鳚,潜水配重,烈酒杯,大钢弩,小冰镐,枪套",1
"元素深水炸弹,小冰镐,水母,海螺壳,潜艇,绵鳚,雪怪蟹","海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,潜艇,小冰镐",1
"加速烙刀,打火机,燃烧响炮,燃烧子弹,珊瑚护甲,篝火,绵鳚","珊瑚护甲,篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,加速烙刀",1
"元素深水炸弹,小冰镐,水母,水草,潜艇,绵鳚,雪怪蟹","绵鳚,元素深水炸弹,雪怪蟹,水母,潜艇,小冰镐,水草",1
"加速烙刀,打火机,火炮,燃烧响炮,珊瑚,篝火,绵鳚","燃烧响炮,篝火,珊瑚,加速烙刀,绵鳚,打火机,火炮",1
"十手,大钢弩,小冰镐,手雷,流星索,烈酒杯,船长舱","十手,船长舱,大钢弩,流星索,烈酒杯,手雷,小冰镐",1
"加速烙刀,手斧,打火机,枪套,火炮,燃烧响炮,珊瑚,绵鳚","燃烧响炮,珊瑚,加速烙刀,绵鳚,打火机,火炮,手斧,枪套",1
"十手,大钢弩,拍立蚌,枪套,火药角,烈酒杯,皮皮虾,盐钳海盗,绵鳚","火药角,烈酒杯,皮皮虾,枪套,十手,拍立蚌,盐钳海盗,绵鳚,大钢弩",1
"十手,大钢弩,小冰镐,拍立蚌,枪套,火药角,烈酒杯,皮皮虾,绵鳚","火药角,烈酒杯,拍立蚌,绵鳚,皮皮虾,小冰镐,枪套,大钢弩,十手",1
"十手,大钢弩,拍立蚌,枪套,流星索,火药角,烈酒杯,皮皮虾,盐钳海盗","拍立蚌,火药角,烈酒杯,皮皮虾,十手,流星索,盐钳海盗,枪套,大钢弩",1
"加速烙刀,大钢弩,小冰镐,枪套,潜水配重,炮弹,烈酒杯,皮皮虾","枪套,皮皮虾,小冰镐,大钢弩,加速烙刀,烈酒杯,炮弹,潜水配重",1
"加速烙刀,大钢弩,小冰镐,潜水配重,炮弹,烈酒杯,皮皮虾,绵鳚","皮皮虾,大钢弩,小冰镐,加速烙刀,绵鳚,烈酒杯,炮弹,潜水配重",1
"加速烙刀,大钢弩,小冰镐,潜水配重,炮弹,烈酒杯,皮皮虾,盐钳海盗","大钢弩,皮皮虾,小冰镐,加速烙刀,烈酒杯,炮弹,潜水配重,盐钳海盗",1
"六分仪,拍立蚌,水车,淬锋钢,潜水配重,理查森先生,迷你弯刀","淬锋钢,理查森先生,拍立蚌,水车,迷你弯刀,潜水配重,六分仪",1
"十手,大钢弩,拍立蚌,枪套,流星索,火药角,烈酒杯,皮皮虾,绵鳚","枪套,流星索,大钢弩,绵鳚,火药角,烈酒杯,拍立蚌,皮皮虾,十手",1
"十手,大钢弩,拍立蚌,枪套,流星索,潜水配重,火药角,烈酒杯,皮皮虾","枪套,流星索,大钢弩,火药角,烈酒杯,拍立蚌,潜水配重,皮皮虾,十手",1
"十手,大钢弩,小冰镐,拍立蚌,枪套,流星索,火药角,烈酒杯,皮皮虾","枪套,流星索,大钢弩,火药角,烈酒杯,拍立蚌,皮皮虾,小冰镐,十手",1
"大钢弩,打火机,拍立蚌,燃烧响炮,燃烧子弹,理查森先生,篝火,绵鳚","理查森先生,绵鳚,篝火,打火机,燃烧子弹,拍立蚌,燃烧响炮,大钢弩",1
"大钢弩,套娃,打火机,燃烧响炮,燃烧子弹,理查森先生,篝火,绵鳚","理查森先生,绵鳚,篝火,打火机,燃烧子弹,套娃,燃烧响炮,大钢弩",1
"大钢弩,抓钩,枪套,流星索,火药角,烈酒杯,牌桌,皮皮虾","火药角,烈酒杯,枪套,流星索,抓钩,大钢弩,牌桌,皮皮虾",1
"六分仪,吸血章鱼,水车,淬锋钢,潜水配重,牌桌","淬锋钢,水车,吸血章鱼,潜水配重,六分仪,牌桌",1
"大钢弩,手斧,打火机,燃烧响炮,狼筅,篝火,绵鳚","手斧,燃烧响炮,篝火,狼筅,绵鳚,打火机,大钢弩",1
"大钢弩,打火机,燃烧响炮,狼筅,珊瑚,篝火,绵鳚","燃烧响炮,狼筅,绵鳚,珊瑚,大钢弩,打火机,篝火",1
"元素深水炸弹,小冰镐,水母,潜水配重,珊瑚,珊瑚护甲,绵鳚,雪怪蟹","珊瑚护甲,潜水配重,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,珊瑚",1
"元素深水炸弹,小冰镐,拍立蚌,水母,海螺壳,珊瑚护甲,绵鳚,雪怪蟹","珊瑚护甲,拍立蚌,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,海螺壳",1
"加速烙刀,大钢弩,打火机,枪套,潜水配重,燃烧响炮,珊瑚,绵鳚","燃烧响炮,加速烙刀,绵鳚,潜水配重,珊瑚,大钢弩,枪套,打火机",1
"大钢弩,小冰镐,抛石机,绵鳚,船舵,藏刃匕首","小冰镐,船舵,绵鳚,藏刃匕首,大钢弩,抛石机",1
"加速烙刀,抛石机,燃烧响炮,绵鳚,船舵,藏刃匕首","抛石机,燃烧响炮,藏刃匕首,船舵,绵鳚,加速烙刀",1
"加速烙刀,拍立蚌,水车,理查森先生,船舵,藏刃匕首","理查森先生,藏刃匕首,拍立蚌,水车,船舵,加速烙刀",1
"十手,小冰镐,手雷,流星索,烈酒杯,皮皮虾,船长舱,锁镰","十手,船长舱,流星索,烈酒杯,皮皮虾,手雷,锁镰,小冰镐",1
"元素深水炸弹,小冰镐,毒须鲶,水草,潜水配重,绵鳚,船首像,雪怪蟹","水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,潜水配重,船首像,小冰镐",1
"元素深水炸弹,小冰镐,毒须鲶,潜水配重,珊瑚,绵鳚,船首像,雪怪蟹","珊瑚,毒须鲶,绵鳚,元素深水炸弹,雪怪蟹,潜水配重,船首像,小冰镐",1
"元素深水炸弹,小冰镐,毒须鲶,海螺壳,潜水配重,绵鳚,船首像,雪怪蟹","毒须鲶,海螺壳,绵鳚,元素深水炸弹,雪怪蟹,潜水配重,船首像,小冰镐",1
"加速烙刀,大钢弩,小冰镐,枪套,烈酒杯,燃烧响炮,绵鳚,藏刃匕首","藏刃匕首,大钢弩,绵鳚,加速烙刀,烈酒杯,枪套,燃烧响炮,小冰镐",1
"加速烙刀,大钢弩,小冰镐,枪套,潜水配重,燃烧响炮,绵鳚,藏刃匕首","大钢弩,枪套,藏刃匕首,潜水配重,绵鳚,加速烙刀,燃烧响炮,小冰镐",1
"加速烙刀,大钢弩,小冰镐,枪套,流星索,烈酒杯,绵鳚,藏刃匕首","大钢弩,藏刃匕首,绵鳚,加速烙刀,烈酒杯,流星索,枪套,小冰镐",1
"小冰镐,手斧,打火机,燃烧响炮,绵鳚,舱底蠕虫,蔻森娜纹章,赛博铁尺,靴里剑","小冰镐,绵鳚,打火机,舱底蠕虫,蔻森娜纹章,手斧,燃烧响炮,赛博铁尺,靴里剑",1
"小冰镐,打火机,燃烧响炮,珊瑚,绵鳚,葡萄弹,蔻森娜纹章,赛博铁尺,靴里剑","蔻森娜纹章,小冰镐,绵鳚,打火机,燃烧响炮,靴里剑,葡萄弹,赛博铁尺,珊瑚",1
"填弹杆,套娃,水车,淬锋钢,燃烧响炮,连发步枪","淬锋钢,套娃,水车,连发步枪,填弹杆,燃烧响炮",1
"填弹杆,水车,淬锋钢,燃烧响炮,珊瑚,连发步枪","珊瑚,淬锋钢,水车,连发步枪,填弹杆,燃烧响炮",1
"填弹杆,拍立蚌,水车,淬锋钢,燃烧响炮,连发步枪","淬锋钢,水车,连发步枪,填弹杆,燃烧响炮,拍立蚌",1
"六分仪,拍立蚌,水草,水车,淬锋钢,潜水配重,迷你弯刀","淬锋钢,拍立蚌,水车,迷你弯刀,水草,潜水配重,六分仪",1
"元素深水炸弹,小冰镐,拍立蚌,水母,水草,皮皮虾,绵鳚,迷幻蝠鲼,雪怪蟹","拍立蚌,皮皮虾,迷幻蝠鲼,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,水草",1
"元素深水炸弹,小冰镐,拍立蚌,水母,海螺壳,潜水配重,皮皮虾,绵鳚,雪怪蟹","拍立蚌,海螺壳,潜水配重,皮皮虾,水母,雪怪蟹,元素深水炸弹,绵鳚,小冰镐",1
"大钢弩,套娃,打火机,燃烧响炮,燃烧子弹,篝火,绵鳚,靴里剑","篝火,打火机,燃烧子弹,套娃,大钢弩,靴里剑,绵鳚,燃烧响炮",1
"大钢弩,打火机,流星索,燃烧响炮,燃烧子弹,篝火,绵鳚,靴里剑","篝火,打火机,燃烧子弹,流星索,大钢弩,靴里剑,绵鳚,燃烧响炮",1
