peel_index,phase,node_index,signature
40,source_quality,31,"水母,迷幻蝠鲼,水草,淬锋钢,弯刀"
41,source_quality,32,"靴里剑,手斧,弹簧刀,武士刀,淬锋钢"
42,source_quality,47,"毒须鲶,绵鳚,迷幻蝠鲼,皮皮虾,水草,海螺壳"
43,source_quality,56,"藏刃匕首,舱底蠕虫,毒须鲶,淬锋钢,沙滩充气球"
44,source_quality,61,"救生圈,淬锋钢,火药角,步枪"
45,cycle_break,6,"手斧,鲨齿爪,靴里剑,迷你弯刀,刺刀"
46,sink,0,"靴里剑,三花,左轮手枪,手斧,鲨齿爪"
47,cycle_break,14,"舱底蠕虫,鲨齿爪,手斧,左轮手枪,刺刀"
48,sink,67,"手斧,左轮手枪,鲨齿爪,迷你弯刀,靴里剑"
49,sink,18,"独角鲸,鲨齿爪,手斧,靴里剑,淬锋钢"
50,sink,66,"手斧,左轮手枪,葡萄弹,鲨齿爪,迷你弯刀"
51,cycle_break,65,"舱底蠕虫,靴里剑,淬锋钢,手斧,葡萄弹,左轮手枪"
52,sink,24,"舱底蠕虫,鲨齿爪,葡萄弹,左轮手枪,淬锋钢"
53,sink,25,"舱底蠕虫,鲨齿爪,手斧,左轮手枪,淬锋钢"
54,sink,19,"舱底蠕虫,手斧,葡萄弹,弹簧刀,左轮手枪,淬锋钢"
55,sink,39,"鲨齿爪,左轮手枪,刺刀,手斧,靴里剑"
56,cycle_break,52,"淬锋钢,飞鱼,水母,马龙鱼,水草"
57,sink,3,"马龙鱼,救生圈,飞鱼,淬锋钢"
58,sink,73,"马龙鱼,弹簧刀,飞鱼,淬锋钢,雪怪蟹"
59,cycle_break,76,"舱底蠕虫,鲨齿爪,葡萄弹,手斧,左轮手枪"
60,sink,38,"靴里剑,鲨齿爪,左轮手枪,葡萄弹,手斧"
61,sink,9,"靴里剑,三花,手斧,鲨齿爪,流星索"
62,sink,77,"鲨齿爪,左轮手枪,流星索,葡萄弹,手斧"
63,sink,33,"靴里剑,淬锋钢,流星索,葡萄弹,手斧,左轮手枪"
64,sink,74,"流星索,手斧,鲨齿爪,葡萄弹,靴里剑"
65,source_quality,40,"靴里剑,火药角,手雷,手斧,流星索,葡萄弹"
66,cycle_break,35,"水草,淬锋钢,马龙鱼,弹簧刀,左轮手枪"
67,sink,10,"珊瑚,马龙鱼,弹簧刀,独角鲸,淬锋钢"
68,sink,75,"救生圈,马龙鱼,水草,淬锋钢"
69,cycle_break,42,"火药角,火炮,绵鳚,燃烧响炮,打火机"
70,sink,44,"靴里剑,火炮,打火机,绵鳚,燃烧响炮"
71,cycle_break,8,"水草,独角鲸,弹簧刀,马龙鱼,淬锋钢"
72,sink,43,"淬锋钢,弹簧刀,马龙鱼,沙滩充气球"
73,source_quality,36,"舱底蠕虫,手斧,弹簧刀,马龙鱼,淬锋钢"
74,cycle_break,50,"燃烧响炮,葡萄弹,打火机,绵鳚,海底热泉"
75,sink,41,"打火机,绵鳚,燃烧响炮,火炮,葡萄弹"
76,sink,26,"打火机,绵鳚,珊瑚,火炮,燃烧响炮"
77,sink,59,"珊瑚,打火机,绵鳚,海底热泉,燃烧响炮"
78,source_quality,60,"打火机,绵鳚,海底热泉,海螺壳,燃烧响炮"
