combo_key,representative_signature,cluster_size
"昏睡药水,火焰药水,煅烧釜,瓶装闪电,红宝石,萤火虫,蜡烛,香炉","火焰药水,瓶装闪电,香炉,煅烧釜,昏睡药水,蜡烛,红宝石,萤火虫",1
"毒液,毒液注射,生命导体,真菌孢子,笔与墨,翡翠,腐朽圣像,黑玫瑰","毒液注射,腐朽圣像,真菌孢子,黑玫瑰,笔与墨,毒液,翡翠,生命导体",1
"彩虹药水,昏睡药水,曲颈甑,煅烧釜,瓶装闪电,红宝石,香炉,鳄鱼眼泪","鳄鱼眼泪,红宝石,瓶装闪电,曲颈甑,煅烧釜,彩虹药水,昏睡药水,香炉",1
"彩虹药水,折射棱镜,昏睡药水,煅烧釜,红宝石,萤火虫,香炉,鳄鱼眼泪","折射棱镜,香炉,彩虹药水,昏睡药水,煅烧釜,鳄鱼眼泪,红宝石,萤火虫",1
"彩虹药水,拆信刀,火焰药水,煅烧釜,瓶装闪电,红宝石,蜡烛,香炉","香炉,煅烧釜,彩虹药水,拆信刀,红宝石,蜡烛,火焰药水,瓶装闪电",1
"彩虹药水,昏睡药水,火焰药水,煅烧釜,瓶装闪电,红宝石,萤火虫,蜡烛","蜡烛,煅烧釜,昏睡药水,彩虹药水,瓶装闪电,红宝石,火焰药水,萤火虫",1
"彩虹药水,火焰药水,煅烧釜,硫磺,碎瓶,红宝石,蜡烛,香炉","火焰药水,煅烧釜,彩虹药水,硫磺,蜡烛,香炉,碎瓶,红宝石",1
"火焰药水,煅烧釜,瓶装闪电,红宝石,萤火虫,蜡烛,飞蛾粉末,香炉","飞蛾粉末,蜡烛,瓶装闪电,香炉,煅烧釜,萤火虫,红宝石,火焰药水",1
"嗅盐,彩虹药水,昏睡药水,煅烧釜,红宝石,萤火虫,蜡烛,香炉","香炉,彩虹药水,蜡烛,红宝石,煅烧釜,嗅盐,昏睡药水,萤火虫",1
"彩虹药水,昏睡药水,曲颈甑,煅烧釜,红宝石,萤火虫,香炉,鳄鱼眼泪","曲颈甑,萤火虫,红宝石,煅烧釜,香炉,鳄鱼眼泪,彩虹药水,昏睡药水",1
"倒刺利爪,地刺陷阱,毒液,毒液注射,火焰药水,真菌孢子,翡翠,蜡烛,鳄鱼眼泪","翡翠,蜡烛,真菌孢子,火焰药水,鳄鱼眼泪,倒刺利爪,毒液,地刺陷阱,毒液注射",1
"倒刺利爪,嗅盐,地刺陷阱,毒液,毒液注射,水蛭,真菌孢子,翡翠,鳄鱼眼泪","水蛭,嗅盐,真菌孢子,鳄鱼眼泪,翡翠,倒刺利爪,毒液,地刺陷阱,毒液注射",1
"彩虹药水,昏睡药水,毒液注射,毒芹,水蛭,炼金梨缶,真菌孢子,翡翠","真菌孢子,昏睡药水,翡翠,毒液注射,水蛭,彩虹药水,炼金梨缶,毒芹",1
"地刺陷阱,彩虹药水,毒液注射,毒芹,水蛭,炼金梨缶,真菌孢子,翡翠","真菌孢子,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,地刺陷阱,毒液注射",1
"彩虹药水,火焰药水,煅烧釜,瓶装闪电,红宝石,蜡烛,贤者之石,香炉","贤者之石,彩虹药水,蜡烛,煅烧釜,瓶装闪电,红宝石,香炉,火焰药水",3
"火焰药水,煅烧釜,瓶装闪电,碎瓶,红宝石,蛇怪之牙,蜡烛,香炉","香炉,蛇怪之牙,碎瓶,瓶装闪电,红宝石,蜡烛,煅烧釜,火焰药水",1
"毒液,毒液注射,生命导体,真菌孢子,笔与墨,翡翠,腐朽圣像,贤者之石","贤者之石,毒液注射,翡翠,腐朽圣像,真菌孢子,笔与墨,毒液,生命导体",1
"毒液注射,毒蜥,生命导体,真菌孢子,笔与墨,翡翠,腐朽圣像,贤者之石","真菌孢子,腐朽圣像,笔与墨,毒蜥,生命导体,贤者之石,翡翠,毒液注射",1
"火焰药水,煅烧釜,瓶装闪电,硫磺,红宝石,蜡烛,贤者之石,香炉","煅烧釜,硫磺,香炉,红宝石,贤者之石,瓶装闪电,蜡烛,火焰药水",1
"彩虹药水,火焰药水,煅烧釜,碎瓶,红宝石,蜡烛,贤者之石,香炉","彩虹药水,火焰药水,蜡烛,贤者之石,碎瓶,红宝石,煅烧釜,香炉",1
"地刺陷阱,彩虹药水,火焰药水,瓶装闪电,碎瓶,红宝石,萤火虫,蜡烛,香炉","地刺陷阱,红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉",1
"倒刺利爪,毒液,毒液注射,水蛭,真菌孢子,笔与墨,翡翠,腐朽圣像","水蛭,笔与墨,倒刺利爪,毒液,腐朽圣像,翡翠,真菌孢子,毒液注射",1
"彩虹药水,毒液注射,毒蜥,水蛭,真菌孢子,笔与墨,翡翠,腐朽圣像","笔与墨,腐朽圣像,彩虹药水,水蛭,翡翠,真菌孢子,毒液注射,毒蜥",1
"曲颈甑,毒液,毒液注射,真菌孢子,笔与墨,翡翠,腐朽圣像,贤者之石","贤者之石,毒液注射,笔与墨,毒液,腐朽圣像,曲颈甑,翡翠,真菌孢子",1
"彩虹药水,昏睡药水,火焰药水,瓶装闪电,碎瓶,红宝石,萤火虫,蜡烛,香炉","红宝石,香炉,萤火虫,碎瓶,彩虹药水,昏睡药水,火焰药水,瓶装闪电,蜡烛",2
"塔兹迪亚匕首,彩虹药水,火焰药水,瓶装闪电,碎瓶,红宝石,萤火虫,蜡烛,香炉","红宝石,彩虹药水,火焰药水,塔兹迪亚匕首,萤火虫,蜡烛,瓶装闪电,香炉,碎瓶",2
"倒刺利爪,地刺陷阱,毒液,真菌孢子,翡翠,腐朽圣像,蜡烛,鳄鱼眼泪","腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠,蜡烛",1
"倒刺利爪,地刺陷阱,毒液,煅烧釜,真菌孢子,翡翠,腐朽圣像,鳄鱼眼泪","腐朽圣像,倒刺利爪,毒液,真菌孢子,煅烧釜,地刺陷阱,鳄鱼眼泪,翡翠",1
"展示玻璃球,彩虹药水,火焰药水,瓶装闪电,碎瓶,红宝石,蜡烛,香炉","红宝石,香炉,碎瓶,彩虹药水,火焰药水,瓶装闪电,展示玻璃球,蜡烛",1
"彩虹药水,火焰药水,煅烧釜,瓶装闪电,红宝石,贪婪渡鸦,香炉,鳄鱼眼泪","红宝石,瓶装闪电,香炉,彩虹药水,鳄鱼眼泪,煅烧釜,火焰药水,贪婪渡鸦",1
"彩虹药水,煅烧釜,瓶装闪电,红宝石,贤者之石,贪婪渡鸦,香炉,鳄鱼眼泪","鳄鱼眼泪,彩虹药水,红宝石,香炉,瓶装闪电,贤者之石,煅烧釜,贪婪渡鸦",1
"彩虹药水,煅烧釜,瓶装闪电,红宝石,萤火虫,贪婪渡鸦,香炉,鳄鱼眼泪","鳄鱼眼泪,彩虹药水,瓶装闪电,红宝石,香炉,萤火虫,煅烧釜,贪婪渡鸦",1
"倒刺利爪,毒液,毒液注射,水蛭,真菌孢子,翡翠,贤者之石,颠茄","翡翠,真菌孢子,贤者之石,水蛭,倒刺利爪,毒液,毒液注射,颠茄",1
"毒液,毒液注射,毒蜥,水蛭,真菌孢子,翡翠,贤者之石,颠茄","翡翠,毒蜥,真菌孢子,贤者之石,毒液,毒液注射,水蛭,颠茄",1
"毒液,毒液注射,毒芹,水蛭,真菌孢子,翡翠,贤者之石,颠茄","翡翠,真菌孢子,毒芹,贤者之石,毒液,毒液注射,水蛭,颠茄",1
"彩虹药水,火焰药水,煅烧釜,红宝石,萤火虫,蜡烛,飞蛾粉末,香炉","飞蛾粉末,煅烧釜,香炉,彩虹药水,火焰药水,蜡烛,萤火虫,红宝石",1
"彩虹药水,火焰药水,煅烧釜,瓶装闪电,红宝石,香炉,魔法飞毯,鳄鱼眼泪","火焰药水,彩虹药水,红宝石,煅烧釜,香炉,瓶装闪电,魔法飞毯,鳄鱼眼泪",1
"云精灵,彩虹药水,煅烧釜,瓶装闪电,红宝石,香炉,魔法飞毯,鳄鱼眼泪","鳄鱼眼泪,彩虹药水,红宝石,瓶装闪电,煅烧釜,云精灵,香炉,魔法飞毯",1
"彩虹药水,煅烧釜,瓶装闪电,硫磺,红宝石,香炉,魔法飞毯,鳄鱼眼泪","瓶装闪电,彩虹药水,红宝石,鳄鱼眼泪,煅烧釜,硫磺,香炉,魔法飞毯",1
"彩虹药水,昏睡药水,火焰药水,煅烧釜,红宝石,蜡烛,香炉,鳄鱼眼泪","昏睡药水,火焰药水,彩虹药水,煅烧釜,蜡烛,香炉,鳄鱼眼泪,红宝石",1
"塔兹迪亚匕首,彩虹药水,昏睡药水,火焰药水,煅烧釜,瓶装闪电,红宝石,香炉,鳄鱼眼泪","彩虹药水,火焰药水,瓶装闪电,昏睡药水,塔兹迪亚匕首,煅烧釜,香炉,鳄鱼眼泪,红宝石",1
"彩虹药水,昏睡药水,火焰药水,煅烧釜,瓶装闪电,红宝石,萤火虫,香炉,鳄鱼眼泪","瓶装闪电,红宝石,煅烧釜,彩虹药水,火焰药水,昏睡药水,香炉,鳄鱼眼泪,萤火虫",1
