peel_index,phase,node_index,signature
17,sink,57,"翡翠,蜡烛,真菌孢子,火焰药水,鳄鱼眼泪,倒刺利爪,毒液,地刺陷阱,毒液注射"
18,sink,37,"翡翠,蜡烛,真菌孢子,鳄鱼眼泪,倒刺利爪,毒液,贤者之石,地刺陷阱,毒液注射"
19,sink,1,"地刺陷阱,蜡烛,翡翠,真菌孢子,倒刺利爪,毒液,火焰药水,鳄鱼眼泪,彩虹药水"
20,sink,11,"香炉,地刺陷阱,蜡烛,翡翠,红宝石,真菌孢子,倒刺利爪,毒液,鳄鱼眼泪"
21,sink,58,"水蛭,嗅盐,真菌孢子,鳄鱼眼泪,翡翠,倒刺利爪,毒液,地刺陷阱,毒液注射"
22,sink,41,"水蛭,云精灵,真菌孢子,鳄鱼眼泪,翡翠,倒刺利爪,毒液,地刺陷阱,毒液注射"
23,sink,59,"真菌孢子,昏睡药水,翡翠,毒液注射,水蛭,彩虹药水,炼金梨缶,毒芹"
24,sink,60,"真菌孢子,翡翠,水蛭,彩虹药水,炼金梨缶,毒芹,地刺陷阱,毒液注射"
25,sink,64,"真菌孢子,腐朽圣像,笔与墨,毒蜥,生命导体,贤者之石,翡翠,毒液注射"
26,sink,69,"笔与墨,腐朽圣像,彩虹药水,水蛭,翡翠,真菌孢子,毒液注射,毒蜥"
27,sink,72,"红宝石,彩虹药水,火焰药水,塔兹迪亚匕首,萤火虫,蜡烛,瓶装闪电,香炉,碎瓶"
28,sink,71,"红宝石,香炉,萤火虫,碎瓶,彩虹药水,昏睡药水,火焰药水,瓶装闪电,蜡烛"
29,sink,77,"鳄鱼眼泪,彩虹药水,红宝石,香炉,瓶装闪电,贤者之石,煅烧釜,贪婪渡鸦"
30,sink,78,"鳄鱼眼泪,彩虹药水,瓶装闪电,红宝石,香炉,萤火虫,煅烧釜,贪婪渡鸦"
31,sink,81,"翡翠,真菌孢子,毒芹,贤者之石,毒液,毒液注射,水蛭,颠茄"
32,sink,80,"翡翠,毒蜥,真菌孢子,贤者之石,毒液,毒液注射,水蛭,颠茄"
33,sink,85,"瓶装闪电,彩虹药水,红宝石,鳄鱼眼泪,煅烧釜,硫磺,香炉,魔法飞毯"
34,sink,84,"鳄鱼眼泪,彩虹药水,红宝石,瓶装闪电,煅烧釜,云精灵,香炉,魔法飞毯"
35,sink,88,"瓶装闪电,红宝石,煅烧釜,彩虹药水,火焰药水,昏睡药水,香炉,鳄鱼眼泪,萤火虫"
36,source_quality,6,"地刺陷阱,昏睡药水,蜡烛,翡翠,真菌孢子,倒刺利爪,毒液,毒液注射,鳄鱼眼泪"
37,source_quality,7,"水蛭,嗅盐,真菌孢子,翡翠,毒蜥,倒刺利爪,毒液,毒液注射,地刺陷阱"
38,source_quality,10,"碎瓶,香炉,瓶装闪电,火焰药水,蜡烛,红宝石,永恒火炬,彩虹药水"
39,source_quality,14,"昏睡药水,香炉,剑杖,彩虹药水,煅烧釜,红宝石,鳄鱼眼泪,火焰药水"
40,source_quality,21,"彩虹药水,香炉,腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠"
41,source_quality,25,"和平铸箱,真菌孢子,水蛭,毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱"
42,source_quality,26,"真菌孢子,翡翠,毒液注射,贤者之石,水蛭,彩虹药水,炼金梨缶,毒芹"
43,source_quality,27,"和平铸箱,腐朽圣像,真菌孢子,毒液注射,倒刺利爪,毒液,翡翠,地刺陷阱"
44,source_quality,31,"彩虹药水,地窖,鳄鱼眼泪,煅烧釜,火焰药水,红宝石,香炉,瓶装闪电"
45,source_quality,38,"鳄鱼眼泪,折射棱镜,昏睡药水,火焰药水,香炉,红宝石,彩虹药水,煅烧釜"
46,source_quality,40,"瓶装闪电,煅烧釜,红宝石,展示玻璃球,碎瓶,彩虹药水,鳄鱼眼泪,火焰药水"
47,source_quality,56,"曲颈甑,萤火虫,红宝石,煅烧釜,香炉,鳄鱼眼泪,彩虹药水,昏睡药水"
48,source_quality,63,"贤者之石,毒液注射,翡翠,腐朽圣像,真菌孢子,笔与墨,毒液,生命导体"
49,source_quality,67,"地刺陷阱,红宝石,彩虹药水,萤火虫,火焰药水,瓶装闪电,蜡烛,碎瓶,香炉"
50,source_quality,68,"水蛭,笔与墨,倒刺利爪,毒液,腐朽圣像,翡翠,真菌孢子,毒液注射"
51,source_quality,70,"贤者之石,毒液注射,笔与墨,毒液,腐朽圣像,曲颈甑,翡翠,真菌孢子"
52,source_quality,73,"腐朽圣像,倒刺利爪,毒液,真菌孢子,地刺陷阱,鳄鱼眼泪,翡翠,蜡烛"
53,source_quality,74,"腐朽圣像,倒刺利爪,毒液,真菌孢子,煅烧釜,地刺陷阱,鳄鱼眼泪,翡翠"
54,source_quality,75,"红宝石,香炉,碎瓶,彩虹药水,火焰药水,瓶装闪电,展示玻璃球,蜡烛"
55,source_quality,76,"红宝石,瓶装闪电,香炉,彩虹药水,鳄鱼眼泪,煅烧釜,火焰药水,贪婪渡鸦"
56,source_quality,79,"翡翠,真菌孢子,贤者之石,水蛭,倒刺利爪,毒液,毒液注射,颠茄"
57,source_quality,83,"火焰药水,彩虹药水,红宝石,煅烧釜,香炉,瓶装闪电,魔法飞毯,鳄鱼眼泪"
58,source_quality,87,"彩虹药水,火焰药水,瓶装闪电,昏睡药水,塔兹迪亚匕首,煅烧釜,香炉,鳄鱼眼泪,红宝石"
59,cycle_break,28,"香炉,煅烧釜,火焰药水,塔兹迪亚匕首,拆信刀,瓶装闪电,红宝石,蜡烛"
60,cycle_break,15,"瓶装闪电,手术刀,红宝石,蜡烛,香炉,煅烧釜,火焰药水,塔兹迪亚匕首"
61,cycle_break,23,"火焰药水,红宝石,煅烧釜,碎瓶,剧毒药水,香炉,瓶装闪电,蜡烛"
62,cycle_break,3,"煅烧釜,云精灵,火焰药水,瓶装闪电,硫磺,香炉,红宝石,蜡烛"
63,cycle_break,47,"火焰药水,瓶装闪电,香炉,煅烧釜,昏睡药水,蜡烛,红宝石,萤火虫"
64,cycle_break,13,"煅烧釜,蜡烛,香炉,碎瓶,火焰药水,红宝石,瓶装闪电,再生药水"
65,cycle_break,82,"飞蛾粉末,煅烧釜,香炉,彩虹药水,火焰药水,蜡烛,萤火虫,红宝石"
66,cycle_break,65,"煅烧釜,硫磺,香炉,红宝石,贤者之石,瓶装闪电,蜡烛,火焰药水"
67,cycle_break,52,"蜡烛,煅烧釜,昏睡药水,彩虹药水,瓶装闪电,红宝石,火焰药水,萤火虫"
68,cycle_break,22,"瓶装闪电,火焰药水,红宝石,煅烧釜,剧毒药水,香炉,蜡烛,彩虹药水"
69,sink,12,"煅烧釜,香炉,瓶装闪电,红宝石,再生药水,彩虹药水,蜡烛,火焰药水"
70,sink,8,"煅烧釜,火焰药水,香炉,红宝石,再生药水,彩虹药水,鳄鱼眼泪,蜡烛"
71,sink,53,"火焰药水,煅烧釜,彩虹药水,硫磺,蜡烛,香炉,碎瓶,红宝石"
72,sink,86,"昏睡药水,火焰药水,彩虹药水,煅烧釜,蜡烛,香炉,鳄鱼眼泪,红宝石"
73,source_quality,55,"香炉,彩虹药水,蜡烛,红宝石,煅烧釜,嗅盐,昏睡药水,萤火虫"
74,cycle_break,51,"香炉,煅烧釜,彩虹药水,拆信刀,红宝石,蜡烛,火焰药水,瓶装闪电"
75,cycle_break,46,"手术刀,红宝石,彩虹药水,香炉,蜡烛,煅烧釜,瓶装闪电,火焰药水"
76,cycle_break,29,"碎瓶,蜡烛,手术刀,红宝石,香炉,煅烧釜,瓶装闪电,火焰药水"
77,cycle_break,17,"香炉,煅烧釜,瓶装闪电,碎瓶,红宝石,蜡烛,拆信刀,火焰药水"
78,cycle_break,2,"瓶装闪电,火焰药水,香炉,蜡烛,碎瓶,红宝石,煅烧釜,云精灵"
79,cycle_break,39,"蜡烛,彩虹药水,红宝石,瓶装闪电,火焰药水,塔兹迪亚匕首,香炉,煅烧釜"
80,sink,0,"香炉,瓶装闪电,彩虹药水,红宝石,蜡烛,煅烧釜,云精灵,火焰药水"
81,sink,9,"彩虹药水,红宝石,蜡烛,香炉,火焰药水,碎瓶,煅烧釜,云精灵"
82,sink,35,"碎瓶,蜡烛,彩虹药水,红宝石,火焰药水,塔兹迪亚匕首,香炉,煅烧釜"
83,sink,36,"蜡烛,碎瓶,瓶装闪电,红宝石,香炉,煅烧釜,火焰药水,塔兹迪亚匕首"
84,sink,62,"香炉,蛇怪之牙,碎瓶,瓶装闪电,红宝石,蜡烛,煅烧釜,火焰药水"
85,sink,18,"煅烧釜,碎瓶,蜡烛,香炉,红宝石,火焰药水,瓶装闪电,贤者之石"
86,sink,66,"彩虹药水,火焰药水,蜡烛,贤者之石,碎瓶,红宝石,煅烧釜,香炉"
87,sink,61,"贤者之石,彩虹药水,蜡烛,煅烧釜,瓶装闪电,红宝石,香炉,火焰药水"
88,source_quality,45,"火焰药水,彩虹药水,碎瓶,红宝石,煅烧釜,蜡烛,香炉,瓶装闪电"
