item_rank,item,anchor,alpha_ij
2,淬锋钢,救生圈,1
2,淬锋钢,星图,1
2,淬锋钢,木桶,1
2,淬锋钢,水草,1
2,淬锋钢,海螺壳,1
2,淬锋钢,渔网,1
2,淬锋钢,湿件战服,1
2,淬锋钢,独角鲸,1
2,淬锋钢,珊瑚,1
2,淬锋钢,珍珠,1
2,淬锋钢,藏刃匕首,1
2,淬锋钢,铲子,1
2,淬锋钢,靴里剑,1
2,淬锋钢,飞鱼,1
2,淬锋钢,食人鱼,1
2,淬锋钢,马龙鱼,1
2,淬锋钢,鱼饵,1
2,淬锋钢,龙涎香,1
2,淬锋钢,火药角,0.98014626453397136
2,淬锋钢,沙滩充气球,0.96029252906794249
2,淬锋钢,手斧,0.89832172400645816
2,淬锋钢,绵鳚,0.86102385173779905
2,淬锋钢,刺刀,0.81889226917782143
2,淬锋钢,毒须鲶,0.81792877907432293
2,淬锋钢,雪怪蟹,0.81402216483700918
2,淬锋钢,火炮,0.80200411085242285
2,淬锋钢,珊瑚护甲,0.7972759577519305
2,淬锋钢,流星索,0.77838675593781592
2,淬锋钢,温馨海湾,0.75473670476484034
2,淬锋钢,宠物石,0.70351755037397135
2,淬锋钢,水母,0.70158732609255181
2,淬锋钢,鹦鹉皮特,0.67776529957346743
2,淬锋钢,葡萄弹,0.6705688989558275
2,淬锋钢,弹簧刀,0.64131163528723145
2,淬锋钢,手雷,0.53261463413673116
2,淬锋钢,步枪,0.49611813302382685
2,淬锋钢,武士刀,0.2791104310932534
2,淬锋钢,双管霰弹枪,0.22554581089487827
2,淬锋钢,狼筅,0.18638534678925733
2,淬锋钢,填弹杆,0.10610718621288669
2,淬锋钢,海底热泉,0.097804187273837509
2,淬锋钢,迷幻蝠鲼,0.090470747496177811
2,淬锋钢,鲨齿爪,0.03474403706555021
2,淬锋钢,燃烧响炮,0.018530153101626781
2,淬锋钢,迷你弯刀,0.018530153101626781
2,淬锋钢,钓鱼竿,0.018530153101626781
2,淬锋钢,打火机,0.013897614826220086
2,淬锋钢,皮皮虾,0
2,淬锋钢,舱底蠕虫,0
3,马龙鱼,左轮手枪,1
3,马龙鱼,弹簧刀,1
3,马龙鱼,抓钩,1
3,马龙鱼,救生圈,1
3,马龙鱼,星图,1
3,马龙鱼,木桶,1
3,马龙鱼,水草,1
3,马龙鱼,海螺壳,1
3,马龙鱼,淬锋钢,1
3,马龙鱼,渔网,1
3,马龙鱼,湿件战服,1
3,马龙鱼,珊瑚,1
3,马龙鱼,珍珠,1
3,马龙鱼,靴里剑,1
3,马龙鱼,飞鱼,1
3,马龙鱼,食人鱼,1
3,马龙鱼,鱼饵,1
3,马龙鱼,龙涎香,1
3,马龙鱼,铲子,0.97473160940687253
3,马龙鱼,沙滩充气球,0.96029252906794249
3,马龙鱼,手里剑,0.87426433194797504
3,马龙鱼,珊瑚护甲,0.7972759577519305
3,马龙鱼,绵鳚,0.76374054795425828
3,马龙鱼,温馨海湾,0.75473670476484034
3,马龙鱼,宠物石,0.70351755037397135
3,马龙鱼,水母,0.70158732609255181
3,马龙鱼,鹦鹉皮特,0.67776529957346743
3,马龙鱼,葡萄弹,0.63775508617169674
3,马龙鱼,手斧,0.62939693796746421
3,马龙鱼,三花,0.52333038805523902
3,马龙鱼,弯刀,0.48641651891770293
3,马龙鱼,流星索,0.47516606882028667
3,马龙鱼,藏刃匕首,0.41198955102374157
3,马龙鱼,狼筅,0.34674244093795059
3,马龙鱼,独角鲸,0.33407262291028761
3,马龙鱼,手雷,0.33209190592984139
3,马龙鱼,鲨齿爪,0.093849365636887949
3,马龙鱼,迷幻蝠鲼,0.090470747496177811
3,马龙鱼,雪怪蟹,0.062091130730975524
3,马龙鱼,迷你弯刀,0.054734023657326158
3,马龙鱼,火药角,0.017372018532775105
3,马龙鱼,刺刀,0
3,马龙鱼,双管霰弹枪,0
3,马龙鱼,填弹杆,0
3,马龙鱼,打火机,0
3,马龙鱼,步枪,0
3,马龙鱼,武士刀,0
3,马龙鱼,毒须鲶,0
3,马龙鱼,海底热泉,0
3,马龙鱼,火炮,0
3,马龙鱼,燃烧响炮,0
3,马龙鱼,皮皮虾,0
3,马龙鱼,舱底蠕虫,0
3,马龙鱼,钓鱼竿,0
4,手斧,三花,1
4,手斧,刺刀,1
4,手斧,武士刀,1
4,手斧,靴里剑,1
4,手斧,马龙鱼,1
4,手斧,双管霰弹枪,0.98610238517377991
4,手斧,淬锋钢,0.98364986491032935
4,手斧,弹簧刀,0.98146984689837324
4,手斧,舱底蠕虫,0.97473160940687253
4,手斧,藏刃匕首,0.96911641149728855
4,手斧,迷你弯刀,0.9651197118087026
4,手斧,手里剑,0.91880576868549413
4,手斧,独角鲸,0.91305880547556062
4,手斧,鲨齿爪,0.90615063436311205
4,手斧,左轮手枪,0.8939841015876473
4,手斧,填弹杆,0.87065147658966602
4,手斧,弯刀,0.81006593070832533
4,手斧,手雷,0.74281443634609867
4,手斧,葡萄弹,0.71040363742292367
4,手斧,飞鱼,0.68201627881798776
4,手斧,绵鳚,0.66694460396666
4,手斧,狼筅,0.66168845476956395
4,手斧,食人鱼,0.65531709260366844
4,手斧,鹦鹉皮特,0.60827722544236695
4,手斧,湿件战服,0.58006895478984688
4,手斧,珍珠,0.57800027885667327
4,手斧,宠物石,0.54760055056133849
4,手斧,沙滩充气球,0.54077452485786948
4,手斧,珊瑚,0.52879569468221033
4,手斧,流星索,0.50571876173189745
4,手斧,抓钩,0.49777726754548601
4,手斧,铲子,0.48961272025819097
4,手斧,龙涎香,0.43327857987627322
4,手斧,水草,0.43013507176081867
4,手斧,海螺壳,0.40667068146248769
4,手斧,星图,0.38980398990707193
4,手斧,步枪,0.36123525805032974
4,手斧,渔网,0.30466908097681983
4,手斧,水母,0.21342765625980845
4,手斧,救生圈,0.19456660756708119
4,手斧,火炮,0.19070615900424229
4,手斧,火药角,0.13434360998679415
4,手斧,鱼饵,0.1235343540108452
4,手斧,木桶,0.10897494800242416
4,手斧,珊瑚护甲,0.055590459304880345
4,手斧,迷幻蝠鲼,0.034880288191297473
4,手斧,温馨海湾,0.02138094588649244
4,手斧,打火机,0.019853735466028692
4,手斧,皮皮虾,0.019853735466028692
4,手斧,毒须鲶,0
4,手斧,海底热泉,0
4,手斧,燃烧响炮,0
4,手斧,钓鱼竿,0
4,手斧,雪怪蟹,0
5,绵鳚,打火机,1
5,绵鳚,毒须鲶,1
5,绵鳚,海底热泉,1
5,绵鳚,火炮,1
5,绵鳚,燃烧响炮,1
5,绵鳚,珊瑚,1
5,绵鳚,皮皮虾,1
5,绵鳚,舱底蠕虫,1
5,绵鳚,迷幻蝠鲼,1
5,绵鳚,钓鱼竿,1
5,绵鳚,雪怪蟹,1
5,绵鳚,鹦鹉皮特,1
5,绵鳚,狼筅,0.98364986491032935
5,绵鳚,鱼饵,0.97683730862296647
5,绵鳚,水草,0.96602805264701763
5,绵鳚,海螺壳,0.9651197118087026
5,绵鳚,宠物石,0.9463949142417224
5,绵鳚,火药角,0.93977700241971296
5,绵鳚,抓钩,0.93746073328200952
5,绵鳚,龙涎香,0.8623069685422986
5,绵鳚,飞鱼,0.81498889901493032
5,绵鳚,手雷,0.63261256435277413
5,绵鳚,食人鱼,0.6094690425064192
5,绵鳚,救生圈,0.49206524052164163
5,绵鳚,流星索,0.48237593885403279
5,绵鳚,珊瑚护甲,0.48067633877247123
5,绵鳚,马龙鱼,0.42513100159365008
5,绵鳚,温馨海湾,0.38047232446021673
5,绵鳚,水母,0.37287420904417978
5,绵鳚,星图,0.31838427900281785
5,绵鳚,铲子,0.30497077989811738
5,绵鳚,葡萄弹,0.2547896051473682
5,绵鳚,珍珠,0.23912721383527891
5,绵鳚,步枪,0.22228971894966612
5,绵鳚,手里剑,0.20640673057684319
5,绵鳚,手斧,0.17418039017905121
5,绵鳚,弹簧刀,0.15750630136382762
5,绵鳚,鲨齿爪,0.093849365636887949
5,绵鳚,填弹杆,0.086111499506538305
5,绵鳚,靴里剑,0.072338866915966082
5,绵鳚,湿件战服,0.063090759369824514
5,绵鳚,独角鲸,0.061131338418602077
5,绵鳚,左轮手枪,0.050957921029473649
5,绵鳚,迷你弯刀,0.050832938793825784
5,绵鳚,沙滩充气球,0.039707470932057384
5,绵鳚,弯刀,0.038604485628389126
5,绵鳚,渔网,0.0308835885027113
5,绵鳚,藏刃匕首,0.0308835885027113
5,绵鳚,三花,0.01544179425135565
5,绵鳚,刺刀,0
5,绵鳚,双管霰弹枪,0
5,绵鳚,木桶,0
5,绵鳚,武士刀,0
5,绵鳚,淬锋钢,0
6,飞鱼,渔网,1
6,飞鱼,珍珠,1
6,飞鱼,鱼饵,1
6,飞鱼,水草,0.98364986491032935
6,飞鱼,龙涎香,0.95367461724593294
6,飞鱼,海螺壳,0.95135834810822961
6,飞鱼,珊瑚,0.93308942836799813
6,飞鱼,马龙鱼,0.92703752216234447
6,飞鱼,抓钩,0.9199232669536842
6,飞鱼,湿件战服,0.87994004969570971
6,飞鱼,淬锋钢,0.86185803258109783
6,飞鱼,弹簧刀,0.8514999978657406
6,飞鱼,靴里剑,0.84854560484182584
6,飞鱼,珊瑚护甲,0.81580611085355725
6,飞鱼,雪怪蟹,0.77828544099815755
6,飞鱼,毒须鲶,0.7233477892847695
6,飞鱼,铲子,0.71186671498749554
6,飞鱼,水母,0.70158732609255181
6,飞鱼,手里剑,0.68522961990390696
6,飞鱼,绵鳚,0.6678810979263623
6,飞鱼,食人鱼,0.65333171905706544
6,飞鱼,温馨海湾,0.64428723956698575
6,飞鱼,救生圈,0.58634698743004732
6,飞鱼,鹦鹉皮特,0.52031414747482319
6,飞鱼,左轮手枪,0.51926631143633839
6,飞鱼,三花,0.5078885938038834
6,飞鱼,宠物石,0.49210692037071874
6,飞鱼,手斧,0.44870893449677035
6,飞鱼,弯刀,0.44009113616363599
6,飞鱼,藏刃匕首,0.23157176450515132
6,飞鱼,独角鲸,0.21682774117050135
6,飞鱼,海底热泉,0.16424453885532828
6,飞鱼,流星索,0.13743196883706529
6,飞鱼,葡萄弹,0.13566719235119606
6,飞鱼,狼筅,0.1273948025736841
6,飞鱼,燃烧响炮,0.12044599516057407
6,飞鱼,皮皮虾,0.11619950174145127
6,飞鱼,鲨齿爪,0.093849365636887949
6,飞鱼,迷幻蝠鲼,0.090470747496177811
6,飞鱼,舱底蠕虫,0.086860092663875524
6,飞鱼,星图,0.079484604093820133
6,飞鱼,打火机,0.074120612406507122
6,飞鱼,木桶,0.06399910020813955
6,飞鱼,双管霰弹枪,0.027795229652440172
6,飞鱼,沙滩充气球,0.02138094588649244
6,飞鱼,迷你弯刀,0.018530153101626781
6,飞鱼,火炮,0.017372018532775105
6,飞鱼,火药角,0.014629068238126404
6,飞鱼,钓鱼竿,0.014629068238126404
6,飞鱼,刺刀,0
6,飞鱼,填弹杆,0
6,飞鱼,手雷,0
6,飞鱼,步枪,0
6,飞鱼,武士刀,0
7,弹簧刀,木桶,1
7,弹簧刀,武士刀,1
7,弹簧刀,淬锋钢,1
7,弹簧刀,迷你弯刀,1
7,弹簧刀,鲨齿爪,1
7,弹簧刀,藏刃匕首,0.96911641149728855
7,弹簧刀,刺刀,0.9640978283655981
7,弹簧刀,独角鲸,0.93886866158139781
7,弹簧刀,沙滩充气球,0.90470206976306211
7,弹簧刀,左轮手枪,0.8386883993385168
7,弹簧刀,手斧,0.83484712030635655
7,弹簧刀,三花,0.80229682618301179
7,弹簧刀,双管霰弹枪,0.77445418910512165
7,弹簧刀,弯刀,0.69888501209856468
7,弹簧刀,湿件战服,0.69733184908272072
7,弹簧刀,渔网,0.6563244630822509
7,弹簧刀,靴里剑,0.6121813836395309
7,弹簧刀,星图,0.59938816660871308
7,弹簧刀,马龙鱼,0.57486899840634975
7,弹簧刀,铲子,0.57149486609103739
7,弹簧刀,狼筅,0.53206314148489708
7,弹簧刀,温馨海湾,0.47862130299616296
7,弹簧刀,救生圈,0.46160937672429136
7,弹簧刀,水母,0.40601787387099536
7,弹簧刀,手里剑,0.34049156324239205
7,弹簧刀,手雷,0.29734786886429121
7,弹簧刀,食人鱼,0.21400510150702301
7,弹簧刀,珍珠,0.20507092054731008
7,弹簧刀,飞鱼,0.1850111009850697
7,弹簧刀,珊瑚护甲,0.15287376308842093
7,弹簧刀,龙涎香,0.1504731480157312
7,弹簧刀,珊瑚,0.13897614826220084
7,弹簧刀,流星索,0.13743196883706529
7,弹簧刀,水草,0.12662271286111632
7,弹簧刀,葡萄弹,0.11150487233531359
7,弹簧刀,抓钩,0.093422855220701692
7,弹簧刀,填弹杆,0.074120612406507122
7,弹簧刀,鱼饵,0.068329939562248754
7,弹簧刀,舱底蠕虫,0.061767177005422599
7,弹簧刀,宠物石,0.053605085758277472
7,弹簧刀,海螺壳,0.03773108097616313
7,弹簧刀,雪怪蟹,0.025268390593127427
7,弹簧刀,打火机,0
7,弹簧刀,步枪,0
7,弹簧刀,毒须鲶,0
7,弹簧刀,海底热泉,0
7,弹簧刀,火炮,0
7,弹簧刀,火药角,0
7,弹簧刀,燃烧响炮,0
7,弹簧刀,皮皮虾,0
7,弹簧刀,绵鳚,0
7,弹簧刀,迷幻蝠鲼,0
7,弹簧刀,钓鱼竿,0
7,弹簧刀,鹦鹉皮特,0
8,珊瑚,海底热泉,1
8,珊瑚,火炮,0.94526597634267395
8,珊瑚,步枪,0.93904554900780657
8,珊瑚,火药角,0.9363025987131578
8,珊瑚,飞鱼,0.89430805531320012
8,珊瑚,淬锋钢,0.8118307071941947
8,珊瑚,钓鱼竿,0.80434737613392238
8,珊瑚,左轮手枪,0.77078514093321338
8,珊瑚,绵鳚,0.76374054795425828
8,珊瑚,水草,0.58971866370520998
8,珊瑚,流星索,0.56454140211177051
8,珊瑚,鱼饵,0.55134621476841295
8,珊瑚,食人鱼,0.52535190013719246
8,珊瑚,弯刀,0.50759383674813363
8,珊瑚,打火机,0.50533271687561354
8,珊瑚,燃烧响炮,0.47086197009583058
8,珊瑚,温馨海湾,0.46157015291536413
8,珊瑚,马龙鱼,0.45462134550225408
8,珊瑚,弹簧刀,0.42224872683959064
8,珊瑚,手雷,0.38934915562873929
8,珊瑚,毒须鲶,0.38930869006883678
8,珊瑚,皮皮虾,0.38430357635325263
8,珊瑚,珍珠,0.37407746573909056
8,珊瑚,狼筅,0.35445189843276992
8,珊瑚,宠物石,0.30744018439285586
8,珊瑚,木桶,0.30574752617684187
8,珊瑚,葡萄弹,0.30139830532632667
8,珊瑚,龙涎香,0.27785202513315915
8,珊瑚,水母,0.27375849633031246
8,珊瑚,藏刃匕首,0.25589259045103646
8,珊瑚,铲子,0.25015706687196149
8,珊瑚,雪怪蟹,0.24450264515345044
8,珊瑚,迷幻蝠鲼,0.22502351491284714
8,珊瑚,海螺壳,0.22497980527852224
8,珊瑚,武士刀,0.20966282252205534
8,珊瑚,鹦鹉皮特,0.20846422239330129
8,珊瑚,独角鲸,0.204809687185915
8,珊瑚,沙滩充气球,0.19847974935495366
8,珊瑚,渔网,0.18912134327844526
8,珊瑚,双管霰弹枪,0.18585302366810191
8,珊瑚,手里剑,0.17178996104633162
8,珊瑚,星图,0.1449030722322065
8,珊瑚,珊瑚护甲,0.14434013994951386
8,珊瑚,鲨齿爪,0.12473295413959924
8,珊瑚,填弹杆,0.11921574232186717
8,珊瑚,刺刀,0.11403171139462634
8,珊瑚,靴里剑,0.10539024576550231
8,珊瑚,抓钩,0.092375019182216841
8,珊瑚,救生圈,0.080942152284578517
8,珊瑚,舱底蠕虫,0.07695776503450738
8,珊瑚,迷你弯刀,0.016350135089670689
8,珊瑚,三花,0
8,珊瑚,手斧,0
8,珊瑚,湿件战服,0
9,水草,打火机,1
9,水草,毒须鲶,1
9,水草,水母,1
9,水草,海底热泉,1
9,水草,燃烧响炮,1
9,水草,珊瑚护甲,1
9,水草,皮皮虾,1
9,水草,迷幻蝠鲼,1
9,水草,钓鱼竿,1
9,水草,雪怪蟹,1
9,水草,海螺壳,0.98014626453397136
9,水草,温馨海湾,0.96627784637755421
9,水草,龙涎香,0.74741636545996815
9,水草,珊瑚,0.72777565595569882
9,水草,珍珠,0.60730125215959441
9,水草,鱼饵,0.49497916798565395
9,水草,火炮,0.41139434873758246
9,水草,鹦鹉皮特,0.37782515973141284
9,水草,狼筅,0.29300804591947344
9,水草,飞鱼,0.26956960821652293
9,水草,沙滩充气球,0.25209486225235539
9,水草,宠物石,0.19667230678317515
9,水草,淬锋钢,0.16213883963923431
9,水草,独角鲸,0.14848777446912831
9,水草,木桶,0.13897614826220084
9,水草,食人鱼,0.13798346148889942
9,水草,绵鳚,0.1327994305616586
9,水草,渔网,0.11118091860976068
9,水草,抓钩,0.094756464724227843
9,水草,鲨齿爪,0.093849365636887949
9,水草,救生圈,0.085838209220771108
9,水草,星图,0.079484604093820133
9,水草,铲子,0.062675517843737635
9,水草,手里剑,0.036822740137848087
9,水草,火药角,0.03474403706555021
9,水草,藏刃匕首,0.0308835885027113
9,水草,舱底蠕虫,0.025268390593127427
9,水草,弯刀,0.018530153101626781
9,水草,步枪,0.016350135089670689
9,水草,马龙鱼,0.01544179425135565
9,水草,三花,0
9,水草,刺刀,0
9,水草,双管霰弹枪,0
9,水草,填弹杆,0
9,水草,左轮手枪,0
9,水草,弹簧刀,0
9,水草,手斧,0
9,水草,手雷,0
9,水草,武士刀,0
9,水草,流星索,0
9,水草,湿件战服,0
9,水草,葡萄弹,0
9,水草,迷你弯刀,0
9,水草,靴里剑,0
10,舱底蠕虫,救生圈,0.87690684011062203
10,舱底蠕虫,木桶,0.86222710843270989
10,舱底蠕虫,珍珠,0.73061500910970589
10,舱底蠕虫,手里剑,0.67274891696778361
10,舱底蠕虫,刺刀,0.66627278564533488
10,舱底蠕虫,靴里剑,0.62385747134547664
10,舱底蠕虫,食人鱼,0.62015348698747952
10,舱底蠕虫,渔网,0.58300883484923949
10,舱底蠕虫,淬锋钢,0.56159395095340348
10,舱底蠕虫,抓钩,0.52559150792775899
10,舱底蠕虫,藏刃匕首,0.51028920887657314
10,舱底蠕虫,三花,0.50543607354043285
10,舱底蠕虫,手斧,0.49624311525947468
10,舱底蠕虫,铲子,0.44409540695119659
10,舱底蠕虫,弹簧刀,0.4280786234927762
10,舱底蠕虫,双管霰弹枪,0.40786233972569419
10,舱底蠕虫,水母,0.36751470318226448
10,舱底蠕虫,独角鲸,0.36751470318226442
10,舱底蠕虫,水草,0.34062781436813933
10,舱底蠕虫,鱼饵,0.333542755829282
10,舱底蠕虫,星图,0.32866042382333865
10,舱底蠕虫,鹦鹉皮特,0.32427767927846862
10,舱底蠕虫,宠物石,0.30726005289202463
10,舱底蠕虫,葡萄弹,0.29184991135062177
10,舱底蠕虫,沙滩充气球,0.28649577606167398
10,舱底蠕虫,马龙鱼,0.26196658072018636
10,舱底蠕虫,武士刀,0.24026837939945878
10,舱底蠕虫,弯刀,0.23060503032723037
10,舱底蠕虫,填弹杆,0.22500900194832518
10,舱底蠕虫,龙涎香,0.20241231618764779
10,舱底蠕虫,绵鳚,0.19444936717116681
10,舱底蠕虫,左轮手枪,0.19070615900424229
10,舱底蠕虫,火炮,0.17189780353654857
10,舱底蠕虫,流星索,0.13897614826220084
10,舱底蠕虫,鲨齿爪,0.13758044762794372
10,舱底蠕虫,手雷,0.12717420551295047
10,舱底蠕虫,迷你弯刀,0.11171544225692301
10,舱底蠕虫,飞鱼,0.089341809597129118
10,舱底蠕虫,狼筅,0.086984904158764295
10,舱底蠕虫,步枪,0.058237624033684168
10,舱底蠕虫,珊瑚护甲,0.039707470932057384
10,舱底蠕虫,珊瑚,0.037060306203253561
10,舱底蠕虫,海螺壳,0.01544179425135565
10,舱底蠕虫,湿件战服,0.014629068238126404
10,舱底蠕虫,打火机,0
10,舱底蠕虫,毒须鲶,0
10,舱底蠕虫,海底热泉,0
10,舱底蠕虫,温馨海湾,0
10,舱底蠕虫,火药角,0
10,舱底蠕虫,燃烧响炮,0
10,舱底蠕虫,皮皮虾,0
10,舱底蠕虫,迷幻蝠鲼,0
10,舱底蠕虫,钓鱼竿,0
10,舱底蠕虫,雪怪蟹,0
11,葡萄弹,双管霰弹枪,0.9622082403848401
11,葡萄弹,步枪,0.94195702043166907
11,葡萄弹,填弹杆,0.93374223595949046
11,葡萄弹,迷你弯刀,0.82524666233904509
11,葡萄弹,舱底蠕虫,0.77936941557199313
11,葡萄弹,手雷,0.69165288726056318
11,葡萄弹,流星索,0.53572998913079839
11,葡萄弹,鲨齿爪,0.52867088318732158
11,葡萄弹,武士刀,0.44021146183312709
11,葡萄弹,左轮手枪,0.42337396694751422
11,葡萄弹,手里剑,0.3611274155601128
11,葡萄弹,三花,0.33074465626944993
11,葡萄弹,宠物石,0.27795229652440168
11,葡萄弹,弹簧刀,0.26835386834233799
11,葡萄弹,刺刀,0.23669819012705889
11,葡萄弹,马龙鱼,0.18530153101626778
11,葡萄弹,弯刀,0.17900757291981118
11,葡萄弹,火药角,0.1192878605917224
11,葡萄弹,飞鱼,0.094756464724227843
11,葡萄弹,手斧,0.074444566132060047
11,葡萄弹,火炮,0.070794687490830524
11,葡萄弹,抓钩,0.046325382754066946
11,葡萄弹,靴里剑,0.045689544167246431
11,葡萄弹,打火机,0.03474403706555021
11,葡萄弹,迷幻蝠鲼,0.03474403706555021
11,葡萄弹,皮皮虾,0.0308835885027113
11,葡萄弹,鹦鹉皮特,0.0308835885027113
11,葡萄弹,铲子,0.027795229652440172
11,葡萄弹,淬锋钢,0.025268390593127427
11,葡萄弹,珍珠,0.025268390593127427
11,葡萄弹,救生圈,0
11,葡萄弹,星图,0
11,葡萄弹,木桶,0
11,葡萄弹,毒须鲶,0
11,葡萄弹,水母,0
11,葡萄弹,水草,0
11,葡萄弹,沙滩充气球,0
11,葡萄弹,海底热泉,0
11,葡萄弹,海螺壳,0
11,葡萄弹,渔网,0
11,葡萄弹,温馨海湾,0
11,葡萄弹,湿件战服,0
11,葡萄弹,燃烧响炮,0
11,葡萄弹,独角鲸,0
11,葡萄弹,狼筅,0
11,葡萄弹,珊瑚,0
11,葡萄弹,珊瑚护甲,0
11,葡萄弹,绵鳚,0
11,葡萄弹,藏刃匕首,0
11,葡萄弹,钓鱼竿,0
11,葡萄弹,雪怪蟹,0
11,葡萄弹,食人鱼,0
11,葡萄弹,鱼饵,0
11,葡萄弹,龙涎香,0
12,靴里剑,武士刀,0.74856447288969552
12,靴里剑,迷你弯刀,0.69437745605880585
12,靴里剑,鲨齿爪,0.60623890315658768
12,靴里剑,双管霰弹枪,0.59652040481917568
12,靴里剑,手斧,0.54127535406991778
12,靴里剑,刺刀,0.53532697526984274
12,靴里剑,手雷,0.43214964197722455
12,靴里剑,三花,0.41782086016866138
12,靴里剑,填弹杆,0.37060306203253557
12,靴里剑,宠物石,0.29648244962602843
12,靴里剑,弹簧刀,0.2882582672481524
12,靴里剑,手里剑,0.23836515126183538
12,靴里剑,马龙鱼,0.22691002955994166
12,靴里剑,藏刃匕首,0.18985975049581238
12,靴里剑,抓钩,0.17372018532775105
12,靴里剑,独角鲸,0.16730590156180333
12,靴里剑,淬锋钢,0.16128240399168015
12,靴里剑,鹦鹉皮特,0.15634816679497593
12,靴里剑,弯刀,0.14585063687944877
12,靴里剑,葡萄弹,0.14493226890200947
12,靴里剑,左轮手枪,0.12726753503864546
12,靴里剑,舱底蠕虫,0.075444194770909037
12,靴里剑,流星索,0.071940594394551027
12,靴里剑,星图,0.069046880009633119
12,靴里剑,绵鳚,0.06399910020813955
12,靴里剑,沙滩充气球,0.063697401286842051
12,靴里剑,飞鱼,0.062675517843737649
12,靴里剑,步枪,0.046649336479619871
12,靴里剑,火药角,0.043798543694754208
12,靴里剑,食人鱼,0.043798543694754208
12,靴里剑,鱼饵,0.040710184844483077
12,靴里剑,海螺壳,0.039707470932057384
12,靴里剑,狼筅,0.039707470932057384
12,靴里剑,珊瑚,0.038383888567655469
12,靴里剑,珍珠,0.03773108097616313
12,靴里剑,湿件战服,0.035278560712712528
12,靴里剑,渔网,0.03474403706555021
12,靴里剑,火炮,0.027795229652440172
12,靴里剑,龙涎香,0.027795229652440172
12,靴里剑,救生圈,0.023162691377033473
12,靴里剑,水草,0.018530153101626781
12,靴里剑,木桶,0.017372018532775105
12,靴里剑,打火机,0.016350135089670689
12,靴里剑,迷幻蝠鲼,0.013897614826220086
12,靴里剑,毒须鲶,0
12,靴里剑,水母,0
12,靴里剑,海底热泉,0
12,靴里剑,温馨海湾,0
12,靴里剑,燃烧响炮,0
12,靴里剑,珊瑚护甲,0
12,靴里剑,皮皮虾,0
12,靴里剑,钓鱼竿,0
12,靴里剑,铲子,0
12,靴里剑,雪怪蟹,0
13,打火机,海底热泉,1
13,打火机,火炮,1
13,打火机,燃烧响炮,1
13,打火机,皮皮虾,0.83095298924831706
13,打火机,钓鱼竿,0.82241936610941002
13,打火机,迷幻蝠鲼,0.81736725928336462
13,打火机,绵鳚,0.60215565700700813
13,打火机,鹦鹉皮特,0.34015821161114174
13,打火机,飞鱼,0.27795229652440168
13,打火机,狼筅,0.19456660756708119
13,打火机,火药角,0.092650765508133892
13,打火机,宠物石,0.081620912471451298
13,打火机,毒须鲶,0.047648965118468861
13,打火机,马龙鱼,0.045167248185215281
13,打火机,手斧,0.043237023903795822
13,打火机,珊瑚护甲,0.039897458831253833
