index,signature
28,"珊瑚,潜水配重,飞鱼,喷射摩托,淬锋钢,潜行滑翔机"
29,"小冰镐,套娃,水车,步枪,填弹杆,流星索"
30,"小冰镐,水车,步枪,填弹杆,手雷,葡萄弹"
31,"小冰镐,水车,步枪,填弹杆,手雷,流星索"
32,"水草,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮"
33,"海螺壳,潜水配重,拍立蚌,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,小冰镐"
34,"打火机,拍立蚌,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套"
35,"皮皮虾,潜水配重,炮弹,烈酒杯,救生圈,大钢弩,枪套,理查森先生"
36,"篝火,毒须鲶,打火机,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈"
37,"理查森先生,旗舰,鸦巢,潜水配重,珊瑚,淬锋钢"
38,"皮皮虾,潜水配重,拍立蚌,炮弹,烈酒杯,大钢弩,锁镰,流星索,枪套"
39,"救生圈,拍立蚌,幽渊鮟鱇,十手,火药角,烈酒杯,皮皮虾,燃烧响炮"
40,"皮皮虾,潜水配重,拍立蚌,炮弹,烈酒杯,绵鳚,大钢弩,枪套,十手"
41,"鸦巢,淬锋钢,带刃悬浮板,潜水配重,船长舱"
42,"淬锋钢,带刃悬浮板,潜水配重,深潜器,水车,拍立蚌"
43,"燃烧响炮,潜水配重,绵鳚,大钢弩,抛石机,枪套,藏刃匕首"
44,"拍立蚌,淬锋钢,带刃悬浮板,潜水配重,船舵,船长舱"
45,"火药角,烈酒杯,救生圈,十手,拍立蚌,幽渊鮟鱇,迷幻蝠鲼,皮皮虾"
46,"十手,救生圈,幽渊鮟鱇,迷幻蝠鲼,皮皮虾,拍立蚌,炮弹,烈酒杯"
47,"燃烧响炮,潜水配重,绵鳚,加速烙刀,大钢弩,星盘,打火机"
48,"恶鬼面具,蔻森娜纹章,淬锋钢,打火机,湿件战服,绵鳚,小冰镐,燃烧响炮"
49,"船首像,舱底蠕虫,手斧,手里剑,弹簧刀,武士刀,刺刀,淬锋钢"
50,"燃烧响炮,绵鳚,大钢弩,打火机,篝火,加速烙刀,枪套"
51,"恶鬼面具,打火机,左轮手枪,湿件战服,绵鳚,小冰镐,淬锋钢,燃烧响炮"
52,"海底热泉,绵鳚,打火机,理查森先生,篝火,燃烧响炮,大钢弩"
53,"篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,加速烙刀"
54,"蔻森娜纹章,恶鬼面具,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃,流星索,靴里剑"
55,"枪套,船首像,手斧,小冰镐,手里剑,带刃悬浮板,潜水配重,淬锋钢"
56,"大钢弩,燃烧响炮,打火机,标枪,篝火,加速烙刀"
57,"篝火,毒须鲶,燃烧子弹,打火机,绵鳚,理查森先生,救生圈,燃烧响炮"
58,"枪套,燃烧响炮,潜水配重,绵鳚,大钢弩,小冰镐,抛石机"
59,"打火机,燃烧响炮,绵鳚,篝火,抛石机,救生圈"
60,"加速烙刀,绵鳚,篝火,打火机,救生圈,燃烧响炮,枪套"
61,"流星索,手斧,手雷,填弹杆,步枪,绵鳚,小冰镐,葡萄弹"
62,"加速烙刀,绵鳚,篝火,打火机,救生圈,燃烧响炮,烈酒杯"
63,"鱼雷,拍立蚌,燃烧响炮,绵鳚,旗舰,蔻森娜纹章,淬锋钢"
64,"理查森先生,潜水配重,旗舰,淬锋钢,鸦巢,蔻森娜纹章"
65,"拍立蚌,大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,星盘"
66,"大钢弩,燃烧响炮,绵鳚,潜水配重,加速烙刀,烈酒杯,星盘"
67,"燃烧响炮,潜行滑翔机,飞鱼,小冰镐,绵鳚,湿件战服,打火机"
68,"打火机,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套,藏刃匕首"
69,"烈酒杯,加速烙刀,绵鳚,大钢弩,藏刃匕首,小冰镐,标枪"
70,"打火机,烈酒杯,加速烙刀,绵鳚,大钢弩,燃烧响炮,标枪"
71,"潜水配重,水母,拍立蚌,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮"
72,"船首像,舱底蠕虫,手斧,流星索,弹簧刀,武士刀,刺刀,淬锋钢"
73,"手斧,流星索,小冰镐,弹簧刀,武士刀,水车,淬锋钢"
74,"篝火,毒须鲶,大钢弩,救生圈,打火机,绵鳚,燃烧响炮"
75,"篝火,狼筅,加速烙刀,绵鳚,打火机,燃烧子弹,燃烧响炮"
76,"盐钳海盗,潜水配重,水母,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮"
77,"小冰镐,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器"
78,"加速烙刀,小冰镐,套娃,水车,拍立蚌,潜水配重,理查森先生"
79,"加速烙刀,小冰镐,套娃,水车,拍立蚌,潜水配重,水草"
80,"海底热泉,绵鳚,大钢弩,打火机,燃烧响炮,篝火,小冰镐"
81,"海底热泉,绵鳚,葡萄弹,打火机,流星索,燃烧响炮,鱼雷,蔻森娜纹章"
82,"六分仪,淬锋钢,船舵,沙滩充气球,吸血章鱼,海影宝驹"
83,"潜水配重,六分仪,淬锋钢,船舵,吸血章鱼,枪套,海影宝驹"
84,"六分仪,淬锋钢,潜水配重,船舵,吸血章鱼,消音器,海影宝驹"
85,"流星索,鱼雷,独角鲸,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙"
86,"枪套,鱼雷,独角鲸,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙"
87,"鱼雷,独角鲸,迷幻蝠鲼,飞鱼,皮皮虾,绵鳚,海狗沙龙"
88,"沙滩充气球,船舵,吸血章鱼,六分仪,深潜器,淬锋钢"
89,"葡萄弹,手斧,小冰镐,流星索,淬锋钢,带刃悬浮板,潜水配重,深潜器"
90,"葡萄弹,港口,绵鳚,鱼雷,燃烧响炮,流星索,手雷"
91,"鱼雷,手雷,港口,水车,套娃"
92,"燃烧响炮,淬锋钢,燃烧子弹,潜艇,湿件战服,绵鳚,小冰镐"
93,"珊瑚,潜水配重,港口,流星索,鱼雷,救生圈"
94,"小冰镐,淬锋钢,枪套,深潜器,带刃悬浮板,潜水配重,湿件战服"
95,"十手,救生圈,牌桌,皮皮虾,拍立蚌,烈酒杯,炮弹,手雷"
96,"淬锋钢,燃烧子弹,潜艇,流星索,湿件战服,绵鳚,小冰镐"
97,"鱼饵,淬锋钢,燃烧子弹,潜艇,湿件战服,绵鳚,小冰镐"
98,"燃烧响炮,燃烧子弹,潜行滑翔机,绵鳚,加速烙刀,飞鱼,打火机"
99,"淬锋钢,燃烧响炮,潜行滑翔机,小冰镐,绵鳚,湿件战服,打火机"
100,"流星索,鱼雷,手斧,打火机,炮弹,火炮,绵鳚,燃烧响炮"
101,"手斧,打火机,流星索,鱼雷,火药角,火炮,绵鳚,燃烧响炮"
102,"打火机,手雷,鱼雷,套娃,炮弹,火炮,绵鳚,燃烧响炮"
103,"皮皮虾,火药角,烈酒杯,枪套,理查森先生,救生圈,大钢弩,十手"
104,"皮皮虾,火药角,烈酒杯,枪套,救生圈,大钢弩,十手,拍立蚌"
105,"十手,大钢弩,绵鳚,火药角,烈酒杯,皮皮虾,拍立蚌,枪套,流星索"
106,"火药角,烈酒杯,枪套,大钢弩,皮皮虾,救生圈,理查森先生,潜水配重"
107,"火药角,烈酒杯,十手,绵鳚,大钢弩,枪套,皮皮虾,拍立蚌,葡萄弹"
108,"燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,篝火,枪套"
109,"燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,手雷,毒须鲶,篝火"
110,"十手,流星索,牌桌,皮皮虾,拍立蚌,救生圈,火药角,烈酒杯"
111,"湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,弹簧刀,手斧,舱底蠕虫"
112,"湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,刺刀,手斧,舱底蠕虫"
113,"大钢弩,狼筅,篝火,打火机,珊瑚,绵鳚,燃烧响炮"
114,"狼筅,加速烙刀,标枪,绵鳚,打火机,枪套,燃烧响炮"
115,"大钢弩,理查森先生,绵鳚,打火机,篝火,燃烧响炮,燃烧子弹,套娃"
116,"大钢弩,打火机,绵鳚,篝火,燃烧响炮,燃烧子弹,救生圈"
117,"燃烧响炮,篝火,加速烙刀,大钢弩,绵鳚,打火机,烈酒杯"
118,"船长舱,手雷,炮弹,手里剑,刺刀,流星索,手斧,小冰镐"
119,"藏刃匕首,潜水配重,船舵,小冰镐,抛石机,大钢弩"
120,"藏刃匕首,船舵,加速烙刀,烈酒杯,大钢弩,海影宝驹"
121,"船长舱,靴里剑,手雷,手里剑,刺刀,流星索,手斧,小冰镐"
122,"船长舱,绵鳚,手雷,手里剑,刺刀,流星索,手斧,小冰镐"
123,"船首像,手斧,小冰镐,手里剑,带刃悬浮板,潜水配重,珊瑚,淬锋钢"
124,"船首像,靴里剑,手斧,小冰镐,枪套,手里剑,带刃悬浮板,淬锋钢"
125,"套娃,燃烧响炮,流星索,填弹杆,连发步枪,弹簧刀,鱼雷"
126,"套娃,燃烧响炮,鱼雷,左轮手枪,填弹杆,连发步枪,弹簧刀"
127,"套娃,燃烧响炮,鱼雷,填弹杆,连发步枪,弹簧刀,葡萄弹"
128,"海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,水草,小冰镐"
129,"水草,绵鳚,元素深水炸弹,雪怪蟹,水母,海螺壳,拍立蚌,珊瑚,小冰镐"
130,"枪套,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,燃烧响炮,大钢弩"
131,"枪套,风暴瓶,绵鳚,打火机,燃烧子弹,拍立蚌,大钢弩,燃烧响炮"
132,"牌桌,码头缆索,马龙鱼,水车,淬锋钢"
133,"深潜器,牌桌,马龙鱼,水车,淬锋钢"
134,"火药角,鱼雷,潜水配重,水车,拍立蚌,大钢弩"
135,"火药角,鱼雷,大钢弩,绵鳚,潜水配重,拍立蚌,枪套,燃烧响炮"
136,"炮弹,大钢弩,鱼雷,潜水配重,水车,套娃"
137,"鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器,手斧"
138,"船首像,靴里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧,流星索"
139,"大钢弩,鳐鲨,吸血章鱼,水母,救生圈,潜水配重,飞鱼"
140,"流星索,鳐鲨,大钢弩,独角鲸,枪套,水母,潜水配重,飞鱼"
141,"淬锋钢,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,吸血章鱼,鸦巢"
142,"淬锋钢,雪怪蟹,元素深水炸弹,船舵,小冰镐,鸦巢"
