combo_key,representative_signature,cluster_size
"大钢弩,枪套,水母,潜水配重,独角鲸,绵鳚,飞鱼,鳐鲨","鳐鲨,大钢弩,绵鳚,独角鲸,枪套,水母,潜水配重,飞鱼",1
"水车,淬锋钢,深潜器,码头缆索,马龙鱼","马龙鱼,码头缆索,深潜器,水车,淬锋钢",1
"喷射摩托,淬锋钢,潜水配重,潜行滑翔机,珊瑚,飞鱼","珊瑚,潜水配重,飞鱼,喷射摩托,淬锋钢,潜行滑翔机",1
"填弹杆,套娃,小冰镐,步枪,水车,流星索","小冰镐,套娃,水车,步枪,填弹杆,流星索",2
"填弹杆,小冰镐,手雷,步枪,水车,葡萄弹","小冰镐,水车,步枪,填弹杆,手雷,葡萄弹",1
"填弹杆,小冰镐,手雷,步枪,水车,流星索","小冰镐,水车,步枪,填弹杆,手雷,流星索",1
"加速烙刀,大钢弩,枪套,水母,水草,潜水配重,燃烧响炮,绵鳚","水草,潜水配重,水母,枪套,大钢弩,绵鳚,加速烙刀,燃烧响炮",1
"元素深水炸弹,小冰镐,拍立蚌,毒须鲶,水草,海螺壳,潜水配重,绵鳚,雪怪蟹","海螺壳,潜水配重,拍立蚌,水草,绵鳚,元素深水炸弹,雪怪蟹,毒须鲶,小冰镐",1
"加速烙刀,大钢弩,打火机,拍立蚌,枪套,潜水配重,燃烧响炮,绵鳚","打火机,拍立蚌,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套",1
"大钢弩,救生圈,枪套,潜水配重,炮弹,烈酒杯,理查森先生,皮皮虾","皮皮虾,潜水配重,炮弹,烈酒杯,救生圈,大钢弩,枪套,理查森先生",1
"打火机,救生圈,毒须鲶,燃烧响炮,燃烧子弹,珊瑚,篝火,绵鳚","篝火,毒须鲶,打火机,燃烧子弹,燃烧响炮,绵鳚,珊瑚,救生圈",1
"旗舰,淬锋钢,潜水配重,珊瑚,理查森先生,鸦巢","理查森先生,旗舰,鸦巢,潜水配重,珊瑚,淬锋钢",1
"大钢弩,拍立蚌,枪套,流星索,潜水配重,炮弹,烈酒杯,皮皮虾,锁镰","皮皮虾,潜水配重,拍立蚌,炮弹,烈酒杯,大钢弩,锁镰,流星索,枪套",1
"十手,幽渊鮟鱇,拍立蚌,救生圈,火药角,烈酒杯,燃烧响炮,皮皮虾","救生圈,拍立蚌,幽渊鮟鱇,十手,火药角,烈酒杯,皮皮虾,燃烧响炮",1
"十手,大钢弩,拍立蚌,枪套,潜水配重,炮弹,烈酒杯,皮皮虾,绵鳚","皮皮虾,潜水配重,拍立蚌,炮弹,烈酒杯,绵鳚,大钢弩,枪套,十手",1
"带刃悬浮板,淬锋钢,潜水配重,船长舱,鸦巢","鸦巢,淬锋钢,带刃悬浮板,潜水配重,船长舱",1
"带刃悬浮板,拍立蚌,水车,淬锋钢,深潜器,潜水配重","淬锋钢,带刃悬浮板,潜水配重,深潜器,水车,拍立蚌",1
"大钢弩,抛石机,枪套,潜水配重,燃烧响炮,绵鳚,藏刃匕首","燃烧响炮,潜水配重,绵鳚,大钢弩,抛石机,枪套,藏刃匕首",1
"带刃悬浮板,拍立蚌,淬锋钢,潜水配重,船舵,船长舱","拍立蚌,淬锋钢,带刃悬浮板,潜水配重,船舵,船长舱",1
"十手,幽渊鮟鱇,拍立蚌,救生圈,火药角,烈酒杯,皮皮虾,迷幻蝠鲼","火药角,烈酒杯,救生圈,十手,拍立蚌,幽渊鮟鱇,迷幻蝠鲼,皮皮虾",1
"十手,幽渊鮟鱇,拍立蚌,救生圈,炮弹,烈酒杯,皮皮虾,迷幻蝠鲼","十手,救生圈,幽渊鮟鱇,迷幻蝠鲼,皮皮虾,拍立蚌,炮弹,烈酒杯",1
"加速烙刀,大钢弩,打火机,星盘,潜水配重,燃烧响炮,绵鳚","燃烧响炮,潜水配重,绵鳚,加速烙刀,大钢弩,星盘,打火机",1
"小冰镐,恶鬼面具,打火机,淬锋钢,湿件战服,燃烧响炮,绵鳚,蔻森娜纹章","恶鬼面具,蔻森娜纹章,淬锋钢,打火机,湿件战服,绵鳚,小冰镐,燃烧响炮",1
"刺刀,弹簧刀,手斧,手里剑,武士刀,淬锋钢,舱底蠕虫,船首像","船首像,舱底蠕虫,手斧,手里剑,弹簧刀,武士刀,刺刀,淬锋钢",1
"加速烙刀,大钢弩,打火机,枪套,燃烧响炮,篝火,绵鳚","燃烧响炮,绵鳚,大钢弩,打火机,篝火,加速烙刀,枪套",3
"小冰镐,左轮手枪,恶鬼面具,打火机,淬锋钢,湿件战服,燃烧响炮,绵鳚","恶鬼面具,打火机,左轮手枪,湿件战服,绵鳚,小冰镐,淬锋钢,燃烧响炮",1
"大钢弩,打火机,海底热泉,燃烧响炮,理查森先生,篝火,绵鳚","海底热泉,绵鳚,打火机,理查森先生,篝火,燃烧响炮,大钢弩",1
"加速烙刀,大钢弩,打火机,燃烧响炮,燃烧子弹,篝火,绵鳚","篝火,燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,加速烙刀",3
"套娃,恶鬼面具,打火机,流星索,燃烧响炮,燃烧子弹,绵鳚,蔻森娜纹章,靴里剑","蔻森娜纹章,恶鬼面具,打火机,绵鳚,燃烧响炮,燃烧子弹,套娃,流星索,靴里剑",1
"小冰镐,带刃悬浮板,手斧,手里剑,枪套,淬锋钢,潜水配重,船首像","枪套,船首像,手斧,小冰镐,手里剑,带刃悬浮板,潜水配重,淬锋钢",1
"加速烙刀,大钢弩,打火机,标枪,燃烧响炮,篝火","大钢弩,燃烧响炮,打火机,标枪,篝火,加速烙刀",1
"打火机,救生圈,毒须鲶,燃烧响炮,燃烧子弹,理查森先生,篝火,绵鳚","篝火,毒须鲶,燃烧子弹,打火机,绵鳚,理查森先生,救生圈,燃烧响炮",1
"大钢弩,小冰镐,抛石机,枪套,潜水配重,燃烧响炮,绵鳚","枪套,燃烧响炮,潜水配重,绵鳚,大钢弩,小冰镐,抛石机",1
"打火机,抛石机,救生圈,燃烧响炮,篝火,绵鳚","打火机,燃烧响炮,绵鳚,篝火,抛石机,救生圈",1
"加速烙刀,打火机,救生圈,枪套,燃烧响炮,篝火,绵鳚","加速烙刀,绵鳚,篝火,打火机,救生圈,燃烧响炮,枪套",1
"填弹杆,小冰镐,手斧,手雷,步枪,流星索,绵鳚,葡萄弹","流星索,手斧,手雷,填弹杆,步枪,绵鳚,小冰镐,葡萄弹",1
"加速烙刀,打火机,救生圈,烈酒杯,燃烧响炮,篝火,绵鳚","加速烙刀,绵鳚,篝火,打火机,救生圈,燃烧响炮,烈酒杯",1
"拍立蚌,旗舰,淬锋钢,燃烧响炮,绵鳚,蔻森娜纹章,鱼雷","鱼雷,拍立蚌,燃烧响炮,绵鳚,旗舰,蔻森娜纹章,淬锋钢",1
"旗舰,淬锋钢,潜水配重,理查森先生,蔻森娜纹章,鸦巢","理查森先生,潜水配重,旗舰,淬锋钢,鸦巢,蔻森娜纹章",1
"加速烙刀,大钢弩,拍立蚌,星盘,烈酒杯,燃烧响炮,绵鳚","拍立蚌,大钢弩,燃烧响炮,绵鳚,加速烙刀,烈酒杯,星盘",1
"加速烙刀,大钢弩,星盘,潜水配重,烈酒杯,燃烧响炮,绵鳚","大钢弩,燃烧响炮,绵鳚,潜水配重,加速烙刀,烈酒杯,星盘",1
"小冰镐,打火机,湿件战服,潜行滑翔机,燃烧响炮,绵鳚,飞鱼","燃烧响炮,潜行滑翔机,飞鱼,小冰镐,绵鳚,湿件战服,打火机",1
"加速烙刀,大钢弩,打火机,枪套,潜水配重,燃烧响炮,绵鳚,藏刃匕首","打火机,潜水配重,绵鳚,大钢弩,加速烙刀,燃烧响炮,枪套,藏刃匕首",3
"加速烙刀,大钢弩,小冰镐,标枪,烈酒杯,绵鳚,藏刃匕首","烈酒杯,加速烙刀,绵鳚,大钢弩,藏刃匕首,小冰镐,标枪",1
"加速烙刀,大钢弩,打火机,标枪,烈酒杯,燃烧响炮,绵鳚","打火机,烈酒杯,加速烙刀,绵鳚,大钢弩,燃烧响炮,标枪",1
"加速烙刀,大钢弩,拍立蚌,枪套,水母,潜水配重,燃烧响炮,绵鳚","潜水配重,水母,拍立蚌,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮",1
"刺刀,弹簧刀,手斧,武士刀,流星索,淬锋钢,舱底蠕虫,船首像","船首像,舱底蠕虫,手斧,流星索,弹簧刀,武士刀,刺刀,淬锋钢",1
"小冰镐,弹簧刀,手斧,武士刀,水车,流星索,淬锋钢","手斧,流星索,小冰镐,弹簧刀,武士刀,水车,淬锋钢",1
"大钢弩,打火机,救生圈,毒须鲶,燃烧响炮,篝火,绵鳚","篝火,毒须鲶,大钢弩,救生圈,打火机,绵鳚,燃烧响炮",1
"加速烙刀,打火机,燃烧响炮,燃烧子弹,狼筅,篝火,绵鳚","篝火,狼筅,加速烙刀,绵鳚,打火机,燃烧子弹,燃烧响炮",1
"加速烙刀,大钢弩,枪套,水母,潜水配重,燃烧响炮,盐钳海盗,绵鳚","盐钳海盗,潜水配重,水母,枪套,加速烙刀,大钢弩,绵鳚,燃烧响炮",1
"小冰镐,带刃悬浮板,水车,淬锋钢,深潜器,潜水配重","小冰镐,水车,淬锋钢,带刃悬浮板,潜水配重,深潜器",1
"加速烙刀,套娃,小冰镐,拍立蚌,水车,潜水配重,理查森先生","加速烙刀,小冰镐,套娃,水车,拍立蚌,潜水配重,理查森先生",1
"加速烙刀,套娃,小冰镐,拍立蚌,水草,水车,潜水配重","加速烙刀,小冰镐,套娃,水车,拍立蚌,潜水配重,水草",1
"大钢弩,小冰镐,打火机,海底热泉,燃烧响炮,篝火,绵鳚","海底热泉,绵鳚,大钢弩,打火机,燃烧响炮,篝火,小冰镐",1
"打火机,流星索,海底热泉,燃烧响炮,绵鳚,葡萄弹,蔻森娜纹章,鱼雷","海底热泉,绵鳚,葡萄弹,打火机,流星索,燃烧响炮,鱼雷,蔻森娜纹章",1
"六分仪,吸血章鱼,沙滩充气球,海影宝驹,淬锋钢,船舵","六分仪,淬锋钢,船舵,沙滩充气球,吸血章鱼,海影宝驹",1
"六分仪,吸血章鱼,枪套,海影宝驹,淬锋钢,潜水配重,船舵","潜水配重,六分仪,淬锋钢,船舵,吸血章鱼,枪套,海影宝驹",2
"六分仪,吸血章鱼,海影宝驹,消音器,淬锋钢,潜水配重,船舵","六分仪,淬锋钢,潜水配重,船舵,吸血章鱼,消音器,海影宝驹",1
"流星索,海狗沙龙,独角鲸,皮皮虾,绵鳚,迷幻蝠鲼,鱼雷","流星索,鱼雷,独角鲸,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙",1
"枪套,海狗沙龙,独角鲸,皮皮虾,绵鳚,迷幻蝠鲼,鱼雷","枪套,鱼雷,独角鲸,迷幻蝠鲼,皮皮虾,绵鳚,海狗沙龙",1
"海狗沙龙,独角鲸,皮皮虾,绵鳚,迷幻蝠鲼,飞鱼,鱼雷","鱼雷,独角鲸,迷幻蝠鲼,飞鱼,皮皮虾,绵鳚,海狗沙龙",1
"六分仪,吸血章鱼,沙滩充气球,淬锋钢,深潜器,船舵","沙滩充气球,船舵,吸血章鱼,六分仪,深潜器,淬锋钢",1
"小冰镐,带刃悬浮板,手斧,流星索,淬锋钢,深潜器,潜水配重,葡萄弹","葡萄弹,手斧,小冰镐,流星索,淬锋钢,带刃悬浮板,潜水配重,深潜器",1
"手雷,流星索,港口,燃烧响炮,绵鳚,葡萄弹,鱼雷","葡萄弹,港口,绵鳚,鱼雷,燃烧响炮,流星索,手雷",1
"套娃,手雷,水车,港口,鱼雷","鱼雷,手雷,港口,水车,套娃",1
"小冰镐,淬锋钢,湿件战服,潜艇,燃烧响炮,燃烧子弹,绵鳚","燃烧响炮,淬锋钢,燃烧子弹,潜艇,湿件战服,绵鳚,小冰镐",1
"救生圈,流星索,港口,潜水配重,珊瑚,鱼雷","珊瑚,潜水配重,港口,流星索,鱼雷,救生圈",1
"小冰镐,带刃悬浮板,枪套,淬锋钢,深潜器,湿件战服,潜水配重","小冰镐,淬锋钢,枪套,深潜器,带刃悬浮板,潜水配重,湿件战服",1
"十手,手雷,拍立蚌,救生圈,炮弹,烈酒杯,牌桌,皮皮虾","十手,救生圈,牌桌,皮皮虾,拍立蚌,烈酒杯,炮弹,手雷",1
"小冰镐,流星索,淬锋钢,湿件战服,潜艇,燃烧子弹,绵鳚","淬锋钢,燃烧子弹,潜艇,流星索,湿件战服,绵鳚,小冰镐",1
"小冰镐,淬锋钢,湿件战服,潜艇,燃烧子弹,绵鳚,鱼饵","鱼饵,淬锋钢,燃烧子弹,潜艇,湿件战服,绵鳚,小冰镐",1
"加速烙刀,打火机,潜行滑翔机,燃烧响炮,燃烧子弹,绵鳚,飞鱼","燃烧响炮,燃烧子弹,潜行滑翔机,绵鳚,加速烙刀,飞鱼,打火机",1
"小冰镐,打火机,淬锋钢,湿件战服,潜行滑翔机,燃烧响炮,绵鳚","淬锋钢,燃烧响炮,潜行滑翔机,小冰镐,绵鳚,湿件战服,打火机",1
"手斧,打火机,流星索,火炮,炮弹,燃烧响炮,绵鳚,鱼雷","流星索,鱼雷,手斧,打火机,炮弹,火炮,绵鳚,燃烧响炮",1
"手斧,打火机,流星索,火炮,火药角,燃烧响炮,绵鳚,鱼雷","手斧,打火机,流星索,鱼雷,火药角,火炮,绵鳚,燃烧响炮",1
"套娃,手雷,打火机,火炮,炮弹,燃烧响炮,绵鳚,鱼雷","打火机,手雷,鱼雷,套娃,炮弹,火炮,绵鳚,燃烧响炮",1
"十手,大钢弩,救生圈,枪套,火药角,烈酒杯,理查森先生,皮皮虾","皮皮虾,火药角,烈酒杯,枪套,理查森先生,救生圈,大钢弩,十手",1
"十手,大钢弩,拍立蚌,救生圈,枪套,火药角,烈酒杯,皮皮虾","皮皮虾,火药角,烈酒杯,枪套,救生圈,大钢弩,十手,拍立蚌",1
"十手,大钢弩,拍立蚌,枪套,流星索,火药角,烈酒杯,皮皮虾,绵鳚","十手,大钢弩,绵鳚,火药角,烈酒杯,皮皮虾,拍立蚌,枪套,流星索",2
"大钢弩,救生圈,枪套,潜水配重,火药角,烈酒杯,理查森先生,皮皮虾","火药角,烈酒杯,枪套,大钢弩,皮皮虾,救生圈,理查森先生,潜水配重",1
"十手,大钢弩,拍立蚌,枪套,火药角,烈酒杯,皮皮虾,绵鳚,葡萄弹","火药角,烈酒杯,十手,绵鳚,大钢弩,枪套,皮皮虾,拍立蚌,葡萄弹",1
"大钢弩,打火机,枪套,毒须鲶,燃烧响炮,燃烧子弹,篝火,绵鳚","燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,毒须鲶,篝火,枪套",2
"大钢弩,手雷,打火机,毒须鲶,燃烧响炮,燃烧子弹,篝火,绵鳚","燃烧响炮,燃烧子弹,打火机,绵鳚,大钢弩,手雷,毒须鲶,篝火",1
"十手,拍立蚌,救生圈,流星索,火药角,烈酒杯,牌桌,皮皮虾","十手,流星索,牌桌,皮皮虾,拍立蚌,救生圈,火药角,烈酒杯",1
"带刃悬浮板,弹簧刀,手斧,淬锋钢,湿件战服,潜水配重,独角鲸,舱底蠕虫","湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,弹簧刀,手斧,舱底蠕虫",1
"刺刀,带刃悬浮板,手斧,淬锋钢,湿件战服,潜水配重,独角鲸,舱底蠕虫","湿件战服,淬锋钢,带刃悬浮板,潜水配重,独角鲸,刺刀,手斧,舱底蠕虫",1
"大钢弩,打火机,燃烧响炮,狼筅,珊瑚,篝火,绵鳚","大钢弩,狼筅,篝火,打火机,珊瑚,绵鳚,燃烧响炮",1
"加速烙刀,打火机,枪套,标枪,燃烧响炮,狼筅,绵鳚","狼筅,加速烙刀,标枪,绵鳚,打火机,枪套,燃烧响炮",1
"大钢弩,套娃,打火机,燃烧响炮,燃烧子弹,理查森先生,篝火,绵鳚","大钢弩,理查森先生,绵鳚,打火机,篝火,燃烧响炮,燃烧子弹,套娃",1
"大钢弩,打火机,救生圈,燃烧响炮,燃烧子弹,篝火,绵鳚","大钢弩,打火机,绵鳚,篝火,燃烧响炮,燃烧子弹,救生圈",1
"加速烙刀,大钢弩,打火机,烈酒杯,燃烧响炮,篝火,绵鳚","燃烧响炮,篝火,加速烙刀,大钢弩,绵鳚,打火机,烈酒杯",1
"刺刀,小冰镐,手斧,手里剑,手雷,流星索,炮弹,船长舱","船长舱,手雷,炮弹,手里剑,刺刀,流星索,手斧,小冰镐",1
"大钢弩,小冰镐,抛石机,潜水配重,船舵,藏刃匕首","藏刃匕首,潜水配重,船舵,小冰镐,抛石机,大钢弩",1
"加速烙刀,大钢弩,海影宝驹,烈酒杯,船舵,藏刃匕首","藏刃匕首,船舵,加速烙刀,烈酒杯,大钢弩,海影宝驹",1
"刺刀,小冰镐,手斧,手里剑,手雷,流星索,船长舱,靴里剑","船长舱,靴里剑,手雷,手里剑,刺刀,流星索,手斧,小冰镐",1
"刺刀,小冰镐,手斧,手里剑,手雷,流星索,绵鳚,船长舱","船长舱,绵鳚,手雷,手里剑,刺刀,流星索,手斧,小冰镐",1
"小冰镐,带刃悬浮板,手斧,手里剑,淬锋钢,潜水配重,珊瑚,船首像","船首像,手斧,小冰镐,手里剑,带刃悬浮板,潜水配重,珊瑚,淬锋钢",1
"小冰镐,带刃悬浮板,手斧,手里剑,枪套,淬锋钢,船首像,靴里剑","船首像,靴里剑,手斧,小冰镐,枪套,手里剑,带刃悬浮板,淬锋钢",1
"填弹杆,套娃,弹簧刀,流星索,燃烧响炮,连发步枪,鱼雷","套娃,燃烧响炮,流星索,填弹杆,连发步枪,弹簧刀,鱼雷",1
"填弹杆,套娃,左轮手枪,弹簧刀,燃烧响炮,连发步枪,鱼雷","套娃,燃烧响炮,鱼雷,左轮手枪,填弹杆,连发步枪,弹簧刀",1
"填弹杆,套娃,弹簧刀,燃烧响炮,葡萄弹,连发步枪,鱼雷","套娃,燃烧响炮,鱼雷,填弹杆,连发步枪,弹簧刀,葡萄弹",1
"元素深水炸弹,小冰镐,拍立蚌,水母,水草,海螺壳,潜水配重,绵鳚,雪怪蟹","海螺壳,绵鳚,元素深水炸弹,雪怪蟹,水母,拍立蚌,潜水配重,水草,小冰镐",1
"元素深水炸弹,小冰镐,拍立蚌,水母,水草,海螺壳,珊瑚,绵鳚,雪怪蟹","水草,绵鳚,元素深水炸弹,雪怪蟹,水母,海螺壳,拍立蚌,珊瑚,小冰镐",1
"大钢弩,小冰镐,枪套,流星索,燃烧响炮,绵鳚,雪怪蟹,风暴瓶","枪套,雪怪蟹,风暴瓶,绵鳚,小冰镐,流星索,燃烧响炮,大钢弩",1
"大钢弩,打火机,拍立蚌,枪套,燃烧响炮,燃烧子弹,绵鳚,风暴瓶","枪套,风暴瓶,绵鳚,打火机,燃烧子弹,拍立蚌,大钢弩,燃烧响炮",1
"水车,淬锋钢,牌桌,码头缆索,马龙鱼","牌桌,码头缆索,马龙鱼,水车,淬锋钢",1
"水车,淬锋钢,深潜器,牌桌,马龙鱼","深潜器,牌桌,马龙鱼,水车,淬锋钢",1
"大钢弩,拍立蚌,水车,潜水配重,火药角,鱼雷","火药角,鱼雷,潜水配重,水车,拍立蚌,大钢弩",1
"大钢弩,拍立蚌,枪套,潜水配重,火药角,燃烧响炮,绵鳚,鱼雷","火药角,鱼雷,大钢弩,绵鳚,潜水配重,拍立蚌,枪套,燃烧响炮",1
"大钢弩,套娃,水车,潜水配重,炮弹,鱼雷","炮弹,大钢弩,鱼雷,潜水配重,水车,套娃",1
"小冰镐,带刃悬浮板,手斧,手里剑,深潜器,潜水配重,鲨齿爪","鲨齿爪,小冰镐,手里剑,带刃悬浮板,潜水配重,深潜器,手斧",1
"小冰镐,左轮手枪,手斧,流星索,船首像,葡萄弹,靴里剑,鲨齿爪","船首像,靴里剑,葡萄弹,鲨齿爪,小冰镐,左轮手枪,手斧,流星索",1
"吸血章鱼,大钢弩,救生圈,水母,潜水配重,飞鱼,鳐鲨","大钢弩,鳐鲨,吸血章鱼,水母,救生圈,潜水配重,飞鱼",1
"大钢弩,枪套,水母,流星索,潜水配重,独角鲸,飞鱼,鳐鲨","流星索,鳐鲨,大钢弩,独角鲸,枪套,水母,潜水配重,飞鱼",1
"元素深水炸弹,吸血章鱼,小冰镐,淬锋钢,绵鳚,雪怪蟹,鸦巢","淬锋钢,雪怪蟹,元素深水炸弹,绵鳚,小冰镐,吸血章鱼,鸦巢",1
"元素深水炸弹,小冰镐,淬锋钢,船舵,雪怪蟹,鸦巢","淬锋钢,雪怪蟹,元素深水炸弹,船舵,小冰镐,鸦巢",1
